a,b,c,d,e,f,g,h,i,j
48,4,66.284,0.333,0.426,100.000,162.000,0.382,0.95,1000000
49,4,66.284,0.333,0.427,100.000,162.000,0.382,0.95,1000000
50,4,66.279,0.333,0.427,100.000,162.000,0.382,0.95,1000000
51,4,66.279,0.333,0.427,100.000,162.000,0.382,0.95,1000000
52,4,66.279,0.333,0.428,100.000,162.000,0.382,0.95,1000000
53,4,66.266,0.333,0.428,100.000,162.000,0.382,0.95,1000000
54,4,66.266,0.333,0.428,100.000,162.000,0.382,0.95,1000000
55,4,58.989,0.663,0.429,163.000,99.000,0.622,0.95,1000000
56,4,58.989,0.663,0.429,163.000,99.000,0.622,0.95,1000000
57,4,59.601,0.653,0.429,158.000,104.000,0.603,0.95,1000000
58,4,59.601,0.653,0.430,158.000,104.000,0.603,0.95,1000000
59,4,59.601,0.653,0.430,158.000,104.000,0.603,0.95,1000000
60,4,59.601,0.653,0.493,158.000,104.000,0.603,0.95,1000000
61,4,59.601,0.653,0.493,158.000,104.000,0.603,0.95,1000000
62,4,58.107,0.655,0.494,158.000,104.000,0.603,0.95,1000000
63,4,58.107,0.655,0.494,158.000,104.000,0.603,0.95,1000000
64,4,58.107,0.655,0.495,158.000,104.000,0.603,0.95,1000000
65,4,58.107,0.655,0.495,158.000,104.000,0.603,0.95,1000000
66,4,58.107,0.655,0.495,158.000,104.000,0.603,0.95,1000000
67,4,58.107,0.655,0.496,158.000,104.000,0.603,0.95,1000000
68,4,58.107,0.655,0.496,158.000,104.000,0.603,0.95,1000000
69,4,58.107,0.655,0.496,158.000,104.000,0.603,0.95,1000000
70,4,58.007,0.655,0.497,157.000,105.000,0.599,0.95,1000000
71,4,58.007,0.655,0.497,157.000,105.000,0.599,0.95,1000000
72,4,58.007,0.655,0.497,157.000,105.000,0.599,0.95,1000000
73,4,58.007,0.655,0.498,157.000,105.000,0.599,0.95,1000000
74,4,57.565,0.657,0.498,157.000,105.000,0.599,0.95,1000000
75,4,57.565,0.657,0.498,157.000,105.000,0.599,0.95,1000000
76,4,57.565,0.657,0.499,157.000,105.000,0.599,0.95,1000000
77,4,57.565,0.657,0.500,157.000,105.000,0.599,0.95,1000000
78,4,57.565,0.657,0.500,157.000,105.000,0.599,0.95,1000000
79,4,59.538,0.657,0.500,157.000,105.000,0.599,0.95,1000000
80,4,59.538,0.657,0.592,157.000,105.000,0.599,0.95,1000000
81,4,59.538,0.657,0.592,157.000,105.000,0.599,0.95,1000000
82,4,59.441,0.661,0.593,160.000,102.000,0.611,0.95,1000000
83,4,62.967,0.667,0.593,162.000,100.000,0.618,0.95,1000000
84,4,62.967,0.667,0.593,162.000,100.000,0.618,0.95,1000000
85,4,62.967,0.667,0.594,162.000,100.000,0.618,0.95,1000000
86,4,63.322,0.667,0.594,162.000,100.000,0.618,0.95,1000000
87,4,63.322,0.667,0.594,162.000,100.000,0.618,0.95,1000000
88,4,63.322,0.667,0.595,162.000,100.000,0.618,0.95,1000000
89,4,63.322,0.667,0.595,162.000,100.000,0.618,0.95,1000000
90,4,63.322,0.667,0.628,162.000,100.000,0.618,0.95,1000000
91,4,66.858,0.667,0.629,162.000,100.000,0.618,0.95,1000000
92,4,66.858,0.667,0.629,162.000,100.000,0.618,0.95,1000000
93,4,66.858,0.667,0.630,162.000,100.000,0.618,0.95,1000000
94,4,68.906,0.667,0.630,162.000,100.000,0.618,0.95,1000000
95,4,68.906,0.667,0.630,162.000,100.000,0.618,0.95,1000000
96,4,69.378,0.667,0.631,162.000,100.000,0.618,0.95,1000000
97,4,69.378,0.667,0.631,162.000,100.000,0.618,0.95,1000000
98,4,69.453,0.667,0.631,162.000,100.000,0.618,0.95,1000000
99,4,69.453,0.667,0.632,162.000,100.000,0.618,0.95,1000000
100,4,69.453,0.667,0.632,162.000,100.000,0.618,0.95,1000000
1,10,101.078,0.337,0.005,99.000,163.000,0.378,0.95,1000000
2,10,101.078,0.337,0.006,99.000,163.000,0.378,0.95,1000000
3,10,99.139,0.337,0.007,99.000,163.000,0.378,0.95,1000000
4,10,99.139,0.337,0.008,99.000,163.000,0.378,0.95,1000000
5,10,87.752,0.375,0.009,102.000,160.000,0.389,0.95,1000000
6,10,87.752,0.375,0.010,102.000,160.000,0.389,0.95,1000000
7,10,85.538,0.379,0.011,104.000,158.000,0.397,0.95,1000000
8,10,85.537,0.379,0.014,104.000,158.000,0.397,0.95,1000000
9,10,85.458,0.379,0.015,104.000,158.000,0.397,0.95,1000000
10,10,85.458,0.379,0.016,104.000,158.000,0.397,0.95,1000000
11,10,85.626,0.333,0.073,99.000,163.000,0.378,0.95,1000000
12,10,68.831,0.333,0.074,99.000,163.000,0.378,0.95,1000000
13,10,68.831,0.333,0.075,99.000,163.000,0.378,0.95,1000000
14,10,68.831,0.333,0.076,99.000,163.000,0.378,0.95,1000000
15,10,68.948,0.333,0.077,99.000,163.000,0.378,0.95,1000000
16,10,68.867,0.359,0.078,105.000,157.000,0.401,0.95,1000000
17,10,68.867,0.359,0.078,105.000,157.000,0.401,0.95,1000000
18,10,68.867,0.359,0.079,105.000,157.000,0.401,0.95,1000000
19,10,68.867,0.359,0.079,105.000,157.000,0.401,0.95,1000000
20,10,68.894,0.359,0.080,105.000,157.000,0.401,0.95,1000000
21,10,68.845,0.359,0.080,105.000,157.000,0.401,0.95,1000000
22,10,68.918,0.335,0.081,99.000,163.000,0.378,0.95,1000000
23,10,68.926,0.333,0.081,100.000,162.000,0.382,0.95,1000000
24,10,68.926,0.333,0.081,100.000,162.000,0.382,0.95,1000000
25,10,68.926,0.333,0.082,100.000,162.000,0.382,0.95,1000000
26,10,74.490,0.333,0.082,100.000,162.000,0.382,0.95,1000000
27,10,69.055,0.333,0.083,100.000,162.000,0.382,0.95,1000000
28,10,64.645,0.333,0.083,100.000,162.000,0.382,0.95,1000000
29,10,64.645,0.333,0.083,100.000,162.000,0.382,0.95,1000000
30,10,64.645,0.333,0.084,100.000,162.000,0.382,0.95,1000000
31,10,64.645,0.333,0.084,99.000,163.000,0.378,0.95,1000000
32,10,64.645,0.333,0.085,99.000,163.000,0.378,0.95,1000000
33,10,90.383,0.333,0.086,100.000,162.000,0.382,0.95,1000000
34,10,90.323,0.337,0.086,100.000,162.000,0.382,0.95,1000000
35,10,91.986,0.335,0.086,100.000,162.000,0.382,0.95,1000000
36,10,92.480,0.335,0.087,100.000,162.000,0.382,0.95,1000000
37,10,92.480,0.335,0.087,100.000,162.000,0.382,0.95,1000000
38,10,92.478,0.337,0.087,100.000,162.000,0.382,0.95,1000000
39,10,92.515,0.337,0.088,100.000,162.000,0.382,0.95,1000000
40,10,92.515,0.337,0.088,100.000,162.000,0.382,0.95,1000000
41,10,92.515,0.337,0.089,100.000,162.000,0.382,0.95,1000000
42,10,92.515,0.337,0.089,100.000,162.000,0.382,0.95,1000000
43,10,92.375,0.361,0.089,106.000,156.000,0.405,0.95,1000000
44,10,94.121,0.359,0.090,106.000,156.000,0.405,0.95,1000000
45,10,94.189,0.347,0.090,105.000,157.000,0.401,0.95,1000000
46,10,94.203,0.345,0.090,105.000,157.000,0.401,0.95,1000000
47,10,99.523,0.333,0.091,100.000,162.000,0.382,0.95,1000000
48,10,94.984,0.333,0.091,100.000,162.000,0.382,0.95,1000000
49,10,97.213,0.333,0.091,100.000,162.000,0.382,0.95,1000000
50,10,95.699,0.333,0.092,100.000,162.000,0.382,0.95,1000000
51,10,93.059,0.335,0.092,100.000,162.000,0.382,0.95,1000000
52,10,84.781,0.430,0.093,124.000,138.000,0.473,0.95,1000000
53,10,89.490,0.394,0.093,115.000,147.000,0.439,0.95,1000000
54,10,89.490,0.394,0.093,115.000,147.000,0.439,0.95,1000000
55,10,89.495,0.394,0.094,115.000,147.000,0.439,0.95,1000000
56,10,89.224,0.394,0.094,115.000,147.000,0.439,0.95,1000000
57,10,89.227,0.394,0.094,115.000,147.000,0.439,0.95,1000000
58,10,87.873,0.396,0.095,112.000,150.000,0.427,0.95,1000000
59,10,81.901,0.436,0.095,123.000,139.000,0.469,0.95,1000000
60,10,81.901,0.436,0.095,123.000,139.000,0.469,0.95,1000000
61,10,81.903,0.436,0.096,123.000,139.000,0.469,0.95,1000000
62,10,81.876,0.436,0.096,123.000,139.000,0.469,0.95,1000000
63,10,81.876,0.436,0.096,123.000,139.000,0.469,0.95,1000000
64,10,81.874,0.436,0.097,123.000,139.000,0.469,0.95,1000000
65,10,81.224,0.436,0.097,123.000,139.000,0.469,0.95,1000000
66,10,81.224,0.436,0.097,123.000,139.000,0.469,0.95,1000000
67,10,81.228,0.436,0.098,123.000,139.000,0.469,0.95,1000000
68,10,77.077,0.479,0.098,130.000,132.000,0.496,0.95,1000000
69,10,77.077,0.479,0.099,130.000,132.000,0.496,0.95,1000000
70,10,75.655,0.501,0.099,134.000,128.000,0.511,0.95,1000000
71,10,75.655,0.501,0.099,134.000,128.000,0.511,0.95,1000000
72,10,75.655,0.501,0.100,134.000,128.000,0.511,0.95,1000000
73,10,75.655,0.501,0.101,134.000,128.000,0.511,0.95,1000000
74,10,75.655,0.501,0.101,134.000,128.000,0.511,0.95,1000000
75,10,75.654,0.501,0.101,134.000,128.000,0.511,0.95,1000000
76,10,75.654,0.501,0.102,134.000,128.000,0.511,0.95,1000000
77,10,75.654,0.501,0.102,134.000,128.000,0.511,0.95,1000000
78,10,72.740,0.509,0.178,133.000,129.000,0.508,0.95,1000000
79,10,72.991,0.507,0.178,133.000,129.000,0.508,0.95,1000000
80,10,72.991,0.507,0.179,133.000,129.000,0.508,0.95,1000000
81,10,79.865,0.418,0.179,110.000,152.000,0.420,0.95,1000000
82,10,79.738,0.418,0.179,110.000,152.000,0.420,0.95,1000000
83,10,77.843,0.446,0.202,114.000,148.000,0.435,0.95,1000000
84,10,79.234,0.448,0.202,113.000,149.000,0.431,0.95,1000000
85,10,79.234,0.448,0.203,113.000,149.000,0.431,0.95,1000000
86,10,79.234,0.448,0.203,113.000,149.000,0.431,0.95,1000000
87,10,79.243,0.448,0.277,113.000,149.000,0.431,0.95,1000000
88,10,82.477,0.440,0.278,112.000,150.000,0.427,0.95,1000000
89,10,84.167,0.436,0.278,112.000,150.000,0.427,0.95,1000000
90,10,84.167,0.436,0.278,112.000,150.000,0.427,0.95,1000000
91,10,84.250,0.436,0.279,112.000,150.000,0.427,0.95,1000000
92,10,84.223,0.436,0.279,112.000,150.000,0.427,0.95,1000000
93,10,84.473,0.432,0.279,112.000,150.000,0.427,0.95,1000000
94,10,84.473,0.432,0.280,112.000,150.000,0.427,0.95,1000000
95,10,62.499,0.673,0.280,158.000,104.000,0.603,0.95,1000000
96,10,62.502,0.673,0.280,158.000,104.000,0.603,0.95,1000000
97,10,62.502,0.673,0.281,158.000,104.000,0.603,0.95,1000000
98,10,62.502,0.673,0.281,158.000,104.000,0.603,0.95,1000000
99,10,62.502,0.673,0.281,158.000,104.000,0.603,0.95,1000000
100,10,62.502,0.673,0.282,158.000,104.000,0.603,0.95,1000000
1,8,56.204,0.669,0.004,162.000,100.000,0.618,0.95,1000000
2,8,56.206,0.669,0.006,162.000,100.000,0.618,0.95,1000000
3,8,55.962,0.669,0.007,162.000,100.000,0.618,0.95,1000000
4,8,56.059,0.669,0.008,162.000,100.000,0.618,0.95,1000000
5,8,56.058,0.669,0.010,162.000,100.000,0.618,0.95,1000000
6,8,56.058,0.669,0.011,162.000,100.000,0.618,0.95,1000000
7,8,56.373,0.669,0.012,162.000,100.000,0.618,0.95,1000000
8,8,56.373,0.669,0.029,163.000,99.000,0.622,0.95,1000000
9,8,56.373,0.669,0.163,163.000,99.000,0.622,0.95,1000000
10,8,56.445,0.667,0.164,163.000,99.000,0.622,0.95,1000000
11,8,56.445,0.667,0.165,163.000,99.000,0.622,0.95,1000000
12,8,56.638,0.667,0.166,163.000,99.000,0.622,0.95,1000000
13,8,56.680,0.667,0.166,163.000,99.000,0.622,0.95,1000000
14,8,57.568,0.667,0.167,163.000,99.000,0.622,0.95,1000000
15,8,57.535,0.667,0.168,163.000,99.000,0.622,0.95,1000000
16,8,57.569,0.667,0.169,163.000,99.000,0.622,0.95,1000000
17,8,57.213,0.665,0.170,163.000,99.000,0.622,0.95,1000000
18,8,57.200,0.665,0.170,163.000,99.000,0.622,0.95,1000000
19,8,57.053,0.665,0.171,163.000,99.000,0.622,0.95,1000000
20,8,57.053,0.665,0.171,163.000,99.000,0.622,0.95,1000000
21,8,57.268,0.665,0.172,162.000,100.000,0.618,0.95,1000000
22,8,57.308,0.665,0.172,162.000,100.000,0.618,0.95,1000000
23,8,57.220,0.665,0.172,162.000,100.000,0.618,0.95,1000000
24,8,56.911,0.665,0.173,162.000,100.000,0.618,0.95,1000000
25,8,61.277,0.617,0.173,155.000,107.000,0.592,0.95,1000000
26,8,61.511,0.615,0.174,154.000,108.000,0.588,0.95,1000000
27,8,61.511,0.615,0.174,154.000,108.000,0.588,0.95,1000000
28,8,62.152,0.568,0.174,147.000,115.000,0.561,0.95,1000000
29,8,62.111,0.584,0.175,149.000,113.000,0.569,0.95,1000000
30,8,62.111,0.584,0.175,149.000,113.000,0.569,0.95,1000000
31,8,62.120,0.584,0.175,149.000,113.000,0.569,0.95,1000000
32,8,62.120,0.584,0.176,149.000,113.000,0.569,0.95,1000000
33,8,62.120,0.584,0.176,149.000,113.000,0.569,0.95,1000000
34,8,61.987,0.584,0.205,149.000,113.000,0.569,0.95,1000000
35,8,61.769,0.582,0.205,149.000,113.000,0.569,0.95,1000000
36,8,61.293,0.621,0.205,153.000,109.000,0.584,0.95,1000000
37,8,60.589,0.631,0.206,154.000,108.000,0.588,0.95,1000000
38,8,60.739,0.631,0.206,154.000,108.000,0.588,0.95,1000000
39,8,60.743,0.631,0.206,154.000,108.000,0.588,0.95,1000000
40,8,61.262,0.631,0.207,154.000,108.000,0.588,0.95,1000000
41,8,61.183,0.631,0.208,154.000,108.000,0.588,0.95,1000000
42,8,61.454,0.631,0.208,154.000,108.000,0.588,0.95,1000000
43,8,61.627,0.631,0.209,154.000,108.000,0.588,0.95,1000000
44,8,61.660,0.631,0.209,154.000,108.000,0.588,0.95,1000000
45,8,61.660,0.631,0.210,154.000,108.000,0.588,0.95,1000000
46,8,63.675,0.511,0.210,147.000,115.000,0.561,0.95,1000000
47,8,63.522,0.511,0.210,147.000,115.000,0.561,0.95,1000000
48,8,63.560,0.511,0.211,147.000,115.000,0.561,0.95,1000000
49,8,63.553,0.511,0.211,147.000,115.000,0.561,0.95,1000000
50,8,63.553,0.511,0.211,147.000,115.000,0.561,0.95,1000000
51,8,63.553,0.511,0.212,147.000,115.000,0.561,0.95,1000000
52,8,63.560,0.511,0.212,147.000,115.000,0.561,0.95,1000000
53,8,63.560,0.511,0.212,147.000,115.000,0.561,0.95,1000000
54,8,60.736,0.643,0.213,162.000,100.000,0.618,0.95,1000000
55,8,60.736,0.643,0.213,162.000,100.000,0.618,0.95,1000000
56,8,60.825,0.633,0.213,155.000,107.000,0.592,0.95,1000000
57,8,60.809,0.633,0.214,155.000,107.000,0.592,0.95,1000000
58,8,59.696,0.667,0.214,162.000,100.000,0.618,0.95,1000000
59,8,59.441,0.667,0.214,162.000,100.000,0.618,0.95,1000000
60,8,56.964,0.667,0.215,162.000,100.000,0.618,0.95,1000000
61,8,56.972,0.667,0.215,162.000,100.000,0.618,0.95,1000000
62,8,56.930,0.667,0.216,162.000,100.000,0.618,0.95,1000000
63,8,56.263,0.667,0.216,162.000,100.000,0.618,0.95,1000000
64,8,56.511,0.665,0.216,162.000,100.000,0.618,0.95,1000000
65,8,56.511,0.665,0.283,162.000,100.000,0.618,0.95,1000000
66,8,56.514,0.665,0.284,162.000,100.000,0.618,0.95,1000000
67,8,56.522,0.665,0.284,162.000,100.000,0.618,0.95,1000000
68,8,56.400,0.667,0.284,162.000,100.000,0.618,0.95,1000000
69,8,55.777,0.667,0.285,162.000,100.000,0.618,0.95,1000000
70,8,55.777,0.667,0.285,162.000,100.000,0.618,0.95,1000000
71,8,55.795,0.667,0.286,162.000,100.000,0.618,0.95,1000000
72,8,55.781,0.667,0.286,162.000,100.000,0.618,0.95,1000000
73,8,57.845,0.663,0.286,162.000,100.000,0.618,0.95,1000000
74,8,57.900,0.663,0.287,162.000,100.000,0.618,0.95,1000000
75,8,58.561,0.665,0.287,162.000,100.000,0.618,0.95,1000000
76,8,58.528,0.665,0.288,162.000,100.000,0.618,0.95,1000000
77,8,58.472,0.665,0.288,162.000,100.000,0.618,0.95,1000000
78,8,57.404,0.665,0.288,162.000,100.000,0.618,0.95,1000000
79,8,56.852,0.665,0.289,162.000,100.000,0.618,0.95,1000000
80,8,56.631,0.665,0.289,162.000,100.000,0.618,0.95,1000000
81,8,57.469,0.665,0.291,162.000,100.000,0.618,0.95,1000000
82,8,58.616,0.667,0.291,162.000,100.000,0.618,0.95,1000000
83,8,58.634,0.667,0.292,162.000,100.000,0.618,0.95,1000000
84,8,58.338,0.667,0.292,162.000,100.000,0.618,0.95,1000000
85,8,58.338,0.667,0.292,162.000,100.000,0.618,0.95,1000000
86,8,58.413,0.667,0.293,162.000,100.000,0.618,0.95,1000000
87,8,62.075,0.667,0.293,162.000,100.000,0.618,0.95,1000000
88,8,62.037,0.667,0.294,162.000,100.000,0.618,0.95,1000000
89,8,62.994,0.667,0.294,162.000,100.000,0.618,0.95,1000000
90,8,63.038,0.667,0.294,162.000,100.000,0.618,0.95,1000000
91,8,63.110,0.667,0.295,162.000,100.000,0.618,0.95,1000000
92,8,63.056,0.667,0.295,162.000,100.000,0.618,0.95,1000000
93,8,63.045,0.667,0.295,162.000,100.000,0.618,0.95,1000000
94,8,63.412,0.667,0.296,162.000,100.000,0.618,0.95,1000000
95,8,63.412,0.667,0.296,162.000,100.000,0.618,0.95,1000000
96,8,63.412,0.667,0.296,162.000,100.000,0.618,0.95,1000000
97,8,63.462,0.667,0.297,162.000,100.000,0.618,0.95,1000000
98,8,63.442,0.667,0.299,162.000,100.000,0.618,0.95,1000000
99,8,63.436,0.667,0.299,162.000,100.000,0.618,0.95,1000000
100,8,63.436,0.667,0.300,162.000,100.000,0.618,0.95,1000000
1,1,68.537,0.369,0.005,113.000,149.000,0.431,0.95,1000000
2,1,66.813,0.369,0.006,113.000,149.000,0.431,0.95,1000000
3,1,66.330,0.385,0.007,116.000,146.000,0.443,0.95,1000000
4,1,66.331,0.385,0.008,116.000,146.000,0.443,0.95,1000000
5,1,66.331,0.385,0.094,116.000,146.000,0.443,0.95,1000000
6,1,65.251,0.428,0.098,113.000,149.000,0.431,0.95,1000000
7,1,65.251,0.428,0.099,113.000,149.000,0.431,0.95,1000000
8,1,70.892,0.420,0.100,117.000,145.000,0.447,0.95,1000000
9,1,72.384,0.393,0.101,115.000,147.000,0.439,0.95,1000000
10,1,83.617,0.387,0.101,115.000,147.000,0.439,0.95,1000000
11,1,87.462,0.343,0.102,102.000,160.000,0.389,0.95,1000000
12,1,88.196,0.343,0.103,102.000,160.000,0.389,0.95,1000000
13,1,88.196,0.343,0.104,102.000,160.000,0.389,0.95,1000000
14,1,88.694,0.337,0.105,102.000,160.000,0.389,0.95,1000000
15,1,89.444,0.337,0.106,102.000,160.000,0.389,0.95,1000000
16,1,89.444,0.337,0.255,102.000,160.000,0.389,0.95,1000000
17,1,89.683,0.337,0.256,102.000,160.000,0.389,0.95,1000000
18,1,89.655,0.337,0.256,102.000,160.000,0.389,0.95,1000000
19,1,89.848,0.333,0.257,100.000,162.000,0.382,0.95,1000000
20,1,89.848,0.333,0.257,100.000,162.000,0.382,0.95,1000000
21,1,89.848,0.333,0.257,100.000,162.000,0.382,0.95,1000000
22,1,89.848,0.333,0.258,100.000,162.000,0.382,0.95,1000000
23,1,90.195,0.333,0.258,100.000,162.000,0.382,0.95,1000000
24,1,90.175,0.333,0.260,100.000,162.000,0.382,0.95,1000000
25,1,89.920,0.333,0.261,100.000,162.000,0.382,0.95,1000000
26,1,89.920,0.333,0.262,100.000,162.000,0.382,0.95,1000000
27,1,89.920,0.333,0.262,100.000,162.000,0.382,0.95,1000000
28,1,89.920,0.333,0.263,100.000,162.000,0.382,0.95,1000000
29,1,89.920,0.333,0.263,100.000,162.000,0.382,0.95,1000000
30,1,89.920,0.333,0.263,100.000,162.000,0.382,0.95,1000000
31,1,89.920,0.333,0.264,100.000,162.000,0.382,0.95,1000000
32,1,89.982,0.333,0.264,100.000,162.000,0.382,0.95,1000000
33,1,90.134,0.333,0.265,100.000,162.000,0.382,0.95,1000000
34,1,90.134,0.333,0.265,100.000,162.000,0.382,0.95,1000000
35,1,88.995,0.333,0.265,100.000,162.000,0.382,0.95,1000000
36,1,94.571,0.333,0.266,100.000,162.000,0.382,0.95,1000000
37,1,94.527,0.333,0.266,100.000,162.000,0.382,0.95,1000000
38,1,94.527,0.333,0.268,100.000,162.000,0.382,0.95,1000000
39,1,94.527,0.333,0.268,100.000,162.000,0.382,0.95,1000000
40,1,94.527,0.333,0.268,100.000,162.000,0.382,0.95,1000000
41,1,90.102,0.333,0.269,100.000,162.000,0.382,0.95,1000000
42,1,90.193,0.333,0.269,100.000,162.000,0.382,0.95,1000000
43,1,90.193,0.333,0.269,100.000,162.000,0.382,0.95,1000000
44,1,90.193,0.333,0.270,100.000,162.000,0.382,0.95,1000000
45,1,90.193,0.333,0.270,100.000,162.000,0.382,0.95,1000000
46,1,90.485,0.333,0.271,100.000,162.000,0.382,0.95,1000000
47,1,90.485,0.333,0.271,100.000,162.000,0.382,0.95,1000000
48,1,90.485,0.333,0.271,100.000,162.000,0.382,0.95,1000000
49,1,105.283,0.333,0.272,100.000,162.000,0.382,0.95,1000000
50,1,105.283,0.333,0.272,100.000,162.000,0.382,0.95,1000000
51,1,105.283,0.333,0.272,100.000,162.000,0.382,0.95,1000000
52,1,86.859,0.333,0.273,100.000,162.000,0.382,0.95,1000000
53,1,86.618,0.333,0.273,100.000,162.000,0.382,0.95,1000000
54,1,86.618,0.333,0.273,100.000,162.000,0.382,0.95,1000000
55,1,86.618,0.333,0.274,100.000,162.000,0.382,0.95,1000000
56,1,86.618,0.333,0.274,100.000,162.000,0.382,0.95,1000000
57,1,72.237,0.333,0.274,100.000,162.000,0.382,0.95,1000000
58,1,72.247,0.333,0.275,100.000,162.000,0.382,0.95,1000000
59,1,72.247,0.333,0.275,100.000,162.000,0.382,0.95,1000000
60,1,72.247,0.333,0.276,100.000,162.000,0.382,0.95,1000000
61,1,77.476,0.333,0.276,100.000,162.000,0.382,0.95,1000000
62,1,78.113,0.333,0.276,100.000,162.000,0.382,0.95,1000000
63,1,78.103,0.333,0.277,100.000,162.000,0.382,0.95,1000000
64,1,78.103,0.333,0.277,100.000,162.000,0.382,0.95,1000000
65,1,78.103,0.333,0.277,100.000,162.000,0.382,0.95,1000000
66,1,78.103,0.333,0.278,100.000,162.000,0.382,0.95,1000000
67,1,78.103,0.333,0.278,100.000,162.000,0.382,0.95,1000000
68,1,78.103,0.333,0.278,100.000,162.000,0.382,0.95,1000000
69,1,78.103,0.333,0.279,100.000,162.000,0.382,0.95,1000000
70,1,78.103,0.333,0.279,100.000,162.000,0.382,0.95,1000000
71,1,78.578,0.333,0.280,100.000,162.000,0.382,0.95,1000000
72,1,78.578,0.333,0.280,100.000,162.000,0.382,0.95,1000000
73,1,77.302,0.333,0.280,100.000,162.000,0.382,0.95,1000000
74,1,77.302,0.333,0.281,100.000,162.000,0.382,0.95,1000000
75,1,77.302,0.333,0.281,100.000,162.000,0.382,0.95,1000000
76,1,77.302,0.333,0.281,100.000,162.000,0.382,0.95,1000000
77,1,77.302,0.333,0.282,100.000,162.000,0.382,0.95,1000000
78,1,77.641,0.333,0.282,100.000,162.000,0.382,0.95,1000000
79,1,77.641,0.333,0.282,100.000,162.000,0.382,0.95,1000000
80,1,77.641,0.333,0.283,100.000,162.000,0.382,0.95,1000000
81,1,77.641,0.333,0.283,100.000,162.000,0.382,0.95,1000000
82,1,77.641,0.333,0.283,100.000,162.000,0.382,0.95,1000000
83,1,77.641,0.333,0.284,100.000,162.000,0.382,0.95,1000000
84,1,77.641,0.333,0.284,100.000,162.000,0.382,0.95,1000000
85,1,77.641,0.333,0.285,100.000,162.000,0.382,0.95,1000000
86,1,77.641,0.333,0.285,100.000,162.000,0.382,0.95,1000000
87,1,77.649,0.333,0.285,100.000,162.000,0.382,0.95,1000000
