a,b,c,d,e,f,g,h,i,j
88,1,77.398,0.333,0.286,100.000,162.000,0.382,0.95,1000000
89,1,77.398,0.333,0.286,100.000,162.000,0.382,0.95,1000000
90,1,77.398,0.333,0.287,100.000,162.000,0.382,0.95,1000000
91,1,77.398,0.333,0.287,100.000,162.000,0.382,0.95,1000000
92,1,77.267,0.335,0.287,100.000,162.000,0.382,0.95,1000000
93,1,77.267,0.335,0.288,100.000,162.000,0.382,0.95,1000000
94,1,77.267,0.335,0.288,100.000,162.000,0.382,0.95,1000000
95,1,77.267,0.335,0.288,100.000,162.000,0.382,0.95,1000000
96,1,77.267,0.335,0.289,100.000,162.000,0.382,0.95,1000000
97,1,77.267,0.335,0.289,100.000,162.000,0.382,0.95,1000000
98,1,75.957,0.335,0.289,100.000,162.000,0.382,0.95,1000000
99,1,75.775,0.335,0.290,100.000,162.000,0.382,0.95,1000000
100,1,75.775,0.335,0.290,100.000,162.000,0.382,0.95,1000000
1,5,85.426,0.333,0.004,100.000,162.000,0.382,0.95,1000000
2,5,86.056,0.333,0.006,100.000,162.000,0.382,0.95,1000000
3,5,87.120,0.333,0.007,100.000,162.000,0.382,0.95,1000000
4,5,87.128,0.333,0.008,100.000,162.000,0.382,0.95,1000000
5,5,87.121,0.333,0.009,100.000,162.000,0.382,0.95,1000000
6,5,100.037,0.333,0.013,100.000,162.000,0.382,0.95,1000000
7,5,99.937,0.333,0.014,100.000,162.000,0.382,0.95,1000000
8,5,99.930,0.333,0.028,100.000,162.000,0.382,0.95,1000000
9,5,99.930,0.333,0.029,100.000,162.000,0.382,0.95,1000000
10,5,100.857,0.333,0.078,100.000,162.000,0.382,0.95,1000000
11,5,100.943,0.333,0.078,100.000,162.000,0.382,0.95,1000000
12,5,100.943,0.333,0.079,100.000,162.000,0.382,0.95,1000000
13,5,100.943,0.333,0.080,100.000,162.000,0.382,0.95,1000000
14,5,100.847,0.333,0.082,100.000,162.000,0.382,0.95,1000000
15,5,100.844,0.333,0.083,100.000,162.000,0.382,0.95,1000000
16,5,95.974,0.333,0.084,100.000,162.000,0.382,0.95,1000000
17,5,102.997,0.327,0.085,101.000,161.000,0.385,0.95,1000000
18,5,102.827,0.327,0.085,101.000,161.000,0.385,0.95,1000000
19,5,102.863,0.327,0.085,101.000,161.000,0.385,0.95,1000000
20,5,102.771,0.327,0.086,101.000,161.000,0.385,0.95,1000000
21,5,103.519,0.327,0.086,101.000,161.000,0.385,0.95,1000000
22,5,103.104,0.331,0.087,103.000,159.000,0.393,0.95,1000000
23,5,103.104,0.331,0.087,103.000,159.000,0.393,0.95,1000000
24,5,103.703,0.331,0.088,103.000,159.000,0.393,0.95,1000000
25,5,103.703,0.331,0.088,103.000,159.000,0.393,0.95,1000000
26,5,103.703,0.331,0.088,103.000,159.000,0.393,0.95,1000000
27,5,101.698,0.331,0.089,103.000,159.000,0.393,0.95,1000000
28,5,101.698,0.331,0.089,103.000,159.000,0.393,0.95,1000000
29,5,101.568,0.331,0.090,103.000,159.000,0.393,0.95,1000000
30,5,97.413,0.329,0.090,100.000,162.000,0.382,0.95,1000000
31,5,97.413,0.329,0.090,100.000,162.000,0.382,0.95,1000000
32,5,97.413,0.329,0.091,100.000,162.000,0.382,0.95,1000000
33,5,97.629,0.329,0.091,100.000,162.000,0.382,0.95,1000000
34,5,97.629,0.329,0.092,100.000,162.000,0.382,0.95,1000000
35,5,97.629,0.329,0.092,100.000,162.000,0.382,0.95,1000000
36,5,97.629,0.329,0.092,100.000,162.000,0.382,0.95,1000000
37,5,97.839,0.331,0.093,100.000,162.000,0.382,0.95,1000000
38,5,97.839,0.331,0.093,100.000,162.000,0.382,0.95,1000000
39,5,97.839,0.331,0.093,100.000,162.000,0.382,0.95,1000000
40,5,99.261,0.329,0.094,98.000,164.000,0.374,0.95,1000000
41,5,99.569,0.329,0.094,101.000,161.000,0.385,0.95,1000000
42,5,99.583,0.329,0.095,101.000,161.000,0.385,0.95,1000000
43,5,99.347,0.329,0.095,101.000,161.000,0.385,0.95,1000000
44,5,99.338,0.329,0.095,101.000,161.000,0.385,0.95,1000000
45,5,92.329,0.331,0.096,106.000,156.000,0.405,0.95,1000000
46,5,92.295,0.331,0.096,106.000,156.000,0.405,0.95,1000000
47,5,91.033,0.331,0.096,106.000,156.000,0.405,0.95,1000000
48,5,91.175,0.331,0.097,106.000,156.000,0.405,0.95,1000000
49,5,90.947,0.331,0.196,106.000,156.000,0.405,0.95,1000000
50,5,90.947,0.331,0.197,106.000,156.000,0.405,0.95,1000000
51,5,90.947,0.331,0.198,106.000,156.000,0.405,0.95,1000000
52,5,99.887,0.335,0.198,100.000,162.000,0.382,0.95,1000000
53,5,99.882,0.335,0.202,100.000,162.000,0.382,0.95,1000000
54,5,99.707,0.335,0.202,100.000,162.000,0.382,0.95,1000000
55,5,99.707,0.335,0.203,100.000,162.000,0.382,0.95,1000000
56,5,99.706,0.335,0.203,100.000,162.000,0.382,0.95,1000000
57,5,99.706,0.335,0.204,100.000,162.000,0.382,0.95,1000000
58,5,99.077,0.335,0.204,100.000,162.000,0.382,0.95,1000000
59,5,102.919,0.335,0.205,100.000,162.000,0.382,0.95,1000000
60,5,102.919,0.335,0.205,100.000,162.000,0.382,0.95,1000000
61,5,97.512,0.335,0.206,100.000,162.000,0.382,0.95,1000000
62,5,97.512,0.335,0.206,100.000,162.000,0.382,0.95,1000000
63,5,97.512,0.335,0.206,100.000,162.000,0.382,0.95,1000000
64,5,97.512,0.335,0.207,100.000,162.000,0.382,0.95,1000000
65,5,97.512,0.335,0.207,100.000,162.000,0.382,0.95,1000000
66,5,95.540,0.335,0.207,100.000,162.000,0.382,0.95,1000000
67,5,82.490,0.337,0.208,100.000,162.000,0.382,0.95,1000000
68,5,82.490,0.337,0.208,100.000,162.000,0.382,0.95,1000000
69,5,82.490,0.337,0.208,100.000,162.000,0.382,0.95,1000000
70,5,82.490,0.337,0.209,100.000,162.000,0.382,0.95,1000000
71,5,92.773,0.335,0.209,99.000,163.000,0.378,0.95,1000000
72,5,92.773,0.335,0.210,99.000,163.000,0.378,0.95,1000000
73,5,92.451,0.331,0.210,99.000,163.000,0.378,0.95,1000000
74,5,92.579,0.331,0.210,99.000,163.000,0.378,0.95,1000000
75,5,92.576,0.331,0.211,99.000,163.000,0.378,0.95,1000000
76,5,92.414,0.331,0.211,99.000,163.000,0.378,0.95,1000000
77,5,92.414,0.331,0.211,99.000,163.000,0.378,0.95,1000000
78,5,90.722,0.333,0.212,99.000,163.000,0.378,0.95,1000000
79,5,90.722,0.333,0.212,99.000,163.000,0.378,0.95,1000000
80,5,92.158,0.327,0.212,101.000,161.000,0.385,0.95,1000000
81,5,86.738,0.337,0.213,101.000,161.000,0.385,0.95,1000000
82,5,65.779,0.596,0.213,139.000,123.000,0.531,0.95,1000000
83,5,65.027,0.596,0.213,139.000,123.000,0.531,0.95,1000000
84,5,65.027,0.596,0.214,139.000,123.000,0.531,0.95,1000000
85,5,65.028,0.596,0.214,138.000,124.000,0.527,0.95,1000000
86,5,65.028,0.596,0.215,139.000,123.000,0.531,0.95,1000000
87,5,65.010,0.596,0.215,140.000,122.000,0.534,0.95,1000000
88,5,65.636,0.590,0.215,137.000,125.000,0.523,0.95,1000000
89,5,71.071,0.479,0.216,116.000,146.000,0.443,0.95,1000000
90,5,71.025,0.479,0.243,116.000,146.000,0.443,0.95,1000000
91,5,70.916,0.479,0.244,116.000,146.000,0.443,0.95,1000000
92,5,70.550,0.479,0.244,116.000,146.000,0.443,0.95,1000000
93,5,69.790,0.495,0.244,123.000,139.000,0.469,0.95,1000000
94,5,71.000,0.481,0.245,118.000,144.000,0.450,0.95,1000000
95,5,66.839,0.560,0.245,124.000,138.000,0.473,0.95,1000000
96,5,66.557,0.564,0.245,126.000,136.000,0.481,0.95,1000000
97,5,67.891,0.564,0.246,127.000,135.000,0.485,0.95,1000000
98,5,68.486,0.548,0.246,126.000,136.000,0.481,0.95,1000000
99,5,68.484,0.548,0.247,126.000,136.000,0.481,0.95,1000000
100,5,70.452,0.519,0.248,122.000,140.000,0.466,0.95,1000000
1,7,78.114,0.369,0.016,105.000,157.000,0.401,0.95,1000000
2,7,78.054,0.369,0.155,105.000,157.000,0.401,0.95,1000000
3,7,69.034,0.503,0.156,118.000,144.000,0.450,0.95,1000000
4,7,69.034,0.503,0.161,118.000,144.000,0.450,0.95,1000000
5,7,69.034,0.503,0.162,118.000,144.000,0.450,0.95,1000000
6,7,78.118,0.361,0.163,103.000,159.000,0.393,0.95,1000000
7,7,78.118,0.361,0.164,103.000,159.000,0.393,0.95,1000000
8,7,78.118,0.361,0.166,103.000,159.000,0.393,0.95,1000000
9,7,74.705,0.432,0.166,127.000,135.000,0.485,0.95,1000000
10,7,74.705,0.432,0.167,127.000,135.000,0.485,0.95,1000000
11,7,74.705,0.432,0.168,127.000,135.000,0.485,0.95,1000000
12,7,74.705,0.432,0.169,127.000,135.000,0.485,0.95,1000000
13,7,74.705,0.432,0.169,127.000,135.000,0.485,0.95,1000000
14,7,73.088,0.454,0.170,125.000,137.000,0.477,0.95,1000000
15,7,79.638,0.351,0.171,97.000,165.000,0.370,0.95,1000000
16,7,75.621,0.408,0.172,105.000,157.000,0.401,0.95,1000000
17,7,75.621,0.408,0.173,105.000,157.000,0.401,0.95,1000000
18,7,75.621,0.408,0.174,105.000,157.000,0.401,0.95,1000000
19,7,75.621,0.408,0.174,105.000,157.000,0.401,0.95,1000000
20,7,75.621,0.408,0.262,105.000,157.000,0.401,0.95,1000000
21,7,75.621,0.408,0.262,105.000,157.000,0.401,0.95,1000000
22,7,75.621,0.408,0.263,105.000,157.000,0.401,0.95,1000000
23,7,75.621,0.408,0.263,105.000,157.000,0.401,0.95,1000000
24,7,75.621,0.408,0.264,105.000,157.000,0.401,0.95,1000000
25,7,75.622,0.408,0.264,105.000,157.000,0.401,0.95,1000000
26,7,75.627,0.406,0.345,104.000,158.000,0.397,0.95,1000000
27,7,75.627,0.406,0.345,104.000,158.000,0.397,0.95,1000000
28,7,75.627,0.406,0.346,104.000,158.000,0.397,0.95,1000000
29,7,75.627,0.406,0.347,104.000,158.000,0.397,0.95,1000000
30,7,75.627,0.406,0.347,104.000,158.000,0.397,0.95,1000000
31,7,62.137,0.635,0.347,156.000,106.000,0.595,0.95,1000000
32,7,62.137,0.635,0.348,156.000,106.000,0.595,0.95,1000000
33,7,62.137,0.635,0.348,156.000,106.000,0.595,0.95,1000000
34,7,62.113,0.635,0.349,156.000,106.000,0.595,0.95,1000000
35,7,62.113,0.635,0.535,156.000,106.000,0.595,0.95,1000000
36,7,62.113,0.635,0.535,156.000,106.000,0.595,0.95,1000000
37,7,59.875,0.673,0.647,156.000,106.000,0.595,0.95,1000000
38,7,60.490,0.673,0.648,156.000,106.000,0.595,0.95,1000000
39,7,60.490,0.673,0.648,156.000,106.000,0.595,0.95,1000000
40,7,64.183,0.345,0.649,104.000,158.000,0.397,0.95,1000000
41,7,64.183,0.345,0.649,104.000,158.000,0.397,0.95,1000000
42,7,64.183,0.345,0.649,104.000,158.000,0.397,0.95,1000000
43,7,64.164,0.345,0.650,104.000,158.000,0.397,0.95,1000000
44,7,64.201,0.337,0.650,101.000,161.000,0.385,0.95,1000000
45,7,64.235,0.337,0.650,104.000,158.000,0.397,0.95,1000000
46,7,63.954,0.337,0.651,104.000,158.000,0.397,0.95,1000000
47,7,63.955,0.337,0.651,104.000,158.000,0.397,0.95,1000000
48,7,63.973,0.337,0.651,104.000,158.000,0.397,0.95,1000000
49,7,63.973,0.337,0.652,104.000,158.000,0.397,0.95,1000000
50,7,63.973,0.337,0.652,104.000,158.000,0.397,0.95,1000000
51,7,63.970,0.337,0.652,107.000,155.000,0.408,0.95,1000000
52,7,64.062,0.337,0.699,107.000,155.000,0.408,0.95,1000000
53,7,64.062,0.337,0.700,107.000,155.000,0.408,0.95,1000000
54,7,64.102,0.337,0.700,107.000,155.000,0.408,0.95,1000000
55,7,63.990,0.337,0.701,107.000,155.000,0.408,0.95,1000000
56,7,62.260,0.657,0.701,160.000,102.000,0.611,0.95,1000000
57,7,62.243,0.657,0.701,160.000,102.000,0.611,0.95,1000000
58,7,62.233,0.657,0.702,160.000,102.000,0.611,0.95,1000000
59,7,61.546,0.657,0.702,160.000,102.000,0.611,0.95,1000000
60,7,61.549,0.657,0.702,157.000,105.000,0.599,0.95,1000000
61,7,61.549,0.657,0.703,157.000,105.000,0.599,0.95,1000000
62,7,61.549,0.657,0.703,157.000,105.000,0.599,0.95,1000000
63,7,61.545,0.659,0.792,158.000,104.000,0.603,0.95,1000000
64,7,61.914,0.659,0.792,158.000,104.000,0.603,0.95,1000000
65,7,61.914,0.659,0.792,158.000,104.000,0.603,0.95,1000000
66,7,61.705,0.659,0.793,158.000,104.000,0.603,0.95,1000000
67,7,61.700,0.659,0.793,161.000,101.000,0.615,0.95,1000000
68,7,61.912,0.659,0.793,161.000,101.000,0.615,0.95,1000000
69,7,63.795,0.483,0.794,119.000,143.000,0.454,0.95,1000000
70,7,61.652,0.513,0.794,126.000,136.000,0.481,0.95,1000000
71,7,61.644,0.513,0.794,126.000,136.000,0.481,0.95,1000000
72,7,61.645,0.513,0.795,126.000,136.000,0.481,0.95,1000000
73,7,61.555,0.513,0.795,126.000,136.000,0.481,0.95,1000000
74,7,61.516,0.519,0.795,127.000,135.000,0.485,0.95,1000000
75,7,62.256,0.519,0.796,127.000,135.000,0.485,0.95,1000000
76,7,61.917,0.529,0.800,129.000,133.000,0.492,0.95,1000000
77,7,63.864,0.523,0.800,128.000,134.000,0.489,0.95,1000000
78,7,63.483,0.531,0.801,132.000,130.000,0.504,0.95,1000000
79,7,63.485,0.531,0.801,132.000,130.000,0.504,0.95,1000000
80,7,62.902,0.542,0.801,134.000,128.000,0.511,0.95,1000000
81,7,60.613,0.576,0.802,149.000,113.000,0.569,0.95,1000000
82,7,60.628,0.576,0.802,149.000,113.000,0.569,0.95,1000000
83,7,57.267,0.655,0.802,163.000,99.000,0.622,0.95,1000000
84,7,57.267,0.655,0.803,163.000,99.000,0.622,0.95,1000000
85,7,57.583,0.657,0.803,162.000,100.000,0.618,0.95,1000000
86,7,57.493,0.663,0.804,160.000,102.000,0.611,0.95,1000000
87,7,57.492,0.663,0.804,160.000,102.000,0.611,0.95,1000000
88,7,57.492,0.663,0.804,160.000,102.000,0.611,0.95,1000000
89,7,57.483,0.663,0.805,160.000,102.000,0.611,0.95,1000000
90,7,58.680,0.663,0.805,158.000,104.000,0.603,0.95,1000000
91,7,58.742,0.663,0.805,158.000,104.000,0.603,0.95,1000000
92,7,66.231,0.523,0.806,128.000,134.000,0.489,0.95,1000000
93,7,63.982,0.572,0.806,142.000,120.000,0.542,0.95,1000000
94,7,63.978,0.572,0.806,142.000,120.000,0.542,0.95,1000000
95,7,63.978,0.572,0.904,142.000,120.000,0.542,0.95,1000000
96,7,63.957,0.572,0.904,142.000,120.000,0.542,0.95,1000000
97,7,57.503,0.657,0.905,159.000,103.000,0.607,0.95,1000000
98,7,58.165,0.647,0.905,154.000,108.000,0.588,0.95,1000000
99,7,58.144,0.649,0.905,154.000,108.000,0.588,0.95,1000000
100,7,59.867,0.637,0.906,153.000,109.000,0.584,0.95,1000000
1,3,59.121,0.554,0.004,146.000,116.000,0.557,0.95,1000000
2,3,59.121,0.554,0.005,146.000,116.000,0.557,0.95,1000000
3,3,59.121,0.554,0.006,146.000,116.000,0.557,0.95,1000000
4,3,60.128,0.550,0.007,146.000,116.000,0.557,0.95,1000000
5,3,57.676,0.606,0.008,155.000,107.000,0.592,0.95,1000000
6,3,57.676,0.606,0.009,155.000,107.000,0.592,0.95,1000000
7,3,57.801,0.606,0.011,155.000,107.000,0.592,0.95,1000000
8,3,57.896,0.604,0.012,155.000,107.000,0.592,0.95,1000000
9,3,57.895,0.604,0.012,155.000,107.000,0.592,0.95,1000000
10,3,57.895,0.604,0.013,155.000,107.000,0.592,0.95,1000000
11,3,57.895,0.604,0.014,155.000,107.000,0.592,0.95,1000000
12,3,57.895,0.604,0.015,155.000,107.000,0.592,0.95,1000000
13,3,57.895,0.604,0.192,155.000,107.000,0.592,0.95,1000000
14,3,57.895,0.604,0.193,155.000,107.000,0.592,0.95,1000000
15,3,57.895,0.604,0.194,155.000,107.000,0.592,0.95,1000000
16,3,57.895,0.604,0.195,155.000,107.000,0.592,0.95,1000000
17,3,57.932,0.604,0.195,155.000,107.000,0.592,0.95,1000000
18,3,57.932,0.604,0.196,155.000,107.000,0.592,0.95,1000000
19,3,68.367,0.343,0.196,101.000,161.000,0.385,0.95,1000000
20,3,68.367,0.343,0.196,101.000,161.000,0.385,0.95,1000000
21,3,69.309,0.339,0.197,100.000,162.000,0.382,0.95,1000000
22,3,69.309,0.339,0.197,100.000,162.000,0.382,0.95,1000000
23,3,69.309,0.339,0.198,100.000,162.000,0.382,0.95,1000000
24,3,69.302,0.339,0.198,100.000,162.000,0.382,0.95,1000000
25,3,68.911,0.349,0.199,103.000,159.000,0.393,0.95,1000000
26,3,68.911,0.349,0.199,103.000,159.000,0.393,0.95,1000000
27,3,68.999,0.349,0.200,103.000,159.000,0.393,0.95,1000000
28,3,68.999,0.349,0.200,103.000,159.000,0.393,0.95,1000000
29,3,68.999,0.349,0.200,103.000,159.000,0.393,0.95,1000000
30,3,68.999,0.349,0.201,103.000,159.000,0.393,0.95,1000000
31,3,66.007,0.410,0.201,117.000,145.000,0.447,0.95,1000000
32,3,65.919,0.410,0.202,117.000,145.000,0.447,0.95,1000000
33,3,65.919,0.410,0.202,117.000,145.000,0.447,0.95,1000000
34,3,65.928,0.410,0.202,117.000,145.000,0.447,0.95,1000000
35,3,65.928,0.410,0.203,117.000,145.000,0.447,0.95,1000000
36,3,66.237,0.406,0.203,114.000,148.000,0.435,0.95,1000000
37,3,66.237,0.406,0.204,114.000,148.000,0.435,0.95,1000000
38,3,66.783,0.400,0.204,112.000,150.000,0.427,0.95,1000000
39,3,66.783,0.400,0.205,112.000,150.000,0.427,0.95,1000000
40,3,66.759,0.400,0.205,112.000,150.000,0.427,0.95,1000000
41,3,65.842,0.398,0.205,112.000,150.000,0.427,0.95,1000000
42,3,65.360,0.398,0.206,112.000,150.000,0.427,0.95,1000000
43,3,72.279,0.355,0.206,106.000,156.000,0.405,0.95,1000000
44,3,72.279,0.355,0.298,106.000,156.000,0.405,0.95,1000000
45,3,72.279,0.355,0.299,106.000,156.000,0.405,0.95,1000000
46,3,60.684,0.548,0.299,142.000,120.000,0.542,0.95,1000000
47,3,60.662,0.548,0.300,141.000,121.000,0.538,0.95,1000000
48,3,60.568,0.548,0.300,140.000,122.000,0.534,0.95,1000000
49,3,58.856,0.627,0.300,161.000,101.000,0.615,0.95,1000000
50,3,56.745,0.675,0.301,157.000,105.000,0.599,0.95,1000000
51,3,56.745,0.675,0.301,157.000,105.000,0.599,0.95,1000000
52,3,57.212,0.673,0.301,161.000,101.000,0.615,0.95,1000000
53,3,57.212,0.673,0.303,161.000,101.000,0.615,0.95,1000000
54,3,57.212,0.673,0.304,161.000,101.000,0.615,0.95,1000000
55,3,56.072,0.675,0.304,160.000,102.000,0.611,0.95,1000000
56,3,56.072,0.675,0.305,160.000,102.000,0.611,0.95,1000000
57,3,55.838,0.671,0.306,157.000,105.000,0.599,0.95,1000000
58,3,55.980,0.671,0.306,157.000,105.000,0.599,0.95,1000000
59,3,55.980,0.671,0.306,157.000,105.000,0.599,0.95,1000000
60,3,57.225,0.645,0.307,163.000,99.000,0.622,0.95,1000000
61,3,58.551,0.615,0.307,157.000,105.000,0.599,0.95,1000000
62,3,59.393,0.564,0.308,149.000,113.000,0.569,0.95,1000000
63,3,56.250,0.643,0.308,156.000,106.000,0.595,0.95,1000000
64,3,56.510,0.641,0.321,155.000,107.000,0.592,0.95,1000000
65,3,56.473,0.643,0.321,155.000,107.000,0.592,0.95,1000000
66,3,56.473,0.643,0.322,155.000,107.000,0.592,0.95,1000000
67,3,56.098,0.657,0.322,153.000,109.000,0.584,0.95,1000000
68,3,56.081,0.657,0.322,153.000,109.000,0.584,0.95,1000000
69,3,56.060,0.657,0.323,154.000,108.000,0.588,0.95,1000000
70,3,56.078,0.657,0.323,155.000,107.000,0.592,0.95,1000000
71,3,55.822,0.661,0.324,156.000,106.000,0.595,0.95,1000000
72,3,55.820,0.663,0.324,155.000,107.000,0.592,0.95,1000000
73,3,56.610,0.633,0.324,154.000,108.000,0.588,0.95,1000000
74,3,56.610,0.633,0.325,154.000,108.000,0.588,0.95,1000000
75,3,56.356,0.629,0.325,153.000,109.000,0.584,0.95,1000000
76,3,56.356,0.629,0.325,153.000,109.000,0.584,0.95,1000000
77,3,56.213,0.657,0.326,158.000,104.000,0.603,0.95,1000000
78,3,57.573,0.657,0.327,160.000,102.000,0.611,0.95,1000000
79,3,57.573,0.657,0.327,160.000,102.000,0.611,0.95,1000000
80,3,58.621,0.673,0.328,161.000,101.000,0.615,0.95,1000000
81,3,58.621,0.673,0.328,161.000,101.000,0.615,0.95,1000000
82,3,64.645,0.673,0.328,161.000,101.000,0.615,0.95,1000000
83,3,64.645,0.673,0.329,161.000,101.000,0.615,0.95,1000000
84,3,64.645,0.673,0.329,161.000,101.000,0.615,0.95,1000000
85,3,66.295,0.580,0.329,155.000,107.000,0.592,0.95,1000000
86,3,66.122,0.596,0.330,156.000,106.000,0.595,0.95,1000000
87,3,66.122,0.586,0.330,153.000,109.000,0.584,0.95,1000000
88,3,66.077,0.590,0.330,154.000,108.000,0.588,0.95,1000000
89,3,62.019,0.594,0.331,158.000,104.000,0.603,0.95,1000000
90,3,62.649,0.586,0.331,158.000,104.000,0.603,0.95,1000000
91,3,62.649,0.586,0.331,158.000,104.000,0.603,0.95,1000000
92,3,62.649,0.586,0.332,158.000,104.000,0.603,0.95,1000000
93,3,70.164,0.578,0.332,148.000,114.000,0.565,0.95,1000000
94,3,70.172,0.578,0.333,148.000,114.000,0.565,0.95,1000000
95,3,78.876,0.533,0.333,141.000,121.000,0.538,0.95,1000000
96,3,79.112,0.535,0.333,146.000,116.000,0.557,0.95,1000000
97,3,79.112,0.535,0.334,146.000,116.000,0.557,0.95,1000000
98,3,79.112,0.535,0.334,146.000,116.000,0.557,0.95,1000000
99,3,79.016,0.535,0.335,146.000,116.000,0.557,0.95,1000000
100,3,82.852,0.513,0.335,140.000,122.000,0.534,0.95,1000000
1,9,56.222,0.667,0.011,162.000,100.000,0.618,0.95,1000000
2,9,56.222,0.667,0.012,162.000,100.000,0.618,0.95,1000000
3,9,59.365,0.667,0.013,162.000,100.000,0.618,0.95,1000000
4,9,59.365,0.667,0.014,162.000,100.000,0.618,0.95,1000000
5,9,59.365,0.667,0.058,162.000,100.000,0.618,0.95,1000000
6,9,60.591,0.667,0.059,162.000,100.000,0.618,0.95,1000000
7,9,60.591,0.667,0.060,162.000,100.000,0.618,0.95,1000000
8,9,60.591,0.667,0.061,162.000,100.000,0.618,0.95,1000000
9,9,60.591,0.667,0.135,162.000,100.000,0.618,0.95,1000000
10,9,60.591,0.667,0.136,162.000,100.000,0.618,0.95,1000000
11,9,60.591,0.667,0.137,162.000,100.000,0.618,0.95,1000000
12,9,60.585,0.667,0.137,162.000,100.000,0.618,0.95,1000000
13,9,60.515,0.667,0.143,162.000,100.000,0.618,0.95,1000000
14,9,60.515,0.667,0.144,162.000,100.000,0.618,0.95,1000000
15,9,60.515,0.667,0.145,162.000,100.000,0.618,0.95,1000000
16,9,61.012,0.667,0.146,162.000,100.000,0.618,0.95,1000000
17,9,61.012,0.667,0.146,162.000,100.000,0.618,0.95,1000000
18,9,58.571,0.667,0.147,162.000,100.000,0.618,0.95,1000000
19,9,57.871,0.667,0.147,162.000,100.000,0.618,0.95,1000000
20,9,57.871,0.667,0.148,162.000,100.000,0.618,0.95,1000000
21,9,57.666,0.667,0.148,162.000,100.000,0.618,0.95,1000000
22,9,60.194,0.667,0.149,162.000,100.000,0.618,0.95,1000000
23,9,56.709,0.667,0.149,162.000,100.000,0.618,0.95,1000000
24,9,56.709,0.667,0.149,162.000,100.000,0.618,0.95,1000000
25,9,56.709,0.667,0.150,162.000,100.000,0.618,0.95,1000000
26,9,56.709,0.667,0.150,162.000,100.000,0.618,0.95,1000000
27,9,56.709,0.667,0.150,162.000,100.000,0.618,0.95,1000000
28,9,56.709,0.667,0.151,162.000,100.000,0.618,0.95,1000000
29,9,56.709,0.667,0.151,162.000,100.000,0.618,0.95,1000000
30,9,56.788,0.667,0.151,162.000,100.000,0.618,0.95,1000000
31,9,55.988,0.667,0.152,162.000,100.000,0.618,0.95,1000000
32,9,55.988,0.667,0.152,162.000,100.000,0.618,0.95,1000000
33,9,56.353,0.667,0.153,162.000,100.000,0.618,0.95,1000000
34,9,56.366,0.667,0.153,162.000,100.000,0.618,0.95,1000000
35,9,56.366,0.667,0.153,162.000,100.000,0.618,0.95,1000000
36,9,56.366,0.667,0.154,162.000,100.000,0.618,0.95,1000000
37,9,56.366,0.667,0.154,162.000,100.000,0.618,0.95,1000000
38,9,56.366,0.667,0.158,162.000,100.000,0.618,0.95,1000000
39,9,60.025,0.554,0.159,152.000,110.000,0.580,0.95,1000000
40,9,59.793,0.554,0.159,152.000,110.000,0.580,0.95,1000000
41,9,59.793,0.554,0.160,152.000,110.000,0.580,0.95,1000000
42,9,59.793,0.554,0.160,152.000,110.000,0.580,0.95,1000000
43,9,59.793,0.554,0.160,152.000,110.000,0.580,0.95,1000000
44,9,59.793,0.554,0.161,152.000,110.000,0.580,0.95,1000000
45,9,59.779,0.556,0.161,152.000,110.000,0.580,0.95,1000000
46,9,60.008,0.556,0.162,152.000,110.000,0.580,0.95,1000000
47,9,60.008,0.556,0.162,152.000,110.000,0.580,0.95,1000000
48,9,59.729,0.556,0.162,152.000,110.000,0.580,0.95,1000000
49,9,64.701,0.418,0.163,109.000,153.000,0.416,0.95,1000000
50,9,64.700,0.418,0.163,109.000,153.000,0.416,0.95,1000000
51,9,64.715,0.418,0.164,109.000,153.000,0.416,0.95,1000000
52,9,64.715,0.418,0.164,109.000,153.000,0.416,0.95,1000000
53,9,64.715,0.418,0.164,109.000,153.000,0.416,0.95,1000000
54,9,64.745,0.418,0.165,109.000,153.000,0.416,0.95,1000000
55,9,64.740,0.418,0.166,109.000,153.000,0.416,0.95,1000000
56,9,64.740,0.418,0.167,109.000,153.000,0.416,0.95,1000000
57,9,64.740,0.418,0.167,109.000,153.000,0.416,0.95,1000000
58,9,58.180,0.578,0.168,144.000,118.000,0.550,0.95,1000000
59,9,58.180,0.578,0.168,144.000,118.000,0.550,0.95,1000000
60,9,58.180,0.578,0.168,144.000,118.000,0.550,0.95,1000000
61,9,58.180,0.578,0.169,144.000,118.000,0.550,0.95,1000000
62,9,58.052,0.582,0.170,147.000,115.000,0.561,0.95,1000000
63,9,58.052,0.582,0.170,147.000,115.000,0.561,0.95,1000000
64,9,66.677,0.570,0.170,147.000,115.000,0.561,0.95,1000000
65,9,66.677,0.570,0.171,147.000,115.000,0.561,0.95,1000000
66,9,59.242,0.663,0.171,162.000,100.000,0.618,0.95,1000000
67,9,59.257,0.663,0.171,162.000,100.000,0.618,0.95,1000000
68,9,59.335,0.663,0.172,162.000,100.000,0.618,0.95,1000000
69,9,59.252,0.663,0.172,162.000,100.000,0.618,0.95,1000000
70,9,59.252,0.663,0.172,162.000,100.000,0.618,0.95,1000000
71,9,59.249,0.665,0.173,162.000,100.000,0.618,0.95,1000000
72,9,59.249,0.665,0.173,162.000,100.000,0.618,0.95,1000000
73,9,59.249,0.665,0.173,162.000,100.000,0.618,0.95,1000000
74,9,59.249,0.665,0.174,162.000,100.000,0.618,0.95,1000000
75,9,59.249,0.665,0.174,162.000,100.000,0.618,0.95,1000000
