a,b,c,d,e,f,g,h,i,j
11,3,75.366,0.339,0.014,100.000,162.000,0.382,0.95,100
12,3,73.908,0.339,0.015,100.000,162.000,0.382,0.95,100
13,3,74.239,0.335,0.015,100.000,162.000,0.382,0.95,100
14,3,74.919,0.335,0.016,100.000,162.000,0.382,0.95,100
15,3,74.919,0.335,0.017,100.000,162.000,0.382,0.95,100
16,3,74.919,0.335,0.017,100.000,162.000,0.382,0.95,100
17,3,74.919,0.335,0.018,100.000,162.000,0.382,0.95,100
18,3,75.776,0.335,0.018,100.000,162.000,0.382,0.95,100
19,3,73.632,0.335,0.019,100.000,162.000,0.382,0.95,100
20,3,73.632,0.335,0.019,100.000,162.000,0.382,0.95,100
21,3,73.632,0.335,0.020,100.000,162.000,0.382,0.95,100
22,3,73.643,0.335,0.020,100.000,162.000,0.382,0.95,100
23,3,73.643,0.335,0.021,100.000,162.000,0.382,0.95,100
24,3,73.643,0.335,0.021,100.000,162.000,0.382,0.95,100
25,3,73.646,0.335,0.021,100.000,162.000,0.382,0.95,100
26,3,81.975,0.335,0.022,100.000,162.000,0.382,0.95,100
27,3,81.744,0.335,0.022,100.000,162.000,0.382,0.95,100
28,3,82.650,0.335,0.047,100.000,162.000,0.382,0.95,100
29,3,82.650,0.335,0.047,100.000,162.000,0.382,0.95,100
30,3,82.664,0.335,0.048,100.000,162.000,0.382,0.95,100
31,3,80.763,0.335,0.048,100.000,162.000,0.382,0.95,100
32,3,80.819,0.333,0.117,100.000,162.000,0.382,0.95,100
33,3,80.819,0.333,0.117,100.000,162.000,0.382,0.95,100
34,3,80.819,0.333,0.118,100.000,162.000,0.382,0.95,100
35,3,80.819,0.333,0.118,100.000,162.000,0.382,0.95,100
36,3,81.749,0.333,0.119,100.000,162.000,0.382,0.95,100
37,3,81.749,0.333,0.119,100.000,162.000,0.382,0.95,100
38,3,79.129,0.333,0.120,100.000,162.000,0.382,0.95,100
39,3,79.129,0.333,0.120,100.000,162.000,0.382,0.95,100
40,3,79.130,0.333,0.121,100.000,162.000,0.382,0.95,100
41,3,79.130,0.333,0.121,100.000,162.000,0.382,0.95,100
42,3,79.130,0.333,0.122,100.000,162.000,0.382,0.95,100
43,3,79.130,0.333,0.122,100.000,162.000,0.382,0.95,100
44,3,79.130,0.333,0.122,100.000,162.000,0.382,0.95,100
45,3,79.130,0.333,0.123,100.000,162.000,0.382,0.95,100
46,3,79.135,0.333,0.123,100.000,162.000,0.382,0.95,100
47,3,79.349,0.333,0.124,100.000,162.000,0.382,0.95,100
48,3,79.349,0.333,0.124,100.000,162.000,0.382,0.95,100
49,3,79.349,0.333,0.126,100.000,162.000,0.382,0.95,100
50,3,79.349,0.333,0.126,100.000,162.000,0.382,0.95,100
51,3,85.874,0.333,0.127,100.000,162.000,0.382,0.95,100
52,3,87.036,0.333,0.262,100.000,162.000,0.382,0.95,100
53,3,87.036,0.333,0.262,100.000,162.000,0.382,0.95,100
54,3,87.036,0.333,0.263,100.000,162.000,0.382,0.95,100
55,3,87.039,0.333,0.263,100.000,162.000,0.382,0.95,100
56,3,87.039,0.333,0.264,100.000,162.000,0.382,0.95,100
57,3,89.655,0.333,0.264,100.000,162.000,0.382,0.95,100
58,3,89.655,0.333,0.265,100.000,162.000,0.382,0.95,100
59,3,89.655,0.333,0.289,100.000,162.000,0.382,0.95,100
60,3,81.106,0.333,0.289,100.000,162.000,0.382,0.95,100
61,3,81.108,0.333,0.290,100.000,162.000,0.382,0.95,100
62,3,80.354,0.333,0.290,100.000,162.000,0.382,0.95,100
63,3,80.265,0.333,0.291,100.000,162.000,0.382,0.95,100
64,3,80.265,0.333,0.291,100.000,162.000,0.382,0.95,100
65,3,80.265,0.333,0.293,100.000,162.000,0.382,0.95,100
66,3,80.265,0.333,0.293,100.000,162.000,0.382,0.95,100
67,3,80.702,0.333,0.294,100.000,162.000,0.382,0.95,100
68,3,80.430,0.333,0.295,100.000,162.000,0.382,0.95,100
69,3,75.634,0.540,0.295,135.000,127.000,0.515,0.95,100
70,3,75.634,0.540,0.296,135.000,127.000,0.515,0.95,100
71,3,75.634,0.540,0.296,135.000,127.000,0.515,0.95,100
72,3,75.621,0.546,0.333,134.000,128.000,0.511,0.95,100
73,3,75.621,0.546,0.333,134.000,128.000,0.511,0.95,100
74,3,75.621,0.546,0.334,134.000,128.000,0.511,0.95,100
75,3,75.621,0.546,0.335,134.000,128.000,0.511,0.95,100
76,3,75.621,0.546,0.335,134.000,128.000,0.511,0.95,100
77,3,75.621,0.546,0.336,134.000,128.000,0.511,0.95,100
78,3,75.621,0.546,0.362,134.000,128.000,0.511,0.95,100
79,3,75.621,0.546,0.363,134.000,128.000,0.511,0.95,100
80,3,75.621,0.546,0.364,134.000,128.000,0.511,0.95,100
81,3,75.555,0.548,0.520,136.000,126.000,0.519,0.95,100
82,3,75.555,0.548,0.553,136.000,126.000,0.519,0.95,100
83,3,77.346,0.333,0.553,100.000,162.000,0.382,0.95,100
84,3,77.330,0.333,0.554,100.000,162.000,0.382,0.95,100
85,3,77.330,0.333,0.554,100.000,162.000,0.382,0.95,100
86,3,77.330,0.333,0.579,100.000,162.000,0.382,0.95,100
87,3,82.099,0.333,0.580,100.000,162.000,0.382,0.95,100
88,3,82.116,0.333,0.580,100.000,162.000,0.382,0.95,100
89,3,81.879,0.333,0.601,100.000,162.000,0.382,0.95,100
90,3,81.678,0.333,0.601,100.000,162.000,0.382,0.95,100
91,3,81.677,0.333,0.627,100.000,162.000,0.382,0.95,100
92,3,81.912,0.333,0.627,100.000,162.000,0.382,0.95,100
93,3,83.291,0.333,0.669,100.000,162.000,0.382,0.95,100
94,3,83.314,0.333,0.669,100.000,162.000,0.382,0.95,100
95,3,90.894,0.333,0.696,100.000,162.000,0.382,0.95,100
96,3,90.894,0.333,0.710,100.000,162.000,0.382,0.95,100
97,3,90.862,0.333,0.743,100.000,162.000,0.382,0.95,100
98,3,90.862,0.333,0.743,100.000,162.000,0.382,0.95,100
99,3,90.862,0.333,0.744,100.000,162.000,0.382,0.95,100
100,3,91.932,0.333,0.744,100.000,162.000,0.382,0.95,100
1,9,57.887,0.663,0.014,161.000,101.000,0.615,0.95,100
2,9,57.961,0.663,0.015,161.000,101.000,0.615,0.95,100
3,9,58.328,0.663,0.224,161.000,101.000,0.615,0.95,100
4,9,59.303,0.663,0.225,161.000,101.000,0.615,0.95,100
5,9,59.262,0.665,0.227,161.000,101.000,0.615,0.95,100
6,9,59.262,0.665,0.227,161.000,101.000,0.615,0.95,100
7,9,57.618,0.665,0.228,161.000,101.000,0.615,0.95,100
8,9,57.618,0.665,0.229,161.000,101.000,0.615,0.95,100
9,9,58.662,0.665,0.229,161.000,101.000,0.615,0.95,100
10,9,58.585,0.665,0.230,161.000,101.000,0.615,0.95,100
11,9,58.585,0.665,0.231,161.000,101.000,0.615,0.95,100
12,9,58.585,0.665,0.231,161.000,101.000,0.615,0.95,100
13,9,58.428,0.665,0.232,161.000,101.000,0.615,0.95,100
14,9,58.428,0.665,0.233,161.000,101.000,0.615,0.95,100
15,9,56.718,0.665,0.233,161.000,101.000,0.615,0.95,100
16,9,56.738,0.665,0.234,162.000,100.000,0.618,0.95,100
17,9,56.738,0.665,0.234,162.000,100.000,0.618,0.95,100
18,9,56.738,0.665,0.235,162.000,100.000,0.618,0.95,100
19,9,56.609,0.663,0.235,162.000,100.000,0.618,0.95,100
20,9,56.609,0.663,0.236,162.000,100.000,0.618,0.95,100
21,9,56.266,0.663,0.236,162.000,100.000,0.618,0.95,100
22,9,56.266,0.663,0.237,162.000,100.000,0.618,0.95,100
23,9,56.266,0.663,0.237,162.000,100.000,0.618,0.95,100
24,9,56.264,0.663,0.237,162.000,100.000,0.618,0.95,100
25,9,56.223,0.663,0.331,162.000,100.000,0.618,0.95,100
26,9,56.223,0.663,0.332,162.000,100.000,0.618,0.95,100
27,9,57.462,0.665,0.332,162.000,100.000,0.618,0.95,100
28,9,57.637,0.665,0.333,162.000,100.000,0.618,0.95,100
29,9,57.322,0.665,0.452,162.000,100.000,0.618,0.95,100
30,9,57.359,0.665,0.452,162.000,100.000,0.618,0.95,100
31,9,59.946,0.665,0.453,162.000,100.000,0.618,0.95,100
32,9,59.939,0.665,0.453,162.000,100.000,0.618,0.95,100
33,9,59.939,0.665,0.454,162.000,100.000,0.618,0.95,100
34,9,59.939,0.665,0.454,162.000,100.000,0.618,0.95,100
35,9,60.084,0.665,0.455,162.000,100.000,0.618,0.95,100
36,9,60.105,0.665,0.455,162.000,100.000,0.618,0.95,100
37,9,60.110,0.665,0.456,162.000,100.000,0.618,0.95,100
38,9,60.049,0.667,0.456,162.000,100.000,0.618,0.95,100
39,9,59.949,0.667,0.457,162.000,100.000,0.618,0.95,100
40,9,59.950,0.667,0.457,162.000,100.000,0.618,0.95,100
41,9,60.011,0.665,0.457,162.000,100.000,0.618,0.95,100
42,9,60.011,0.665,0.458,162.000,100.000,0.618,0.95,100
43,9,60.189,0.659,0.458,160.000,102.000,0.611,0.95,100
44,9,60.189,0.659,0.459,160.000,102.000,0.611,0.95,100
45,9,60.189,0.659,0.460,160.000,102.000,0.611,0.95,100
46,9,60.011,0.665,0.675,161.000,101.000,0.615,0.95,100
47,9,63.328,0.558,0.675,131.000,131.000,0.500,0.95,100
48,9,63.484,0.558,0.717,131.000,131.000,0.500,0.95,100
49,9,60.347,0.659,0.743,160.000,102.000,0.611,0.95,100
50,9,59.526,0.659,0.744,160.000,102.000,0.611,0.95,100
51,9,59.173,0.659,0.744,160.000,102.000,0.611,0.95,100
52,9,59.173,0.659,0.773,160.000,102.000,0.611,0.95,100
53,9,59.173,0.659,0.773,160.000,102.000,0.611,0.95,100
54,9,59.670,0.659,0.775,160.000,102.000,0.611,0.95,100
55,9,59.670,0.659,0.775,160.000,102.000,0.611,0.95,100
56,9,59.670,0.659,0.776,160.000,102.000,0.611,0.95,100
57,9,59.262,0.659,0.776,160.000,102.000,0.611,0.95,100
58,9,60.031,0.633,0.914,156.000,106.000,0.595,0.95,100
59,9,60.114,0.631,0.915,156.000,106.000,0.595,0.95,100
60,9,60.114,0.631,0.915,156.000,106.000,0.595,0.95,100
61,9,60.114,0.631,0.916,156.000,106.000,0.595,0.95,100
62,9,61.860,0.629,0.916,156.000,106.000,0.595,0.95,100
63,9,61.833,0.629,0.917,155.000,107.000,0.592,0.95,100
64,9,61.840,0.629,0.917,155.000,107.000,0.592,0.95,100
65,9,61.840,0.629,0.918,155.000,107.000,0.592,0.95,100
66,9,61.840,0.629,0.918,155.000,107.000,0.592,0.95,100
67,9,62.048,0.621,0.918,154.000,108.000,0.588,0.95,100
68,9,57.984,0.665,0.919,162.000,100.000,0.618,0.95,100
69,9,57.977,0.665,1.059,162.000,100.000,0.618,0.95,100
70,9,61.600,0.623,1.086,155.000,107.000,0.592,0.95,100
71,9,61.489,0.627,1.179,156.000,106.000,0.595,0.95,100
72,9,61.489,0.627,1.179,156.000,106.000,0.595,0.95,100
73,9,61.345,0.627,1.180,156.000,106.000,0.595,0.95,100
74,9,66.122,0.329,1.216,111.000,151.000,0.424,0.95,100
75,9,66.062,0.365,1.217,115.000,147.000,0.439,0.95,100
76,9,66.062,0.365,1.217,115.000,147.000,0.439,0.95,100
77,9,71.753,0.361,1.218,114.000,148.000,0.435,0.95,100
78,9,69.287,0.365,1.218,115.000,147.000,0.439,0.95,100
79,9,69.287,0.365,1.219,115.000,147.000,0.439,0.95,100
80,9,69.516,0.327,1.219,115.000,147.000,0.439,0.95,100
81,9,69.512,0.329,1.238,115.000,147.000,0.439,0.95,100
82,9,69.512,0.329,1.239,115.000,147.000,0.439,0.95,100
83,9,69.512,0.329,1.239,115.000,147.000,0.439,0.95,100
84,9,67.861,0.329,1.299,115.000,147.000,0.439,0.95,100
85,9,66.056,0.398,1.300,115.000,147.000,0.439,0.95,100
86,9,66.056,0.398,1.300,115.000,147.000,0.439,0.95,100
87,9,65.986,0.398,1.322,115.000,147.000,0.439,0.95,100
88,9,66.694,0.389,1.323,106.000,156.000,0.405,0.95,100
89,9,65.234,0.389,1.340,106.000,156.000,0.405,0.95,100
90,9,65.234,0.389,1.369,106.000,156.000,0.405,0.95,100
91,9,65.096,0.389,1.374,106.000,156.000,0.405,0.95,100
92,9,65.096,0.389,1.374,106.000,156.000,0.405,0.95,100
93,9,64.753,0.398,1.374,108.000,154.000,0.412,0.95,100
94,9,64.536,0.398,1.375,108.000,154.000,0.412,0.95,100
95,9,66.276,0.320,1.375,98.000,164.000,0.374,0.95,100
96,9,66.278,0.320,1.375,99.000,163.000,0.378,0.95,100
97,9,66.283,0.320,1.376,99.000,163.000,0.378,0.95,100
98,9,59.850,0.647,1.376,155.000,107.000,0.592,0.95,100
99,9,57.818,0.667,1.377,163.000,99.000,0.622,0.95,100
100,9,57.591,0.667,1.377,163.000,99.000,0.622,0.95,100
1,10,55.788,0.657,0.004,153.000,109.000,0.584,0.95,100
2,10,55.796,0.657,0.006,153.000,109.000,0.584,0.95,100
3,10,58.323,0.596,0.007,140.000,122.000,0.534,0.95,100
4,10,58.406,0.596,0.008,140.000,122.000,0.534,0.95,100
5,10,57.107,0.625,0.009,144.000,118.000,0.550,0.95,100
6,10,57.109,0.625,0.010,144.000,118.000,0.550,0.95,100
7,10,57.163,0.625,0.011,144.000,118.000,0.550,0.95,100
8,10,57.784,0.627,0.011,144.000,118.000,0.550,0.95,100
9,10,57.784,0.627,0.012,144.000,118.000,0.550,0.95,100
10,10,57.969,0.627,0.012,144.000,118.000,0.550,0.95,100
11,10,58.010,0.627,0.013,143.000,119.000,0.546,0.95,100
12,10,57.985,0.627,0.014,143.000,119.000,0.546,0.95,100
13,10,57.985,0.627,0.014,143.000,119.000,0.546,0.95,100
14,10,57.985,0.627,0.015,143.000,119.000,0.546,0.95,100
15,10,57.985,0.627,0.016,143.000,119.000,0.546,0.95,100
16,10,57.942,0.627,0.016,144.000,118.000,0.550,0.95,100
17,10,58.152,0.629,0.017,144.000,118.000,0.550,0.95,100
18,10,65.424,0.489,0.017,123.000,139.000,0.469,0.95,100
19,10,65.490,0.489,0.017,123.000,139.000,0.469,0.95,100
20,10,65.200,0.489,0.018,123.000,139.000,0.469,0.95,100
21,10,65.220,0.489,0.018,120.000,142.000,0.458,0.95,100
22,10,65.382,0.473,0.019,114.000,148.000,0.435,0.95,100
23,10,65.382,0.473,0.020,114.000,148.000,0.435,0.95,100
24,10,65.422,0.473,0.020,114.000,148.000,0.435,0.95,100
25,10,64.402,0.473,0.021,114.000,148.000,0.435,0.95,100
26,10,62.527,0.527,0.021,135.000,127.000,0.515,0.95,100
27,10,62.527,0.527,0.022,135.000,127.000,0.515,0.95,100
28,10,62.532,0.527,0.022,135.000,127.000,0.515,0.95,100
29,10,62.571,0.527,0.023,135.000,127.000,0.515,0.95,100
30,10,62.572,0.527,0.024,135.000,127.000,0.515,0.95,100
31,10,62.538,0.527,0.024,135.000,127.000,0.515,0.95,100
32,10,58.682,0.604,0.025,143.000,119.000,0.546,0.95,100
33,10,58.498,0.604,0.025,143.000,119.000,0.546,0.95,100
34,10,58.517,0.604,0.026,143.000,119.000,0.546,0.95,100
35,10,58.969,0.604,0.026,143.000,119.000,0.546,0.95,100
36,10,58.969,0.604,0.026,143.000,119.000,0.546,0.95,100
37,10,58.969,0.604,0.027,143.000,119.000,0.546,0.95,100
38,10,65.673,0.408,0.027,120.000,142.000,0.458,0.95,100
39,10,65.639,0.408,0.028,120.000,142.000,0.458,0.95,100
40,10,67.379,0.408,0.028,120.000,142.000,0.458,0.95,100
41,10,70.351,0.335,0.029,100.000,162.000,0.382,0.95,100
42,10,70.351,0.335,0.029,100.000,162.000,0.382,0.95,100
43,10,70.351,0.335,0.030,100.000,162.000,0.382,0.95,100
44,10,64.614,0.491,0.030,123.000,139.000,0.469,0.95,100
45,10,64.461,0.491,0.031,124.000,138.000,0.473,0.95,100
46,10,64.785,0.491,0.031,124.000,138.000,0.473,0.95,100
47,10,64.613,0.495,0.031,128.000,134.000,0.489,0.95,100
48,10,62.082,0.529,0.032,130.000,132.000,0.496,0.95,100
49,10,62.137,0.529,0.038,130.000,132.000,0.496,0.95,100
50,10,60.549,0.615,0.040,145.000,117.000,0.553,0.95,100
51,10,60.549,0.615,0.040,145.000,117.000,0.553,0.95,100
52,10,70.284,0.505,0.048,126.000,136.000,0.481,0.95,100
53,10,70.283,0.505,0.080,126.000,136.000,0.481,0.95,100
54,10,70.283,0.505,0.080,126.000,136.000,0.481,0.95,100
55,10,70.283,0.505,0.081,126.000,136.000,0.481,0.95,100
56,10,70.835,0.505,0.081,126.000,136.000,0.481,0.95,100
57,10,70.842,0.505,0.082,126.000,136.000,0.481,0.95,100
58,10,70.854,0.505,0.082,126.000,136.000,0.481,0.95,100
59,10,76.647,0.493,0.108,128.000,134.000,0.489,0.95,100
60,10,69.478,0.572,0.108,134.000,128.000,0.511,0.95,100
61,10,69.478,0.572,0.109,134.000,128.000,0.511,0.95,100
62,10,69.478,0.572,0.109,134.000,128.000,0.511,0.95,100
63,10,69.478,0.572,0.110,134.000,128.000,0.511,0.95,100
64,10,69.600,0.572,0.110,135.000,127.000,0.515,0.95,100
65,10,69.638,0.572,0.111,135.000,127.000,0.515,0.95,100
66,10,70.506,0.568,0.111,135.000,127.000,0.515,0.95,100
67,10,70.913,0.568,0.112,136.000,126.000,0.519,0.95,100
68,10,69.832,0.570,0.112,135.000,127.000,0.515,0.95,100
69,10,69.690,0.572,0.113,135.000,127.000,0.515,0.95,100
70,10,69.217,0.574,0.113,135.000,127.000,0.515,0.95,100
71,10,69.979,0.570,0.164,135.000,127.000,0.515,0.95,100
72,10,69.969,0.570,0.176,135.000,127.000,0.515,0.95,100
73,10,75.718,0.495,0.177,132.000,130.000,0.504,0.95,100
74,10,73.358,0.505,0.227,132.000,130.000,0.504,0.95,100
75,10,73.412,0.505,0.228,132.000,130.000,0.504,0.95,100
76,10,65.069,0.505,0.228,132.000,130.000,0.504,0.95,100
77,10,65.069,0.505,0.229,132.000,130.000,0.504,0.95,100
78,10,65.041,0.505,0.289,132.000,130.000,0.504,0.95,100
79,10,65.437,0.503,0.290,132.000,130.000,0.504,0.95,100
80,10,65.441,0.503,0.292,132.000,130.000,0.504,0.95,100
81,10,65.461,0.503,0.292,132.000,130.000,0.504,0.95,100
82,10,65.387,0.503,0.292,132.000,130.000,0.504,0.95,100
83,10,77.178,0.497,0.293,132.000,130.000,0.504,0.95,100
84,10,77.178,0.497,0.293,132.000,130.000,0.504,0.95,100
85,10,77.178,0.497,0.294,132.000,130.000,0.504,0.95,100
86,10,77.170,0.497,0.294,132.000,130.000,0.504,0.95,100
87,10,77.170,0.497,0.295,132.000,130.000,0.504,0.95,100
88,10,77.170,0.497,0.308,132.000,130.000,0.504,0.95,100
89,10,77.175,0.497,0.352,132.000,130.000,0.504,0.95,100
90,10,80.323,0.491,0.352,132.000,130.000,0.504,0.95,100
91,10,82.133,0.493,0.364,132.000,130.000,0.504,0.95,100
92,10,82.486,0.493,0.376,132.000,130.000,0.504,0.95,100
93,10,82.486,0.493,0.377,132.000,130.000,0.504,0.95,100
94,10,83.435,0.493,0.377,132.000,130.000,0.504,0.95,100
95,10,83.435,0.493,0.377,132.000,130.000,0.504,0.95,100
96,10,83.453,0.493,0.378,132.000,130.000,0.504,0.95,100
97,10,86.241,0.469,0.378,123.000,139.000,0.469,0.95,100
98,10,86.484,0.469,0.378,123.000,139.000,0.469,0.95,100
99,10,86.484,0.469,0.379,123.000,139.000,0.469,0.95,100
100,10,74.345,0.464,0.379,123.000,139.000,0.469,0.95,100
1,2,58.398,0.607,0.005,143.000,119.000,0.546,0.95,100
2,2,58.398,0.607,0.009,143.000,119.000,0.546,0.95,100
3,2,58.398,0.607,0.011,143.000,119.000,0.546,0.95,100
4,2,57.955,0.607,0.014,143.000,119.000,0.546,0.95,100
5,2,58.528,0.609,0.016,143.000,119.000,0.546,0.95,100
6,2,62.819,0.529,0.016,127.000,135.000,0.485,0.95,100
7,2,66.087,0.529,0.017,127.000,135.000,0.485,0.95,100
8,2,66.087,0.529,0.017,128.000,134.000,0.489,0.95,100
9,2,66.130,0.527,0.018,128.000,134.000,0.489,0.95,100
10,2,61.394,0.633,0.019,154.000,108.000,0.588,0.95,100
11,2,61.394,0.633,0.019,154.000,108.000,0.588,0.95,100
12,2,60.353,0.637,0.020,156.000,106.000,0.595,0.95,100
13,2,60.353,0.637,0.020,156.000,106.000,0.595,0.95,100
14,2,60.353,0.637,0.021,156.000,106.000,0.595,0.95,100
15,2,60.226,0.639,0.022,156.000,106.000,0.595,0.95,100
16,2,57.919,0.639,0.022,156.000,106.000,0.595,0.95,100
17,2,57.919,0.639,0.023,156.000,106.000,0.595,0.95,100
18,2,57.173,0.655,0.023,154.000,108.000,0.588,0.95,100
19,2,57.173,0.655,0.024,154.000,108.000,0.588,0.95,100
20,2,57.259,0.653,0.024,152.000,110.000,0.580,0.95,100
21,2,57.259,0.653,0.025,152.000,110.000,0.580,0.95,100
22,2,57.259,0.653,0.025,153.000,109.000,0.584,0.95,100
23,2,57.259,0.653,0.026,153.000,109.000,0.584,0.95,100
24,2,57.259,0.653,0.026,153.000,109.000,0.584,0.95,100
25,2,57.259,0.653,0.027,153.000,109.000,0.584,0.95,100
26,2,57.663,0.643,0.027,154.000,108.000,0.588,0.95,100
27,2,57.663,0.643,0.028,154.000,108.000,0.588,0.95,100
28,2,57.663,0.643,0.028,154.000,108.000,0.588,0.95,100
29,2,57.663,0.643,0.029,154.000,108.000,0.588,0.95,100
30,2,56.537,0.669,0.029,156.000,106.000,0.595,0.95,100
31,2,55.853,0.669,0.030,155.000,107.000,0.592,0.95,100
32,2,55.914,0.669,0.030,156.000,106.000,0.595,0.95,100
33,2,55.914,0.669,0.034,156.000,106.000,0.595,0.95,100
34,2,55.878,0.671,0.035,155.000,107.000,0.592,0.95,100
35,2,55.878,0.671,0.035,155.000,107.000,0.592,0.95,100
36,2,56.838,0.667,0.035,162.000,100.000,0.618,0.95,100
37,2,56.838,0.667,0.036,162.000,100.000,0.618,0.95,100
38,2,56.822,0.667,0.036,162.000,100.000,0.618,0.95,100
39,2,56.918,0.667,0.037,162.000,100.000,0.618,0.95,100
40,2,55.846,0.667,0.037,162.000,100.000,0.618,0.95,100
41,2,56.916,0.667,0.038,162.000,100.000,0.618,0.95,100
42,2,56.916,0.667,0.064,162.000,100.000,0.618,0.95,100
43,2,56.916,0.667,0.065,162.000,100.000,0.618,0.95,100
44,2,56.916,0.667,0.065,162.000,100.000,0.618,0.95,100
45,2,56.703,0.667,0.066,162.000,100.000,0.618,0.95,100
46,2,56.703,0.667,0.066,162.000,100.000,0.618,0.95,100
47,2,56.631,0.667,0.067,162.000,100.000,0.618,0.95,100
48,2,57.157,0.667,0.067,162.000,100.000,0.618,0.95,100
49,2,60.650,0.657,0.067,154.000,108.000,0.588,0.95,100
50,2,60.603,0.629,0.068,151.000,111.000,0.576,0.95,100
51,2,60.675,0.629,0.068,151.000,111.000,0.576,0.95,100
52,2,60.675,0.629,0.069,151.000,111.000,0.576,0.95,100
53,2,60.675,0.629,0.069,151.000,111.000,0.576,0.95,100
54,2,60.675,0.629,0.070,151.000,111.000,0.576,0.95,100
55,2,60.665,0.629,0.070,151.000,111.000,0.576,0.95,100
56,2,60.011,0.663,0.215,153.000,109.000,0.584,0.95,100
57,2,60.011,0.663,0.216,153.000,109.000,0.584,0.95,100
58,2,60.028,0.663,0.216,153.000,109.000,0.584,0.95,100
59,2,59.361,0.667,0.217,162.000,100.000,0.618,0.95,100
60,2,59.513,0.667,0.217,162.000,100.000,0.618,0.95,100
61,2,59.513,0.667,0.218,162.000,100.000,0.618,0.95,100
62,2,61.571,0.667,0.218,162.000,100.000,0.618,0.95,100
63,2,61.571,0.667,0.219,162.000,100.000,0.618,0.95,100
64,2,61.571,0.667,0.219,162.000,100.000,0.618,0.95,100
65,2,61.539,0.667,0.220,162.000,100.000,0.618,0.95,100
66,2,61.539,0.667,0.220,162.000,100.000,0.618,0.95,100
67,2,61.530,0.667,0.221,162.000,100.000,0.618,0.95,100
68,2,61.530,0.667,0.221,162.000,100.000,0.618,0.95,100
69,2,61.795,0.667,0.222,162.000,100.000,0.618,0.95,100
70,2,66.640,0.667,0.222,162.000,100.000,0.618,0.95,100
71,2,66.752,0.667,0.223,162.000,100.000,0.618,0.95,100
72,2,65.727,0.667,0.223,162.000,100.000,0.618,0.95,100
73,2,65.752,0.667,0.224,162.000,100.000,0.618,0.95,100
74,2,65.752,0.667,0.265,162.000,100.000,0.618,0.95,100
75,2,62.865,0.667,0.311,162.000,100.000,0.618,0.95,100
76,2,64.272,0.667,0.312,162.000,100.000,0.618,0.95,100
77,2,64.272,0.667,0.313,162.000,100.000,0.618,0.95,100
78,2,61.597,0.637,0.313,149.000,113.000,0.569,0.95,100
79,2,61.024,0.615,0.325,147.000,115.000,0.561,0.95,100
80,2,61.024,0.615,0.326,147.000,115.000,0.561,0.95,100
81,2,61.024,0.615,0.326,147.000,115.000,0.561,0.95,100
82,2,60.743,0.613,0.327,143.000,119.000,0.546,0.95,100
83,2,66.884,0.570,0.327,141.000,121.000,0.538,0.95,100
84,2,63.232,0.574,0.328,141.000,121.000,0.538,0.95,100
85,2,63.459,0.576,0.328,141.000,121.000,0.538,0.95,100
86,2,63.371,0.576,0.329,141.000,121.000,0.538,0.95,100
87,2,63.371,0.576,0.369,141.000,121.000,0.538,0.95,100
88,2,63.371,0.576,0.369,141.000,121.000,0.538,0.95,100
89,2,63.291,0.576,0.416,141.000,121.000,0.538,0.95,100
90,2,63.291,0.576,0.430,141.000,121.000,0.538,0.95,100
91,2,63.294,0.576,0.430,141.000,121.000,0.538,0.95,100
92,2,63.250,0.576,0.483,141.000,121.000,0.538,0.95,100
93,2,63.250,0.576,0.483,141.000,121.000,0.538,0.95,100
94,2,63.250,0.576,0.483,141.000,121.000,0.538,0.95,100
95,2,62.692,0.596,0.494,141.000,121.000,0.538,0.95,100
96,2,62.692,0.596,0.495,141.000,121.000,0.538,0.95,100
97,2,62.691,0.596,0.495,141.000,121.000,0.538,0.95,100
98,2,64.607,0.600,0.495,143.000,119.000,0.546,0.95,100
99,2,64.561,0.600,0.496,143.000,119.000,0.546,0.95,100
100,2,64.561,0.600,0.496,143.000,119.000,0.546,0.95,100
1,7,82.934,0.329,0.006,99.000,163.000,0.378,0.95,100
2,7,75.536,0.337,0.007,102.000,160.000,0.389,0.95,100
3,7,75.536,0.337,0.008,102.000,160.000,0.389,0.95,100
4,7,75.580,0.333,0.010,101.000,161.000,0.385,0.95,100
5,7,75.580,0.333,0.011,101.000,161.000,0.385,0.95,100
6,7,75.580,0.333,0.012,101.000,161.000,0.385,0.95,100
7,7,75.197,0.337,0.012,100.000,162.000,0.382,0.95,100
8,7,75.197,0.337,0.013,100.000,162.000,0.382,0.95,100
9,7,74.181,0.337,0.014,100.000,162.000,0.382,0.95,100
10,7,74.181,0.337,0.014,100.000,162.000,0.382,0.95,100
11,7,74.181,0.337,0.015,100.000,162.000,0.382,0.95,100
12,7,74.181,0.337,0.016,100.000,162.000,0.382,0.95,100
13,7,74.118,0.337,0.017,100.000,162.000,0.382,0.95,100
14,7,68.751,0.414,0.018,119.000,143.000,0.454,0.95,100
15,7,70.939,0.420,0.018,124.000,138.000,0.473,0.95,100
16,7,75.318,0.414,0.019,120.000,142.000,0.458,0.95,100
17,7,75.318,0.414,0.020,120.000,142.000,0.458,0.95,100
18,7,75.318,0.414,0.020,120.000,142.000,0.458,0.95,100
19,7,76.665,0.406,0.020,119.000,143.000,0.454,0.95,100
20,7,76.665,0.406,0.021,119.000,143.000,0.454,0.95,100
21,7,76.098,0.414,0.021,120.000,142.000,0.458,0.95,100
