a,b,c,d,e,f,g,h,i,j
45,2,66.016,0.546,0.389,132.000,130.000,0.504,0.95,1000
46,2,66.082,0.546,0.405,132.000,130.000,0.504,0.95,1000
47,2,66.082,0.546,0.436,132.000,130.000,0.504,0.95,1000
48,2,66.252,0.544,0.453,132.000,130.000,0.504,0.95,1000
49,2,66.252,0.544,0.454,132.000,130.000,0.504,0.95,1000
50,2,70.998,0.544,0.454,132.000,130.000,0.504,0.95,1000
51,2,70.998,0.544,0.455,132.000,130.000,0.504,0.95,1000
52,2,70.998,0.544,0.480,132.000,130.000,0.504,0.95,1000
53,2,70.998,0.544,0.481,132.000,130.000,0.504,0.95,1000
54,2,70.894,0.544,0.482,132.000,130.000,0.504,0.95,1000
55,2,70.894,0.544,0.482,132.000,130.000,0.504,0.95,1000
56,2,78.348,0.546,0.483,138.000,124.000,0.527,0.95,1000
57,2,78.348,0.546,0.489,138.000,124.000,0.527,0.95,1000
58,2,75.579,0.566,0.504,131.000,131.000,0.500,0.95,1000
59,2,75.579,0.566,0.505,131.000,131.000,0.500,0.95,1000
60,2,75.579,0.566,0.505,131.000,131.000,0.500,0.95,1000
61,2,80.546,0.552,0.506,126.000,136.000,0.481,0.95,1000
62,2,80.398,0.552,0.507,126.000,136.000,0.481,0.95,1000
63,2,80.200,0.554,0.508,124.000,138.000,0.473,0.95,1000
64,2,80.503,0.554,0.540,124.000,138.000,0.473,0.95,1000
65,2,79.385,0.554,0.560,124.000,138.000,0.473,0.95,1000
66,2,79.496,0.554,0.560,124.000,138.000,0.473,0.95,1000
67,2,79.496,0.554,0.561,124.000,138.000,0.473,0.95,1000
68,2,63.128,0.649,0.561,159.000,103.000,0.607,0.95,1000
69,2,63.139,0.649,0.561,159.000,103.000,0.607,0.95,1000
70,2,63.139,0.649,0.562,159.000,103.000,0.607,0.95,1000
71,2,63.139,0.649,0.562,159.000,103.000,0.607,0.95,1000
72,2,63.225,0.649,0.563,159.000,103.000,0.607,0.95,1000
73,2,63.225,0.649,0.563,159.000,103.000,0.607,0.95,1000
74,2,65.709,0.649,0.564,159.000,103.000,0.607,0.95,1000
75,2,65.690,0.649,0.566,159.000,103.000,0.607,0.95,1000
76,2,68.891,0.633,0.566,153.000,109.000,0.584,0.95,1000
77,2,95.685,0.337,0.567,103.000,159.000,0.393,0.95,1000
78,2,95.689,0.337,0.567,103.000,159.000,0.393,0.95,1000
79,2,95.784,0.337,0.567,103.000,159.000,0.393,0.95,1000
80,2,95.571,0.337,0.568,103.000,159.000,0.393,0.95,1000
81,2,95.571,0.337,0.568,103.000,159.000,0.393,0.95,1000
82,2,95.787,0.337,0.568,103.000,159.000,0.393,0.95,1000
83,2,95.787,0.337,0.569,103.000,159.000,0.393,0.95,1000
84,2,95.787,0.337,0.569,103.000,159.000,0.393,0.95,1000
85,2,107.275,0.337,0.569,103.000,159.000,0.393,0.95,1000
86,2,107.332,0.337,0.570,103.000,159.000,0.393,0.95,1000
87,2,107.332,0.337,0.572,103.000,159.000,0.393,0.95,1000
88,2,107.307,0.337,0.572,103.000,159.000,0.393,0.95,1000
89,2,107.311,0.337,0.573,103.000,159.000,0.393,0.95,1000
90,2,107.375,0.337,0.573,103.000,159.000,0.393,0.95,1000
91,2,107.375,0.337,0.573,103.000,159.000,0.393,0.95,1000
92,2,107.375,0.337,0.574,103.000,159.000,0.393,0.95,1000
93,2,107.987,0.337,0.574,103.000,159.000,0.393,0.95,1000
94,2,107.987,0.337,0.574,103.000,159.000,0.393,0.95,1000
95,2,107.987,0.337,0.575,103.000,159.000,0.393,0.95,1000
96,2,107.987,0.337,0.575,103.000,159.000,0.393,0.95,1000
97,2,107.996,0.337,0.575,103.000,159.000,0.393,0.95,1000
98,2,95.688,0.493,0.576,128.000,134.000,0.489,0.95,1000
99,2,95.149,0.495,0.576,127.000,135.000,0.485,0.95,1000
100,2,95.327,0.493,0.587,125.000,137.000,0.477,0.95,1000
1,1,76.351,0.333,0.093,100.000,162.000,0.382,0.95,1000
2,1,76.351,0.333,0.094,100.000,162.000,0.382,0.95,1000
3,1,76.351,0.333,0.096,100.000,162.000,0.382,0.95,1000
4,1,76.340,0.333,0.097,100.000,162.000,0.382,0.95,1000
5,1,76.169,0.333,0.098,100.000,162.000,0.382,0.95,1000
6,1,76.200,0.333,0.099,100.000,162.000,0.382,0.95,1000
7,1,75.902,0.333,0.137,100.000,162.000,0.382,0.95,1000
8,1,75.950,0.333,0.138,100.000,162.000,0.382,0.95,1000
9,1,75.940,0.333,0.139,100.000,162.000,0.382,0.95,1000
10,1,75.940,0.333,0.139,100.000,162.000,0.382,0.95,1000
11,1,75.940,0.333,0.140,100.000,162.000,0.382,0.95,1000
12,1,75.940,0.333,0.140,100.000,162.000,0.382,0.95,1000
13,1,75.940,0.333,0.141,100.000,162.000,0.382,0.95,1000
14,1,75.940,0.333,0.141,100.000,162.000,0.382,0.95,1000
15,1,75.940,0.333,0.142,100.000,162.000,0.382,0.95,1000
16,1,75.940,0.333,0.142,100.000,162.000,0.382,0.95,1000
17,1,75.940,0.333,0.143,100.000,162.000,0.382,0.95,1000
18,1,75.940,0.333,0.143,100.000,162.000,0.382,0.95,1000
19,1,75.940,0.333,0.157,100.000,162.000,0.382,0.95,1000
20,1,75.954,0.333,0.158,100.000,162.000,0.382,0.95,1000
21,1,75.954,0.333,0.158,100.000,162.000,0.382,0.95,1000
22,1,75.147,0.333,0.159,100.000,162.000,0.382,0.95,1000
23,1,75.060,0.333,0.159,100.000,162.000,0.382,0.95,1000
24,1,76.385,0.333,0.160,100.000,162.000,0.382,0.95,1000
25,1,76.385,0.333,0.160,100.000,162.000,0.382,0.95,1000
26,1,76.385,0.333,0.161,100.000,162.000,0.382,0.95,1000
27,1,76.385,0.333,0.162,100.000,162.000,0.382,0.95,1000
28,1,76.385,0.333,0.162,100.000,162.000,0.382,0.95,1000
29,1,75.537,0.333,0.163,100.000,162.000,0.382,0.95,1000
30,1,75.537,0.333,0.163,100.000,162.000,0.382,0.95,1000
31,1,75.002,0.333,0.164,100.000,162.000,0.382,0.95,1000
32,1,75.365,0.333,0.164,100.000,162.000,0.382,0.95,1000
33,1,73.482,0.333,0.165,100.000,162.000,0.382,0.95,1000
34,1,76.645,0.333,0.165,100.000,162.000,0.382,0.95,1000
35,1,76.559,0.333,0.178,100.000,162.000,0.382,0.95,1000
36,1,76.559,0.333,0.224,100.000,162.000,0.382,0.95,1000
37,1,82.010,0.333,0.224,100.000,162.000,0.382,0.95,1000
38,1,73.781,0.333,0.224,100.000,162.000,0.382,0.95,1000
39,1,73.781,0.333,0.225,100.000,162.000,0.382,0.95,1000
40,1,73.755,0.333,0.225,100.000,162.000,0.382,0.95,1000
41,1,73.755,0.333,0.226,100.000,162.000,0.382,0.95,1000
42,1,73.786,0.333,0.226,100.000,162.000,0.382,0.95,1000
43,1,64.238,0.548,0.246,138.000,124.000,0.527,0.95,1000
44,1,62.280,0.548,0.246,139.000,123.000,0.531,0.95,1000
45,1,57.410,0.651,0.247,161.000,101.000,0.615,0.95,1000
46,1,57.410,0.651,0.247,161.000,101.000,0.615,0.95,1000
47,1,62.748,0.647,0.266,159.000,103.000,0.607,0.95,1000
48,1,63.913,0.643,0.267,158.000,104.000,0.603,0.95,1000
49,1,62.405,0.649,0.267,160.000,102.000,0.611,0.95,1000
50,1,62.878,0.647,0.305,159.000,103.000,0.607,0.95,1000
51,1,62.892,0.647,0.305,159.000,103.000,0.607,0.95,1000
52,1,62.890,0.647,0.306,159.000,103.000,0.607,0.95,1000
53,1,60.582,0.649,0.307,160.000,102.000,0.611,0.95,1000
54,1,60.582,0.649,0.307,160.000,102.000,0.611,0.95,1000
55,1,60.243,0.655,0.308,161.000,101.000,0.615,0.95,1000
56,1,60.243,0.655,0.317,161.000,101.000,0.615,0.95,1000
57,1,72.672,0.521,0.318,129.000,133.000,0.492,0.95,1000
58,1,72.672,0.521,0.318,129.000,133.000,0.492,0.95,1000
59,1,72.660,0.521,0.319,129.000,133.000,0.492,0.95,1000
60,1,72.660,0.521,0.319,129.000,133.000,0.492,0.95,1000
61,1,73.100,0.513,0.320,130.000,132.000,0.496,0.95,1000
62,1,73.100,0.513,0.373,130.000,132.000,0.496,0.95,1000
63,1,73.257,0.507,0.373,130.000,132.000,0.496,0.95,1000
64,1,73.257,0.507,0.374,130.000,132.000,0.496,0.95,1000
65,1,73.256,0.507,0.384,131.000,131.000,0.500,0.95,1000
66,1,73.256,0.507,0.403,131.000,131.000,0.500,0.95,1000
67,1,73.257,0.507,0.403,131.000,131.000,0.500,0.95,1000
68,1,73.257,0.507,0.404,131.000,131.000,0.500,0.95,1000
69,1,73.257,0.507,0.405,131.000,131.000,0.500,0.95,1000
70,1,73.182,0.507,0.435,131.000,131.000,0.500,0.95,1000
71,1,73.182,0.507,0.435,131.000,131.000,0.500,0.95,1000
72,1,73.182,0.507,0.479,131.000,131.000,0.500,0.95,1000
73,1,73.182,0.507,0.479,131.000,131.000,0.500,0.95,1000
74,1,60.160,0.655,0.480,163.000,99.000,0.622,0.95,1000
75,1,57.302,0.655,0.480,162.000,100.000,0.618,0.95,1000
76,1,57.302,0.655,0.480,162.000,100.000,0.618,0.95,1000
77,1,57.567,0.655,0.480,162.000,100.000,0.618,0.95,1000
78,1,58.306,0.655,0.481,162.000,100.000,0.618,0.95,1000
79,1,58.306,0.655,0.481,162.000,100.000,0.618,0.95,1000
80,1,58.306,0.655,0.482,162.000,100.000,0.618,0.95,1000
81,1,58.318,0.655,0.482,162.000,100.000,0.618,0.95,1000
82,1,58.318,0.655,0.482,162.000,100.000,0.618,0.95,1000
83,1,58.318,0.655,0.483,162.000,100.000,0.618,0.95,1000
84,1,58.318,0.655,0.483,162.000,100.000,0.618,0.95,1000
85,1,58.318,0.655,0.483,162.000,100.000,0.618,0.95,1000
86,1,58.318,0.655,0.561,162.000,100.000,0.618,0.95,1000
87,1,58.318,0.655,0.562,162.000,100.000,0.618,0.95,1000
88,1,58.318,0.655,0.562,162.000,100.000,0.618,0.95,1000
89,1,58.318,0.655,0.562,162.000,100.000,0.618,0.95,1000
90,1,58.318,0.655,0.563,162.000,100.000,0.618,0.95,1000
91,1,56.989,0.655,0.563,161.000,101.000,0.615,0.95,1000
92,1,56.995,0.655,0.563,163.000,99.000,0.622,0.95,1000
93,1,56.995,0.655,0.564,163.000,99.000,0.622,0.95,1000
94,1,57.010,0.655,0.564,163.000,99.000,0.622,0.95,1000
95,1,57.011,0.655,0.564,163.000,99.000,0.622,0.95,1000
96,1,57.149,0.655,0.565,163.000,99.000,0.622,0.95,1000
97,1,57.149,0.655,0.565,163.000,99.000,0.622,0.95,1000
98,1,57.149,0.655,0.565,163.000,99.000,0.622,0.95,1000
99,1,57.069,0.657,0.566,162.000,100.000,0.618,0.95,1000
100,1,57.069,0.657,0.566,162.000,100.000,0.618,0.95,1000
1,4,101.022,0.335,0.156,99.000,163.000,0.378,0.95,1000
2,4,93.437,0.335,0.157,99.000,163.000,0.378,0.95,1000
3,4,93.270,0.335,0.159,99.000,163.000,0.378,0.95,1000
4,4,93.270,0.335,0.160,99.000,163.000,0.378,0.95,1000
5,4,87.724,0.335,0.161,99.000,163.000,0.378,0.95,1000
6,4,87.724,0.335,0.169,99.000,163.000,0.378,0.95,1000
7,4,73.383,0.442,0.170,137.000,125.000,0.523,0.95,1000
8,4,73.383,0.442,0.171,137.000,125.000,0.523,0.95,1000
9,4,73.369,0.444,0.173,136.000,126.000,0.519,0.95,1000
10,4,73.369,0.444,0.174,136.000,126.000,0.519,0.95,1000
11,4,74.490,0.418,0.174,127.000,135.000,0.485,0.95,1000
12,4,75.349,0.406,0.174,123.000,139.000,0.469,0.95,1000
13,4,74.728,0.410,0.175,124.000,138.000,0.473,0.95,1000
14,4,74.728,0.410,0.179,124.000,138.000,0.473,0.95,1000
15,4,87.127,0.339,0.179,101.000,161.000,0.385,0.95,1000
16,4,87.127,0.339,0.180,101.000,161.000,0.385,0.95,1000
17,4,87.127,0.339,0.180,101.000,161.000,0.385,0.95,1000
18,4,81.736,0.339,0.181,101.000,161.000,0.385,0.95,1000
19,4,70.153,0.339,0.181,101.000,161.000,0.385,0.95,1000
20,4,70.153,0.339,0.266,101.000,161.000,0.385,0.95,1000
21,4,70.204,0.339,0.267,101.000,161.000,0.385,0.95,1000
22,4,70.204,0.339,0.268,101.000,161.000,0.385,0.95,1000
23,4,70.949,0.323,0.268,98.000,164.000,0.374,0.95,1000
24,4,70.947,0.325,0.328,99.000,163.000,0.378,0.95,1000
25,4,70.947,0.325,0.329,99.000,163.000,0.378,0.95,1000
26,4,82.789,0.323,0.329,99.000,163.000,0.378,0.95,1000
27,4,81.695,0.323,0.330,99.000,163.000,0.378,0.95,1000
28,4,81.244,0.329,0.330,100.000,162.000,0.382,0.95,1000
29,4,87.035,0.329,0.331,100.000,162.000,0.382,0.95,1000
30,4,87.029,0.329,0.331,100.000,162.000,0.382,0.95,1000
31,4,87.029,0.329,0.332,100.000,162.000,0.382,0.95,1000
32,4,87.029,0.329,0.360,100.000,162.000,0.382,0.95,1000
33,4,87.029,0.329,0.361,100.000,162.000,0.382,0.95,1000
34,4,87.019,0.329,0.361,100.000,162.000,0.382,0.95,1000
35,4,87.045,0.329,0.362,100.000,162.000,0.382,0.95,1000
36,4,87.045,0.329,0.363,100.000,162.000,0.382,0.95,1000
37,4,87.115,0.329,0.378,100.000,162.000,0.382,0.95,1000
38,4,83.536,0.329,0.407,100.000,162.000,0.382,0.95,1000
39,4,83.527,0.329,0.408,100.000,162.000,0.382,0.95,1000
40,4,83.528,0.329,0.408,101.000,161.000,0.385,0.95,1000
41,4,83.528,0.329,0.409,101.000,161.000,0.385,0.95,1000
42,4,83.525,0.329,0.409,101.000,161.000,0.385,0.95,1000
43,4,83.525,0.329,0.425,101.000,161.000,0.385,0.95,1000
44,4,83.604,0.329,0.426,101.000,161.000,0.385,0.95,1000
45,4,84.559,0.329,0.426,101.000,161.000,0.385,0.95,1000
46,4,84.544,0.329,0.427,101.000,161.000,0.385,0.95,1000
47,4,84.544,0.329,0.461,100.000,162.000,0.382,0.95,1000
48,4,75.601,0.452,0.462,125.000,137.000,0.477,0.95,1000
49,4,75.929,0.442,0.462,126.000,136.000,0.481,0.95,1000
50,4,75.929,0.442,0.463,126.000,136.000,0.481,0.95,1000
51,4,75.929,0.442,0.463,126.000,136.000,0.481,0.95,1000
52,4,75.894,0.442,0.481,126.000,136.000,0.481,0.95,1000
53,4,78.196,0.418,0.482,119.000,143.000,0.454,0.95,1000
54,4,78.196,0.418,0.482,119.000,143.000,0.454,0.95,1000
55,4,78.494,0.414,0.492,120.000,142.000,0.458,0.95,1000
56,4,78.494,0.414,0.493,120.000,142.000,0.458,0.95,1000
57,4,78.494,0.414,0.493,120.000,142.000,0.458,0.95,1000
58,4,78.512,0.414,0.516,120.000,142.000,0.458,0.95,1000
59,4,78.512,0.414,0.549,120.000,142.000,0.458,0.95,1000
60,4,78.257,0.418,0.550,120.000,142.000,0.458,0.95,1000
61,4,78.257,0.418,0.550,120.000,142.000,0.458,0.95,1000
62,4,78.257,0.418,0.551,120.000,142.000,0.458,0.95,1000
63,4,78.257,0.418,0.579,120.000,142.000,0.458,0.95,1000
64,4,93.401,0.333,0.580,100.000,162.000,0.382,0.95,1000
65,4,94.548,0.333,0.580,100.000,162.000,0.382,0.95,1000
66,4,94.548,0.333,0.581,100.000,162.000,0.382,0.95,1000
67,4,94.518,0.333,0.581,99.000,163.000,0.378,0.95,1000
68,4,94.518,0.333,0.582,99.000,163.000,0.378,0.95,1000
69,4,93.664,0.335,0.582,100.000,162.000,0.382,0.95,1000
70,4,93.664,0.335,0.599,100.000,162.000,0.382,0.95,1000
71,4,93.664,0.335,0.605,100.000,162.000,0.382,0.95,1000
72,4,93.656,0.335,0.618,100.000,162.000,0.382,0.95,1000
73,4,93.564,0.335,0.618,100.000,162.000,0.382,0.95,1000
74,4,76.367,0.412,0.618,121.000,141.000,0.462,0.95,1000
75,4,75.367,0.434,0.619,120.000,142.000,0.458,0.95,1000
76,4,74.873,0.442,0.619,125.000,137.000,0.477,0.95,1000
77,4,74.873,0.442,0.619,125.000,137.000,0.477,0.95,1000
78,4,74.420,0.452,0.620,128.000,134.000,0.489,0.95,1000
79,4,74.409,0.452,0.620,128.000,134.000,0.489,0.95,1000
80,4,74.409,0.452,0.620,128.000,134.000,0.489,0.95,1000
81,4,76.766,0.410,0.621,121.000,141.000,0.462,0.95,1000
82,4,76.766,0.410,0.621,121.000,141.000,0.462,0.95,1000
83,4,75.342,0.436,0.621,125.000,137.000,0.477,0.95,1000
84,4,75.326,0.438,0.622,125.000,137.000,0.477,0.95,1000
85,4,75.431,0.438,0.622,126.000,136.000,0.481,0.95,1000
86,4,75.431,0.438,0.622,126.000,136.000,0.481,0.95,1000
87,4,75.431,0.438,0.623,126.000,136.000,0.481,0.95,1000
88,4,77.346,0.416,0.623,120.000,142.000,0.458,0.95,1000
89,4,77.390,0.414,0.623,120.000,142.000,0.458,0.95,1000
90,4,79.277,0.381,0.626,113.000,149.000,0.431,0.95,1000
91,4,76.649,0.428,0.626,121.000,141.000,0.462,0.95,1000
92,4,76.515,0.430,0.626,121.000,141.000,0.462,0.95,1000
93,4,78.198,0.396,0.627,115.000,147.000,0.439,0.95,1000
94,4,78.974,0.385,0.627,115.000,147.000,0.439,0.95,1000
95,4,82.200,0.357,0.627,104.000,158.000,0.397,0.95,1000
96,4,82.741,0.357,0.628,104.000,158.000,0.397,0.95,1000
97,4,84.371,0.353,0.628,102.000,160.000,0.389,0.95,1000
98,4,85.748,0.347,0.628,102.000,160.000,0.389,0.95,1000
99,4,84.508,0.351,0.629,103.000,159.000,0.393,0.95,1000
100,4,83.844,0.353,0.629,103.000,159.000,0.393,0.95,1000
1,10,57.746,0.673,0.123,159.000,103.000,0.607,0.95,1000
2,10,57.746,0.673,0.124,159.000,103.000,0.607,0.95,1000
3,10,57.963,0.669,0.125,160.000,102.000,0.611,0.95,1000
4,10,57.849,0.671,0.252,160.000,102.000,0.611,0.95,1000
5,10,57.777,0.671,0.300,161.000,101.000,0.615,0.95,1000
6,10,57.840,0.671,0.301,161.000,101.000,0.615,0.95,1000
7,10,60.280,0.671,0.302,161.000,101.000,0.615,0.95,1000
8,10,60.204,0.671,0.354,160.000,102.000,0.611,0.95,1000
9,10,62.223,0.602,0.467,144.000,118.000,0.550,0.95,1000
10,10,62.586,0.594,0.467,147.000,115.000,0.561,0.95,1000
11,10,62.650,0.592,0.468,147.000,115.000,0.561,0.95,1000
12,10,60.293,0.641,0.469,159.000,103.000,0.607,0.95,1000
13,10,60.143,0.641,0.469,159.000,103.000,0.607,0.95,1000
14,10,62.656,0.606,0.470,149.000,113.000,0.569,0.95,1000
15,10,62.656,0.606,0.470,149.000,113.000,0.569,0.95,1000
16,10,65.402,0.456,0.471,123.000,139.000,0.469,0.95,1000
17,10,65.055,0.460,0.472,126.000,136.000,0.481,0.95,1000
18,10,65.039,0.460,0.473,126.000,136.000,0.481,0.95,1000
19,10,65.039,0.460,0.473,126.000,136.000,0.481,0.95,1000
20,10,65.039,0.460,0.474,125.000,137.000,0.477,0.95,1000
21,10,67.610,0.448,0.474,123.000,139.000,0.469,0.95,1000
22,10,67.617,0.448,0.475,123.000,139.000,0.469,0.95,1000
23,10,67.617,0.448,0.475,123.000,139.000,0.469,0.95,1000
24,10,67.682,0.448,0.476,123.000,139.000,0.469,0.95,1000
25,10,64.388,0.509,0.476,134.000,128.000,0.511,0.95,1000
26,10,64.454,0.503,0.490,132.000,130.000,0.504,0.95,1000
27,10,64.454,0.503,0.491,132.000,130.000,0.504,0.95,1000
28,10,69.796,0.402,0.491,118.000,144.000,0.450,0.95,1000
29,10,69.796,0.402,0.492,118.000,144.000,0.450,0.95,1000
30,10,69.628,0.406,0.494,123.000,139.000,0.469,0.95,1000
31,10,69.628,0.406,0.495,123.000,139.000,0.469,0.95,1000
32,10,69.628,0.406,0.495,123.000,139.000,0.469,0.95,1000
33,10,69.842,0.406,0.547,123.000,139.000,0.469,0.95,1000
34,10,69.842,0.406,0.548,123.000,139.000,0.469,0.95,1000
35,10,70.555,0.385,0.549,115.000,147.000,0.439,0.95,1000
36,10,72.651,0.337,0.566,103.000,159.000,0.393,0.95,1000
37,10,67.389,0.341,0.567,103.000,159.000,0.393,0.95,1000
38,10,67.389,0.341,0.571,103.000,159.000,0.393,0.95,1000
39,10,78.616,0.337,0.583,103.000,159.000,0.393,0.95,1000
40,10,78.616,0.337,0.583,103.000,159.000,0.393,0.95,1000
41,10,78.610,0.337,0.584,103.000,159.000,0.393,0.95,1000
42,10,79.543,0.327,0.585,102.000,160.000,0.389,0.95,1000
43,10,79.556,0.327,0.585,103.000,159.000,0.393,0.95,1000
44,10,83.034,0.327,0.585,103.000,159.000,0.393,0.95,1000
45,10,83.034,0.327,0.586,103.000,159.000,0.393,0.95,1000
46,10,83.034,0.327,0.587,103.000,159.000,0.393,0.95,1000
47,10,82.618,0.333,0.607,100.000,162.000,0.382,0.95,1000
48,10,87.070,0.471,0.608,133.000,129.000,0.508,0.95,1000
49,10,87.669,0.469,0.608,132.000,130.000,0.504,0.95,1000
50,10,87.726,0.469,0.609,132.000,130.000,0.504,0.95,1000
51,10,87.726,0.469,0.609,132.000,130.000,0.504,0.95,1000
52,10,87.730,0.469,0.610,132.000,130.000,0.504,0.95,1000
53,10,87.685,0.469,0.610,132.000,130.000,0.504,0.95,1000
54,10,87.685,0.469,0.611,132.000,130.000,0.504,0.95,1000
55,10,92.176,0.467,0.611,132.000,130.000,0.504,0.95,1000
56,10,92.176,0.467,0.612,132.000,130.000,0.504,0.95,1000
57,10,92.176,0.467,0.660,132.000,130.000,0.504,0.95,1000
58,10,92.176,0.467,0.660,132.000,130.000,0.504,0.95,1000
59,10,91.603,0.469,0.660,132.000,130.000,0.504,0.95,1000
60,10,68.040,0.609,0.661,145.000,117.000,0.553,0.95,1000
61,10,68.040,0.609,0.661,145.000,117.000,0.553,0.95,1000
62,10,68.038,0.609,0.662,145.000,117.000,0.553,0.95,1000
63,10,68.029,0.609,0.662,145.000,117.000,0.553,0.95,1000
64,10,68.029,0.609,0.663,145.000,117.000,0.553,0.95,1000
65,10,68.029,0.609,0.678,145.000,117.000,0.553,0.95,1000
66,10,68.029,0.609,0.679,145.000,117.000,0.553,0.95,1000
67,10,68.029,0.609,0.679,145.000,117.000,0.553,0.95,1000
68,10,68.029,0.609,0.759,145.000,117.000,0.553,0.95,1000
69,10,68.029,0.609,0.759,145.000,117.000,0.553,0.95,1000
70,10,68.029,0.609,0.759,145.000,117.000,0.553,0.95,1000
71,10,68.029,0.609,0.761,145.000,117.000,0.553,0.95,1000
72,10,68.029,0.609,0.761,145.000,117.000,0.553,0.95,1000
73,10,68.029,0.609,0.762,145.000,117.000,0.553,0.95,1000
74,10,64.027,0.619,0.762,147.000,115.000,0.561,0.95,1000
75,10,64.027,0.619,0.762,147.000,115.000,0.561,0.95,1000
76,10,64.027,0.619,0.763,147.000,115.000,0.561,0.95,1000
77,10,60.168,0.629,0.763,148.000,114.000,0.565,0.95,1000
78,10,60.168,0.629,0.763,148.000,114.000,0.565,0.95,1000
79,10,64.590,0.617,0.764,147.000,115.000,0.561,0.95,1000
80,10,71.845,0.333,0.764,100.000,162.000,0.382,0.95,1000
81,10,72.004,0.333,0.767,100.000,162.000,0.382,0.95,1000
82,10,93.213,0.333,0.767,100.000,162.000,0.382,0.95,1000
83,10,93.213,0.333,0.768,100.000,162.000,0.382,0.95,1000
84,10,95.080,0.333,0.768,100.000,162.000,0.382,0.95,1000
85,10,95.212,0.333,0.768,100.000,162.000,0.382,0.95,1000
86,10,100.820,0.333,0.769,100.000,162.000,0.382,0.95,1000
87,10,100.820,0.333,0.769,100.000,162.000,0.382,0.95,1000
88,10,100.820,0.333,0.769,100.000,162.000,0.382,0.95,1000
89,10,100.820,0.333,0.770,100.000,162.000,0.382,0.95,1000
90,10,100.877,0.333,0.770,100.000,162.000,0.382,0.95,1000
91,10,108.936,0.333,0.770,100.000,162.000,0.382,0.95,1000
92,10,108.936,0.333,0.771,100.000,162.000,0.382,0.95,1000
93,10,108.936,0.333,0.771,100.000,162.000,0.382,0.95,1000
94,10,107.090,0.436,0.772,125.000,137.000,0.477,0.95,1000
95,10,107.090,0.436,0.772,125.000,137.000,0.477,0.95,1000
96,10,102.034,0.444,0.772,125.000,137.000,0.477,0.95,1000
97,10,101.998,0.444,0.773,125.000,137.000,0.477,0.95,1000
98,10,101.998,0.444,0.919,125.000,137.000,0.477,0.95,1000
