a,b,c,d,e,f,g,h,i,j
99,10,111.131,0.333,0.920,100.000,162.000,0.382,0.95,1000
100,10,111.131,0.333,0.920,100.000,162.000,0.382,0.95,1000
1,8,55.725,0.667,0.072,160.000,102.000,0.611,0.95,1000
2,8,55.732,0.667,0.073,160.000,102.000,0.611,0.95,1000
3,8,56.037,0.667,0.074,160.000,102.000,0.611,0.95,1000
4,8,55.748,0.667,0.075,160.000,102.000,0.611,0.95,1000
5,8,59.089,0.613,0.076,148.000,114.000,0.565,0.95,1000
6,8,59.089,0.613,0.077,148.000,114.000,0.565,0.95,1000
7,8,59.647,0.600,0.078,155.000,107.000,0.592,0.95,1000
8,8,59.628,0.602,0.079,155.000,107.000,0.592,0.95,1000
9,8,61.349,0.582,0.141,155.000,107.000,0.592,0.95,1000
10,8,61.428,0.576,0.141,152.000,110.000,0.580,0.95,1000
11,8,66.772,0.428,0.142,117.000,145.000,0.447,0.95,1000
12,8,78.781,0.347,0.142,101.000,161.000,0.385,0.95,1000
13,8,78.781,0.347,0.143,101.000,161.000,0.385,0.95,1000
14,8,78.781,0.347,0.143,101.000,161.000,0.385,0.95,1000
15,8,79.252,0.341,0.412,100.000,162.000,0.382,0.95,1000
16,8,79.262,0.341,0.413,100.000,162.000,0.382,0.95,1000
17,8,79.872,0.337,0.413,100.000,162.000,0.382,0.95,1000
18,8,79.828,0.337,0.414,100.000,162.000,0.382,0.95,1000
19,8,79.829,0.337,0.414,100.000,162.000,0.382,0.95,1000
20,8,78.492,0.369,0.415,113.000,149.000,0.431,0.95,1000
21,8,68.340,0.460,0.466,129.000,133.000,0.492,0.95,1000
22,8,60.088,0.633,0.466,166.000,96.000,0.634,0.95,1000
23,8,59.684,0.635,0.478,167.000,95.000,0.637,0.95,1000
24,8,59.684,0.635,0.479,167.000,95.000,0.637,0.95,1000
25,8,58.122,0.641,0.534,167.000,95.000,0.637,0.95,1000
26,8,58.116,0.641,0.535,167.000,95.000,0.637,0.95,1000
27,8,58.076,0.641,0.536,167.000,95.000,0.637,0.95,1000
28,8,58.023,0.641,0.632,167.000,95.000,0.637,0.95,1000
29,8,58.023,0.641,0.633,167.000,95.000,0.637,0.95,1000
30,8,59.508,0.641,0.633,168.000,94.000,0.641,0.95,1000
31,8,59.768,0.641,0.634,168.000,94.000,0.641,0.95,1000
32,8,61.038,0.641,0.634,168.000,94.000,0.641,0.95,1000
33,8,61.022,0.639,0.642,168.000,94.000,0.641,0.95,1000
34,8,59.946,0.667,0.660,162.000,100.000,0.618,0.95,1000
35,8,58.797,0.669,0.660,162.000,100.000,0.618,0.95,1000
36,8,58.802,0.669,0.676,162.000,100.000,0.618,0.95,1000
37,8,58.916,0.669,0.676,162.000,100.000,0.618,0.95,1000
38,8,58.916,0.669,0.676,162.000,100.000,0.618,0.95,1000
39,8,58.686,0.669,0.677,162.000,100.000,0.618,0.95,1000
40,8,56.521,0.665,0.699,162.000,100.000,0.618,0.95,1000
41,8,56.521,0.665,0.700,162.000,100.000,0.618,0.95,1000
42,8,56.521,0.665,0.700,162.000,100.000,0.618,0.95,1000
43,8,56.171,0.669,0.700,162.000,100.000,0.618,0.95,1000
44,8,56.659,0.667,0.714,162.000,100.000,0.618,0.95,1000
45,8,56.659,0.667,0.714,162.000,100.000,0.618,0.95,1000
46,8,56.659,0.667,0.714,162.000,100.000,0.618,0.95,1000
47,8,56.659,0.667,0.715,162.000,100.000,0.618,0.95,1000
48,8,56.659,0.667,0.715,162.000,100.000,0.618,0.95,1000
49,8,58.852,0.667,0.789,162.000,100.000,0.618,0.95,1000
50,8,58.852,0.667,0.810,162.000,100.000,0.618,0.95,1000
51,8,58.852,0.667,0.810,162.000,100.000,0.618,0.95,1000
52,8,58.852,0.667,0.842,162.000,100.000,0.618,0.95,1000
53,8,56.827,0.667,0.842,162.000,100.000,0.618,0.95,1000
54,8,56.826,0.667,0.843,162.000,100.000,0.618,0.95,1000
55,8,56.826,0.667,0.843,162.000,100.000,0.618,0.95,1000
56,8,57.439,0.667,0.844,162.000,100.000,0.618,0.95,1000
57,8,57.439,0.667,0.844,162.000,100.000,0.618,0.95,1000
58,8,56.996,0.667,0.884,162.000,100.000,0.618,0.95,1000
59,8,57.158,0.667,0.885,162.000,100.000,0.618,0.95,1000
60,8,57.089,0.667,0.885,162.000,100.000,0.618,0.95,1000
61,8,57.089,0.667,0.886,162.000,100.000,0.618,0.95,1000
62,8,57.089,0.667,0.916,162.000,100.000,0.618,0.95,1000
63,8,57.089,0.667,0.917,162.000,100.000,0.618,0.95,1000
64,8,57.089,0.667,0.917,162.000,100.000,0.618,0.95,1000
65,8,57.089,0.667,0.936,162.000,100.000,0.618,0.95,1000
66,8,59.073,0.667,0.936,162.000,100.000,0.618,0.95,1000
67,8,59.714,0.667,0.937,162.000,100.000,0.618,0.95,1000
68,8,59.714,0.667,0.937,162.000,100.000,0.618,0.95,1000
69,8,60.294,0.667,0.938,162.000,100.000,0.618,0.95,1000
70,8,60.294,0.667,0.938,162.000,100.000,0.618,0.95,1000
71,8,59.301,0.667,0.947,162.000,100.000,0.618,0.95,1000
72,8,59.301,0.667,0.947,162.000,100.000,0.618,0.95,1000
73,8,60.893,0.667,0.947,162.000,100.000,0.618,0.95,1000
74,8,60.882,0.667,0.948,162.000,100.000,0.618,0.95,1000
75,8,60.845,0.667,0.948,162.000,100.000,0.618,0.95,1000
76,8,60.837,0.667,0.948,162.000,100.000,0.618,0.95,1000
77,8,60.837,0.667,0.949,162.000,100.000,0.618,0.95,1000
78,8,60.866,0.667,0.949,162.000,100.000,0.618,0.95,1000
79,8,60.866,0.667,0.949,162.000,100.000,0.618,0.95,1000
80,8,60.909,0.667,0.950,162.000,100.000,0.618,0.95,1000
81,8,60.909,0.667,0.950,162.000,100.000,0.618,0.95,1000
82,8,61.012,0.667,0.950,162.000,100.000,0.618,0.95,1000
83,8,61.049,0.667,0.951,163.000,99.000,0.622,0.95,1000
84,8,61.049,0.667,0.951,163.000,99.000,0.622,0.95,1000
85,8,61.158,0.667,0.951,163.000,99.000,0.622,0.95,1000
86,8,61.158,0.667,0.952,162.000,100.000,0.618,0.95,1000
87,8,61.158,0.667,0.952,162.000,100.000,0.618,0.95,1000
88,8,61.158,0.667,0.952,162.000,100.000,0.618,0.95,1000
89,8,61.158,0.667,0.953,162.000,100.000,0.618,0.95,1000
90,8,61.158,0.667,0.953,162.000,100.000,0.618,0.95,1000
91,8,61.160,0.667,0.953,162.000,100.000,0.618,0.95,1000
92,8,60.982,0.661,0.954,161.000,101.000,0.615,0.95,1000
93,8,60.982,0.661,0.954,161.000,101.000,0.615,0.95,1000
94,8,60.982,0.661,0.955,161.000,101.000,0.615,0.95,1000
95,8,60.991,0.661,0.955,161.000,101.000,0.615,0.95,1000
96,8,60.991,0.661,0.955,161.000,101.000,0.615,0.95,1000
97,8,60.991,0.661,0.956,161.000,101.000,0.615,0.95,1000
98,8,60.826,0.661,0.956,161.000,101.000,0.615,0.95,1000
99,8,60.323,0.651,0.956,154.000,108.000,0.588,0.95,1000
100,8,59.859,0.665,0.957,159.000,103.000,0.607,0.95,1000
1,5,68.467,0.416,0.081,120.000,142.000,0.458,0.95,1000
2,5,65.931,0.515,0.083,142.000,120.000,0.542,0.95,1000
3,5,66.033,0.515,0.088,142.000,120.000,0.542,0.95,1000
4,5,66.010,0.515,0.102,142.000,120.000,0.542,0.95,1000
5,5,66.797,0.483,0.103,136.000,126.000,0.519,0.95,1000
6,5,66.902,0.475,0.104,136.000,126.000,0.519,0.95,1000
7,5,68.862,0.383,0.105,115.000,147.000,0.439,0.95,1000
8,5,66.755,0.383,0.235,115.000,147.000,0.439,0.95,1000
9,5,66.771,0.383,0.236,115.000,147.000,0.439,0.95,1000
10,5,67.223,0.383,0.236,115.000,147.000,0.439,0.95,1000
11,5,67.257,0.383,0.237,115.000,147.000,0.439,0.95,1000
12,5,67.139,0.383,0.237,115.000,147.000,0.439,0.95,1000
13,5,67.159,0.383,0.238,115.000,147.000,0.439,0.95,1000
14,5,67.159,0.383,0.238,115.000,147.000,0.439,0.95,1000
15,5,67.150,0.402,0.239,120.000,142.000,0.458,0.95,1000
16,5,67.150,0.402,0.240,120.000,142.000,0.458,0.95,1000
17,5,67.150,0.402,0.240,120.000,142.000,0.458,0.95,1000
18,5,66.239,0.434,0.241,125.000,137.000,0.477,0.95,1000
19,5,66.233,0.434,0.262,125.000,137.000,0.477,0.95,1000
20,5,66.271,0.434,0.263,125.000,137.000,0.477,0.95,1000
21,5,66.271,0.434,0.263,125.000,137.000,0.477,0.95,1000
22,5,66.569,0.432,0.264,126.000,136.000,0.481,0.95,1000
23,5,75.430,0.369,0.264,109.000,153.000,0.416,0.95,1000
24,5,75.435,0.367,0.352,109.000,153.000,0.416,0.95,1000
25,5,74.638,0.367,0.353,109.000,153.000,0.416,0.95,1000
26,5,69.565,0.454,0.353,131.000,131.000,0.500,0.95,1000
27,5,69.610,0.454,0.355,131.000,131.000,0.500,0.95,1000
28,5,65.554,0.497,0.429,139.000,123.000,0.531,0.95,1000
29,5,68.614,0.458,0.430,129.000,133.000,0.492,0.95,1000
30,5,68.614,0.458,0.430,129.000,133.000,0.492,0.95,1000
31,5,63.280,0.669,0.431,163.000,99.000,0.622,0.95,1000
32,5,66.463,0.464,0.431,129.000,133.000,0.492,0.95,1000
33,5,64.919,0.479,0.432,134.000,128.000,0.511,0.95,1000
34,5,66.798,0.458,0.432,131.000,131.000,0.500,0.95,1000
35,5,67.274,0.458,0.531,131.000,131.000,0.500,0.95,1000
36,5,67.278,0.458,0.532,131.000,131.000,0.500,0.95,1000
37,5,67.281,0.458,0.532,131.000,131.000,0.500,0.95,1000
38,5,66.373,0.458,0.549,131.000,131.000,0.500,0.95,1000
39,5,66.391,0.458,0.549,131.000,131.000,0.500,0.95,1000
40,5,66.393,0.458,0.572,131.000,131.000,0.500,0.95,1000
41,5,74.849,0.446,0.576,130.000,132.000,0.496,0.95,1000
42,5,74.849,0.446,0.576,130.000,132.000,0.496,0.95,1000
43,5,74.826,0.446,0.577,130.000,132.000,0.496,0.95,1000
44,5,75.242,0.442,0.582,125.000,137.000,0.477,0.95,1000
45,5,75.203,0.446,0.582,124.000,138.000,0.473,0.95,1000
46,5,75.232,0.446,0.583,124.000,138.000,0.473,0.95,1000
47,5,75.232,0.446,0.583,124.000,138.000,0.473,0.95,1000
48,5,75.058,0.446,0.584,124.000,138.000,0.473,0.95,1000
49,5,75.057,0.446,0.584,124.000,138.000,0.473,0.95,1000
50,5,75.057,0.446,0.585,124.000,138.000,0.473,0.95,1000
51,5,75.084,0.442,0.585,125.000,137.000,0.477,0.95,1000
52,5,75.084,0.442,0.586,125.000,137.000,0.477,0.95,1000
53,5,75.081,0.442,0.586,125.000,137.000,0.477,0.95,1000
54,5,72.419,0.349,0.587,106.000,156.000,0.405,0.95,1000
55,5,72.764,0.349,0.587,106.000,156.000,0.405,0.95,1000
56,5,72.764,0.349,0.588,106.000,156.000,0.405,0.95,1000
57,5,72.724,0.365,0.588,111.000,151.000,0.424,0.95,1000
58,5,72.724,0.365,0.589,111.000,151.000,0.424,0.95,1000
59,5,72.496,0.365,0.610,111.000,151.000,0.424,0.95,1000
60,5,69.501,0.365,0.660,110.000,152.000,0.420,0.95,1000
61,5,69.458,0.393,0.661,118.000,144.000,0.450,0.95,1000
62,5,69.458,0.393,0.661,118.000,144.000,0.450,0.95,1000
63,5,69.509,0.398,0.678,126.000,136.000,0.481,0.95,1000
64,5,69.514,0.398,0.692,126.000,136.000,0.481,0.95,1000
65,5,69.519,0.398,0.693,126.000,136.000,0.481,0.95,1000
66,5,69.532,0.391,0.693,119.000,143.000,0.454,0.95,1000
67,5,69.518,0.391,0.694,119.000,143.000,0.454,0.95,1000
68,5,69.768,0.391,0.694,119.000,143.000,0.454,0.95,1000
69,5,69.768,0.391,0.706,119.000,143.000,0.454,0.95,1000
70,5,71.192,0.391,0.706,119.000,143.000,0.454,0.95,1000
71,5,71.192,0.391,0.710,119.000,143.000,0.454,0.95,1000
72,5,71.193,0.391,0.710,119.000,143.000,0.454,0.95,1000
73,5,71.200,0.391,0.710,119.000,143.000,0.454,0.95,1000
74,5,73.063,0.389,0.711,119.000,143.000,0.454,0.95,1000
75,5,74.780,0.389,0.711,119.000,143.000,0.454,0.95,1000
76,5,74.772,0.389,0.711,119.000,143.000,0.454,0.95,1000
77,5,74.772,0.389,0.712,119.000,143.000,0.454,0.95,1000
78,5,75.217,0.379,0.712,119.000,143.000,0.454,0.95,1000
79,5,75.211,0.379,0.712,120.000,142.000,0.458,0.95,1000
80,5,75.211,0.379,0.713,120.000,142.000,0.458,0.95,1000
81,5,75.211,0.379,0.713,120.000,142.000,0.458,0.95,1000
82,5,78.646,0.379,0.713,119.000,143.000,0.454,0.95,1000
83,5,85.521,0.379,0.714,119.000,143.000,0.454,0.95,1000
84,5,85.526,0.379,0.714,119.000,143.000,0.454,0.95,1000
85,5,85.439,0.379,0.714,119.000,143.000,0.454,0.95,1000
86,5,85.405,0.379,0.715,119.000,143.000,0.454,0.95,1000
87,5,85.247,0.383,0.715,117.000,145.000,0.447,0.95,1000
88,5,85.249,0.383,0.715,117.000,145.000,0.447,0.95,1000
89,5,85.249,0.383,0.716,117.000,145.000,0.447,0.95,1000
90,5,85.292,0.383,0.716,117.000,145.000,0.447,0.95,1000
91,5,85.262,0.385,0.716,118.000,144.000,0.450,0.95,1000
92,5,85.262,0.385,0.717,118.000,144.000,0.450,0.95,1000
93,5,85.143,0.385,0.719,118.000,144.000,0.450,0.95,1000
94,5,85.143,0.385,0.720,118.000,144.000,0.450,0.95,1000
95,5,85.144,0.385,0.720,118.000,144.000,0.450,0.95,1000
96,5,99.832,0.379,0.721,117.000,145.000,0.447,0.95,1000
97,5,92.535,0.379,0.722,117.000,145.000,0.447,0.95,1000
98,5,92.535,0.379,0.722,117.000,145.000,0.447,0.95,1000
99,5,92.535,0.379,0.724,117.000,145.000,0.447,0.95,1000
100,5,94.234,0.327,0.724,104.000,158.000,0.397,0.95,1000
1,3,75.565,0.497,0.124,121.000,141.000,0.462,0.95,1000
2,3,75.343,0.497,0.125,123.000,139.000,0.469,0.95,1000
3,3,79.131,0.398,0.126,113.000,149.000,0.431,0.95,1000
4,3,79.131,0.398,0.127,113.000,149.000,0.431,0.95,1000
5,3,72.994,0.436,0.130,111.000,151.000,0.424,0.95,1000
6,3,65.570,0.503,0.131,127.000,135.000,0.485,0.95,1000
7,3,67.793,0.456,0.132,113.000,149.000,0.431,0.95,1000
8,3,67.670,0.460,0.132,117.000,145.000,0.447,0.95,1000
9,3,67.670,0.460,0.133,117.000,145.000,0.447,0.95,1000
10,3,67.670,0.460,0.212,117.000,145.000,0.447,0.95,1000
11,3,67.670,0.460,0.212,117.000,145.000,0.447,0.95,1000
12,3,67.670,0.460,0.213,117.000,145.000,0.447,0.95,1000
13,3,71.253,0.398,0.213,108.000,154.000,0.412,0.95,1000
14,3,71.253,0.398,0.214,108.000,154.000,0.412,0.95,1000
15,3,71.253,0.398,0.215,108.000,154.000,0.412,0.95,1000
16,3,71.253,0.398,0.215,108.000,154.000,0.412,0.95,1000
17,3,71.253,0.398,0.216,108.000,154.000,0.412,0.95,1000
18,3,69.772,0.398,0.216,109.000,153.000,0.416,0.95,1000
19,3,69.772,0.398,0.226,109.000,153.000,0.416,0.95,1000
20,3,69.732,0.398,0.227,109.000,153.000,0.416,0.95,1000
21,3,69.732,0.398,0.232,109.000,153.000,0.416,0.95,1000
22,3,77.793,0.393,0.241,108.000,154.000,0.412,0.95,1000
23,3,77.793,0.393,0.241,108.000,154.000,0.412,0.95,1000
24,3,75.485,0.394,0.291,106.000,156.000,0.405,0.95,1000
25,3,79.686,0.335,0.359,100.000,162.000,0.382,0.95,1000
26,3,68.591,0.337,0.361,100.000,162.000,0.382,0.95,1000
27,3,81.281,0.335,0.362,100.000,162.000,0.382,0.95,1000
28,3,81.282,0.335,0.362,100.000,162.000,0.382,0.95,1000
29,3,81.282,0.335,0.363,100.000,162.000,0.382,0.95,1000
30,3,81.282,0.335,0.363,100.000,162.000,0.382,0.95,1000
31,3,81.282,0.335,0.364,100.000,162.000,0.382,0.95,1000
32,3,81.282,0.335,0.365,100.000,162.000,0.382,0.95,1000
33,3,81.282,0.335,0.365,100.000,162.000,0.382,0.95,1000
34,3,81.282,0.335,0.384,100.000,162.000,0.382,0.95,1000
35,3,88.190,0.333,0.401,100.000,162.000,0.382,0.95,1000
36,3,78.203,0.333,0.401,101.000,161.000,0.385,0.95,1000
37,3,78.203,0.333,0.402,101.000,161.000,0.385,0.95,1000
38,3,75.625,0.375,0.402,110.000,152.000,0.420,0.95,1000
39,3,75.625,0.375,0.403,110.000,152.000,0.420,0.95,1000
40,3,68.465,0.402,0.403,112.000,150.000,0.427,0.95,1000
41,3,68.457,0.402,0.446,113.000,149.000,0.431,0.95,1000
42,3,68.457,0.402,0.497,113.000,149.000,0.431,0.95,1000
43,3,68.437,0.402,0.498,113.000,149.000,0.431,0.95,1000
44,3,68.987,0.402,0.526,113.000,149.000,0.431,0.95,1000
45,3,66.907,0.491,0.544,134.000,128.000,0.511,0.95,1000
46,3,66.907,0.491,0.544,134.000,128.000,0.511,0.95,1000
47,3,66.907,0.491,0.570,134.000,128.000,0.511,0.95,1000
48,3,64.612,0.509,0.570,127.000,135.000,0.485,0.95,1000
49,3,64.612,0.509,0.571,127.000,135.000,0.485,0.95,1000
50,3,64.612,0.509,0.571,127.000,135.000,0.485,0.95,1000
51,3,58.564,0.673,0.572,157.000,105.000,0.599,0.95,1000
52,3,58.564,0.673,0.615,157.000,105.000,0.599,0.95,1000
53,3,58.564,0.673,0.616,157.000,105.000,0.599,0.95,1000
54,3,58.268,0.677,0.616,158.000,104.000,0.603,0.95,1000
55,3,58.252,0.677,0.635,158.000,104.000,0.603,0.95,1000
56,3,56.303,0.677,0.667,158.000,104.000,0.603,0.95,1000
57,3,56.644,0.671,0.667,159.000,103.000,0.607,0.95,1000
58,3,56.584,0.673,0.667,159.000,103.000,0.607,0.95,1000
59,3,56.584,0.673,0.692,159.000,103.000,0.607,0.95,1000
60,3,56.584,0.673,0.692,159.000,103.000,0.607,0.95,1000
61,3,56.584,0.673,0.693,159.000,103.000,0.607,0.95,1000
62,3,56.166,0.673,0.693,159.000,103.000,0.607,0.95,1000
63,3,56.169,0.673,0.694,159.000,103.000,0.607,0.95,1000
64,3,56.169,0.673,0.694,159.000,103.000,0.607,0.95,1000
65,3,56.169,0.673,0.695,159.000,103.000,0.607,0.95,1000
66,3,56.292,0.671,0.695,159.000,103.000,0.607,0.95,1000
67,3,56.292,0.671,0.695,159.000,103.000,0.607,0.95,1000
68,3,56.270,0.671,0.696,159.000,103.000,0.607,0.95,1000
69,3,56.110,0.671,0.696,159.000,103.000,0.607,0.95,1000
70,3,56.118,0.671,0.696,159.000,103.000,0.607,0.95,1000
71,3,56.118,0.671,0.697,159.000,103.000,0.607,0.95,1000
72,3,56.118,0.671,0.697,159.000,103.000,0.607,0.95,1000
73,3,56.118,0.671,0.697,159.000,103.000,0.607,0.95,1000
74,3,56.118,0.671,0.698,159.000,103.000,0.607,0.95,1000
75,3,56.118,0.671,0.698,159.000,103.000,0.607,0.95,1000
76,3,56.168,0.671,0.698,159.000,103.000,0.607,0.95,1000
77,3,56.032,0.673,0.699,159.000,103.000,0.607,0.95,1000
78,3,56.032,0.673,0.699,159.000,103.000,0.607,0.95,1000
79,3,56.032,0.673,0.699,159.000,103.000,0.607,0.95,1000
80,3,56.027,0.673,0.703,159.000,103.000,0.607,0.95,1000
81,3,56.449,0.673,0.704,159.000,103.000,0.607,0.95,1000
82,3,56.434,0.673,0.704,159.000,103.000,0.607,0.95,1000
83,3,56.434,0.673,0.706,159.000,103.000,0.607,0.95,1000
84,3,56.540,0.673,0.706,159.000,103.000,0.607,0.95,1000
85,3,56.540,0.673,0.707,159.000,103.000,0.607,0.95,1000
86,3,56.549,0.673,0.707,159.000,103.000,0.607,0.95,1000
87,3,56.549,0.673,0.708,159.000,103.000,0.607,0.95,1000
88,3,56.549,0.673,0.708,159.000,103.000,0.607,0.95,1000
89,3,56.549,0.673,0.708,159.000,103.000,0.607,0.95,1000
90,3,56.549,0.673,0.709,159.000,103.000,0.607,0.95,1000
91,3,56.549,0.673,0.709,159.000,103.000,0.607,0.95,1000
92,3,56.549,0.673,0.709,159.000,103.000,0.607,0.95,1000
93,3,56.549,0.673,0.801,159.000,103.000,0.607,0.95,1000
94,3,56.549,0.673,0.801,159.000,103.000,0.607,0.95,1000
95,3,56.558,0.673,0.801,159.000,103.000,0.607,0.95,1000
96,3,56.558,0.673,0.802,159.000,103.000,0.607,0.95,1000
97,3,56.558,0.673,0.802,159.000,103.000,0.607,0.95,1000
98,3,59.835,0.673,0.802,159.000,103.000,0.607,0.95,1000
99,3,59.064,0.673,0.803,159.000,103.000,0.607,0.95,1000
100,3,59.064,0.673,0.804,159.000,103.000,0.607,0.95,1000
1,9,61.905,0.655,0.072,157.000,105.000,0.599,0.95,1000
2,9,60.189,0.655,0.073,157.000,105.000,0.599,0.95,1000
3,9,60.189,0.655,0.076,157.000,105.000,0.599,0.95,1000
4,9,60.567,0.655,0.077,157.000,105.000,0.599,0.95,1000
5,9,60.567,0.655,0.078,157.000,105.000,0.599,0.95,1000
6,9,60.576,0.653,0.079,157.000,105.000,0.599,0.95,1000
7,9,60.576,0.653,0.080,157.000,105.000,0.599,0.95,1000
8,9,60.576,0.653,0.081,157.000,105.000,0.599,0.95,1000
9,9,60.576,0.653,0.081,157.000,105.000,0.599,0.95,1000
10,9,60.576,0.653,0.085,157.000,105.000,0.599,0.95,1000
11,9,60.607,0.657,0.085,157.000,105.000,0.599,0.95,1000
12,9,60.607,0.657,0.086,157.000,105.000,0.599,0.95,1000
13,9,60.607,0.657,0.089,157.000,105.000,0.599,0.95,1000
14,9,60.745,0.657,0.090,157.000,105.000,0.599,0.95,1000
15,9,62.486,0.657,0.092,157.000,105.000,0.599,0.95,1000
16,9,56.720,0.657,0.093,157.000,105.000,0.599,0.95,1000
17,9,56.720,0.657,0.093,157.000,105.000,0.599,0.95,1000
18,9,56.720,0.657,0.094,157.000,105.000,0.599,0.95,1000
19,9,56.719,0.657,0.184,157.000,105.000,0.599,0.95,1000
20,9,57.388,0.663,0.185,158.000,104.000,0.603,0.95,1000
21,9,57.388,0.663,0.185,158.000,104.000,0.603,0.95,1000
22,9,55.293,0.661,0.202,163.000,99.000,0.622,0.95,1000
23,9,55.327,0.661,0.262,163.000,99.000,0.622,0.95,1000
24,9,55.327,0.661,0.345,163.000,99.000,0.622,0.95,1000
25,9,55.159,0.661,0.346,161.000,101.000,0.615,0.95,1000
26,9,55.502,0.661,0.347,162.000,100.000,0.618,0.95,1000
27,9,55.509,0.661,0.350,162.000,100.000,0.618,0.95,1000
28,9,55.048,0.661,0.484,162.000,100.000,0.618,0.95,1000
29,9,54.983,0.661,0.485,161.000,101.000,0.615,0.95,1000
30,9,54.502,0.663,0.485,158.000,104.000,0.603,0.95,1000
31,9,54.797,0.663,0.486,158.000,104.000,0.603,0.95,1000
32,9,55.019,0.663,0.486,158.000,104.000,0.603,0.95,1000
33,9,55.316,0.659,0.487,159.000,103.000,0.607,0.95,1000
34,9,55.384,0.659,0.487,159.000,103.000,0.607,0.95,1000
35,9,55.681,0.671,0.488,160.000,102.000,0.611,0.95,1000
36,9,55.681,0.671,0.488,160.000,102.000,0.611,0.95,1000
37,9,55.681,0.671,0.489,160.000,102.000,0.611,0.95,1000
38,9,57.764,0.673,0.489,157.000,105.000,0.599,0.95,1000
39,9,56.658,0.671,0.489,157.000,105.000,0.599,0.95,1000
40,9,56.658,0.671,0.525,157.000,105.000,0.599,0.95,1000
41,9,56.831,0.671,0.526,157.000,105.000,0.599,0.95,1000
42,9,56.835,0.671,0.527,157.000,105.000,0.599,0.95,1000
43,9,56.835,0.671,0.528,157.000,105.000,0.599,0.95,1000
44,9,56.570,0.671,0.528,157.000,105.000,0.599,0.95,1000
45,9,56.570,0.671,0.529,157.000,105.000,0.599,0.95,1000
46,9,56.575,0.671,0.548,157.000,105.000,0.599,0.95,1000
47,9,56.575,0.671,0.548,157.000,105.000,0.599,0.95,1000
48,9,56.651,0.671,0.549,157.000,105.000,0.599,0.95,1000
49,9,56.852,0.671,0.549,157.000,105.000,0.599,0.95,1000
50,9,56.867,0.671,0.549,157.000,105.000,0.599,0.95,1000
51,9,56.164,0.657,0.550,160.000,102.000,0.611,0.95,1000
52,9,55.723,0.657,0.559,160.000,102.000,0.611,0.95,1000
53,9,55.723,0.657,0.559,160.000,102.000,0.611,0.95,1000
54,9,55.719,0.659,0.582,161.000,101.000,0.615,0.95,1000
55,9,55.820,0.663,0.582,161.000,101.000,0.615,0.95,1000
56,9,58.988,0.667,0.583,162.000,100.000,0.618,0.95,1000
57,9,57.956,0.667,0.583,162.000,100.000,0.618,0.95,1000
58,9,57.956,0.667,0.583,162.000,100.000,0.618,0.95,1000
59,9,56.553,0.667,0.608,162.000,100.000,0.618,0.95,1000
60,9,56.552,0.667,0.623,162.000,100.000,0.618,0.95,1000
61,9,56.546,0.667,0.671,162.000,100.000,0.618,0.95,1000
62,9,56.759,0.667,0.672,162.000,100.000,0.618,0.95,1000
63,9,57.025,0.667,0.672,162.000,100.000,0.618,0.95,1000
64,9,57.025,0.667,0.673,162.000,100.000,0.618,0.95,1000
65,9,57.721,0.667,0.673,162.000,100.000,0.618,0.95,1000
66,9,58.019,0.667,0.692,162.000,100.000,0.618,0.95,1000
67,9,57.970,0.667,0.692,162.000,100.000,0.618,0.95,1000
68,9,57.970,0.667,0.692,162.000,100.000,0.618,0.95,1000
69,9,57.989,0.667,0.693,162.000,100.000,0.618,0.95,1000
70,9,57.780,0.667,0.693,162.000,100.000,0.618,0.95,1000
71,9,60.282,0.667,0.693,162.000,100.000,0.618,0.95,1000
72,9,60.198,0.667,0.694,162.000,100.000,0.618,0.95,1000
73,9,60.198,0.667,0.694,162.000,100.000,0.618,0.95,1000
74,9,64.256,0.667,0.694,162.000,100.000,0.618,0.95,1000
75,9,64.189,0.667,0.695,162.000,100.000,0.618,0.95,1000
76,9,64.488,0.667,0.695,162.000,100.000,0.618,0.95,1000
77,9,64.488,0.667,0.695,162.000,100.000,0.618,0.95,1000
78,9,60.464,0.667,0.696,162.000,100.000,0.618,0.95,1000
79,9,62.909,0.667,0.696,162.000,100.000,0.618,0.95,1000
80,9,62.928,0.667,0.696,162.000,100.000,0.618,0.95,1000
81,9,62.928,0.667,0.697,162.000,100.000,0.618,0.95,1000
82,9,62.929,0.667,0.697,162.000,100.000,0.618,0.95,1000
83,9,63.776,0.667,0.697,162.000,100.000,0.618,0.95,1000
84,9,63.773,0.667,0.777,162.000,100.000,0.618,0.95,1000
85,9,63.773,0.667,0.777,162.000,100.000,0.618,0.95,1000
86,9,63.773,0.667,0.777,162.000,100.000,0.618,0.95,1000
87,9,63.857,0.667,0.778,162.000,100.000,0.618,0.95,1000
88,9,63.578,0.667,0.778,162.000,100.000,0.618,0.95,1000
89,9,64.962,0.667,0.779,162.000,100.000,0.618,0.95,1000
90,9,63.899,0.667,0.779,162.000,100.000,0.618,0.95,1000
91,9,63.525,0.667,0.779,162.000,100.000,0.618,0.95,1000
92,9,63.525,0.667,0.780,162.000,100.000,0.618,0.95,1000
93,9,63.607,0.667,0.780,162.000,100.000,0.618,0.95,1000
94,9,63.879,0.667,0.780,162.000,100.000,0.618,0.95,1000
95,9,62.280,0.669,0.781,159.000,103.000,0.607,0.95,1000
96,9,62.104,0.669,0.781,159.000,103.000,0.607,0.95,1000
97,9,62.104,0.669,0.781,159.000,103.000,0.607,0.95,1000
