a,b,c,d,e,f,g,h,i,j,k
10,3,80.528,0.333,0.804,100.000,162.000,0.382,100,25,10
11,3,80.528,0.333,0.804,100.000,162.000,0.382,100,25,10
12,3,80.528,0.333,0.805,100.000,162.000,0.382,100,25,10
13,3,80.528,0.333,0.816,100.000,162.000,0.382,100,25,10
14,3,80.515,0.333,0.816,100.000,162.000,0.382,100,25,10
15,3,80.515,0.333,0.817,100.000,162.000,0.382,100,25,10
16,3,73.030,0.333,0.817,100.000,162.000,0.382,100,25,10
17,3,73.030,0.333,0.818,100.000,162.000,0.382,100,25,10
18,3,73.030,0.333,0.818,100.000,162.000,0.382,100,25,10
19,3,73.030,0.333,0.819,100.000,162.000,0.382,100,25,10
20,3,73.030,0.333,0.819,100.000,162.000,0.382,100,25,10
21,3,73.030,0.333,0.820,100.000,162.000,0.382,100,25,10
22,3,73.030,0.333,0.820,100.000,162.000,0.382,100,25,10
23,3,73.030,0.333,0.821,100.000,162.000,0.382,100,25,10
24,3,73.030,0.333,0.821,100.000,162.000,0.382,100,25,10
25,3,72.811,0.333,0.822,100.000,162.000,0.382,100,25,10
26,3,72.811,0.333,0.823,100.000,162.000,0.382,100,25,10
27,3,70.617,0.337,0.823,100.000,162.000,0.382,100,25,10
28,3,70.617,0.337,0.824,100.000,162.000,0.382,100,25,10
29,3,70.617,0.337,0.824,100.000,162.000,0.382,100,25,10
30,3,70.136,0.339,0.824,102.000,160.000,0.389,100,25,10
31,3,70.136,0.339,0.825,102.000,160.000,0.389,100,25,10
32,3,70.136,0.339,0.825,102.000,160.000,0.389,100,25,10
33,3,70.136,0.339,0.826,102.000,160.000,0.389,100,25,10
34,3,70.136,0.339,0.826,102.000,160.000,0.389,100,25,10
35,3,70.136,0.339,0.834,102.000,160.000,0.389,100,25,10
36,3,70.125,0.339,0.835,102.000,160.000,0.389,100,25,10
37,3,70.125,0.339,0.835,102.000,160.000,0.389,100,25,10
38,3,70.125,0.339,0.836,102.000,160.000,0.389,100,25,10
39,3,70.125,0.339,0.836,102.000,160.000,0.389,100,25,10
40,3,70.125,0.339,0.837,102.000,160.000,0.389,100,25,10
41,3,70.125,0.339,0.837,102.000,160.000,0.389,100,25,10
42,3,69.934,0.339,0.838,102.000,160.000,0.389,100,25,10
43,3,64.954,0.651,0.978,156.000,106.000,0.595,100,25,10
44,3,64.954,0.651,0.978,156.000,106.000,0.595,100,25,10
45,3,64.447,0.649,0.979,157.000,105.000,0.599,100,25,10
46,3,62.399,0.645,0.979,161.000,101.000,0.615,100,25,10
47,3,62.399,0.645,0.980,161.000,101.000,0.615,100,25,10
48,3,62.304,0.645,0.980,161.000,101.000,0.615,100,25,10
49,3,62.304,0.645,0.980,161.000,101.000,0.615,100,25,10
50,3,62.295,0.645,0.982,161.000,101.000,0.615,100,25,10
51,3,62.295,0.645,0.982,161.000,101.000,0.615,100,25,10
52,3,62.295,0.645,0.982,161.000,101.000,0.615,100,25,10
53,3,62.295,0.645,0.983,161.000,101.000,0.615,100,25,10
54,3,62.295,0.645,0.983,161.000,101.000,0.615,100,25,10
55,3,62.295,0.645,0.983,161.000,101.000,0.615,100,25,10
56,3,62.295,0.645,0.984,161.000,101.000,0.615,100,25,10
57,3,62.295,0.645,0.984,161.000,101.000,0.615,100,25,10
58,3,62.295,0.645,0.984,161.000,101.000,0.615,100,25,10
59,3,61.498,0.647,0.985,159.000,103.000,0.607,100,25,10
60,3,61.498,0.647,0.985,159.000,103.000,0.607,100,25,10
61,3,61.498,0.647,0.985,159.000,103.000,0.607,100,25,10
62,3,61.498,0.647,0.986,159.000,103.000,0.607,100,25,10
63,3,61.498,0.647,0.986,159.000,103.000,0.607,100,25,10
64,3,61.498,0.647,0.986,159.000,103.000,0.607,100,25,10
65,3,61.498,0.647,0.987,159.000,103.000,0.607,100,25,10
66,3,61.498,0.647,1.195,159.000,103.000,0.607,100,25,10
67,3,61.498,0.647,1.196,159.000,103.000,0.607,100,25,10
68,3,61.421,0.647,1.196,159.000,103.000,0.607,100,25,10
69,3,60.109,0.647,1.196,159.000,103.000,0.607,100,25,10
70,3,60.109,0.647,1.197,159.000,103.000,0.607,100,25,10
71,3,60.109,0.647,1.197,159.000,103.000,0.607,100,25,10
72,3,60.109,0.647,1.198,159.000,103.000,0.607,100,25,10
73,3,60.109,0.647,1.199,159.000,103.000,0.607,100,25,10
74,3,60.109,0.647,1.199,159.000,103.000,0.607,100,25,10
75,3,59.934,0.649,1.199,160.000,102.000,0.611,100,25,10
76,3,59.933,0.649,1.200,160.000,102.000,0.611,100,25,10
77,3,59.933,0.649,1.200,160.000,102.000,0.611,100,25,10
78,3,59.933,0.649,1.201,160.000,102.000,0.611,100,25,10
79,3,59.933,0.649,1.201,160.000,102.000,0.611,100,25,10
80,3,59.933,0.649,1.201,160.000,102.000,0.611,100,25,10
81,3,59.933,0.649,1.201,160.000,102.000,0.611,100,25,10
82,3,59.933,0.649,1.202,160.000,102.000,0.611,100,25,10
83,3,59.933,0.649,1.202,160.000,102.000,0.611,100,25,10
84,3,59.933,0.649,1.202,160.000,102.000,0.611,100,25,10
85,3,59.933,0.649,1.203,160.000,102.000,0.611,100,25,10
86,3,58.518,0.659,1.203,159.000,103.000,0.607,100,25,10
87,3,58.518,0.659,1.203,159.000,103.000,0.607,100,25,10
88,3,58.518,0.659,1.204,159.000,103.000,0.607,100,25,10
89,3,58.518,0.659,1.204,159.000,103.000,0.607,100,25,10
90,3,58.518,0.659,1.204,159.000,103.000,0.607,100,25,10
91,3,58.518,0.659,1.413,159.000,103.000,0.607,100,25,10
92,3,58.518,0.659,1.413,159.000,103.000,0.607,100,25,10
93,3,58.518,0.659,1.413,159.000,103.000,0.607,100,25,10
94,3,58.518,0.659,1.414,159.000,103.000,0.607,100,25,10
95,3,58.518,0.659,1.414,159.000,103.000,0.607,100,25,10
96,3,58.518,0.659,1.414,159.000,103.000,0.607,100,25,10
97,3,58.518,0.659,1.415,159.000,103.000,0.607,100,25,10
98,3,58.518,0.659,1.415,159.000,103.000,0.607,100,25,10
99,3,58.518,0.659,1.415,159.000,103.000,0.607,100,25,10
100,3,58.518,0.659,1.416,159.000,103.000,0.607,100,25,10
1,9,70.975,0.331,0.001,99.000,163.000,0.378,500,150,100
2,9,69.291,0.331,0.174,99.000,163.000,0.378,500,150,100
3,9,69.134,0.331,0.190,99.000,163.000,0.378,500,150,100
4,9,68.754,0.331,0.247,99.000,163.000,0.378,500,150,100
5,9,68.754,0.331,0.407,99.000,163.000,0.378,500,150,100
6,9,68.754,0.331,0.409,99.000,163.000,0.378,500,150,100
7,9,68.754,0.331,0.469,99.000,163.000,0.378,500,150,100
8,9,68.754,0.331,0.522,99.000,163.000,0.378,500,150,100
9,9,68.754,0.331,0.523,99.000,163.000,0.378,500,150,100
10,9,68.754,0.331,0.632,99.000,163.000,0.378,500,150,100
11,9,68.754,0.331,0.716,99.000,163.000,0.378,500,150,100
12,9,68.111,0.331,0.811,99.000,163.000,0.378,500,150,100
13,9,68.111,0.331,0.812,99.000,163.000,0.378,500,150,100
14,9,68.111,0.331,0.813,99.000,163.000,0.378,500,150,100
15,9,68.111,0.331,0.813,99.000,163.000,0.378,500,150,100
16,9,67.959,0.337,0.814,96.000,166.000,0.366,500,150,100
17,9,67.959,0.337,0.814,96.000,166.000,0.366,500,150,100
18,9,67.959,0.337,0.815,96.000,166.000,0.366,500,150,100
19,9,67.924,0.337,0.815,96.000,166.000,0.366,500,150,100
20,9,61.046,0.649,0.816,158.000,104.000,0.603,500,150,100
21,9,61.035,0.649,0.816,158.000,104.000,0.603,500,150,100
22,9,61.035,0.649,0.817,158.000,104.000,0.603,500,150,100
23,9,61.035,0.649,0.818,158.000,104.000,0.603,500,150,100
24,9,60.290,0.649,0.818,158.000,104.000,0.603,500,150,100
25,9,60.290,0.649,0.819,158.000,104.000,0.603,500,150,100
26,9,60.208,0.653,0.820,158.000,104.000,0.603,500,150,100
27,9,60.208,0.653,0.823,159.000,103.000,0.607,500,150,100
28,9,60.208,0.653,0.824,159.000,103.000,0.607,500,150,100
29,9,60.208,0.653,0.824,159.000,103.000,0.607,500,150,100
30,9,60.208,0.653,0.825,159.000,103.000,0.607,500,150,100
31,9,60.208,0.653,0.825,159.000,103.000,0.607,500,150,100
32,9,60.208,0.653,0.826,159.000,103.000,0.607,500,150,100
33,9,60.198,0.653,0.826,159.000,103.000,0.607,500,150,100
34,9,60.198,0.653,0.826,159.000,103.000,0.607,500,150,100
35,9,56.291,0.682,0.827,158.000,104.000,0.603,500,150,100
36,9,56.291,0.682,0.828,158.000,104.000,0.603,500,150,100
37,9,56.291,0.682,0.828,158.000,104.000,0.603,500,150,100
38,9,56.291,0.682,0.829,158.000,104.000,0.603,500,150,100
39,9,56.291,0.682,1.041,158.000,104.000,0.603,500,150,100
40,9,56.117,0.682,1.042,159.000,103.000,0.607,500,150,100
41,9,56.117,0.682,1.042,159.000,103.000,0.607,500,150,100
42,9,56.117,0.682,1.043,159.000,103.000,0.607,500,150,100
43,9,56.114,0.682,1.044,159.000,103.000,0.607,500,150,100
44,9,56.114,0.682,1.044,159.000,103.000,0.607,500,150,100
45,9,56.114,0.682,1.045,159.000,103.000,0.607,500,150,100
46,9,56.114,0.682,1.045,159.000,103.000,0.607,500,150,100
47,9,56.106,0.682,1.046,159.000,103.000,0.607,500,150,100
48,9,56.106,0.682,1.046,159.000,103.000,0.607,500,150,100
49,9,56.070,0.682,1.046,159.000,103.000,0.607,500,150,100
50,9,56.070,0.682,1.047,159.000,103.000,0.607,500,150,100
51,9,56.070,0.682,1.047,159.000,103.000,0.607,500,150,100
52,9,56.070,0.682,1.047,159.000,103.000,0.607,500,150,100
53,9,56.070,0.682,1.048,159.000,103.000,0.607,500,150,100
54,9,56.070,0.682,1.048,159.000,103.000,0.607,500,150,100
55,9,56.046,0.682,1.048,159.000,103.000,0.607,500,150,100
56,9,55.985,0.682,1.049,159.000,103.000,0.607,500,150,100
57,9,55.985,0.682,1.049,159.000,103.000,0.607,500,150,100
58,9,55.781,0.682,1.049,159.000,103.000,0.607,500,150,100
59,9,55.781,0.682,1.050,159.000,103.000,0.607,500,150,100
60,9,55.781,0.682,1.050,159.000,103.000,0.607,500,150,100
61,9,55.781,0.682,1.050,159.000,103.000,0.607,500,150,100
62,9,55.781,0.682,1.051,159.000,103.000,0.607,500,150,100
63,9,55.781,0.682,1.130,159.000,103.000,0.607,500,150,100
64,9,55.781,0.682,1.131,159.000,103.000,0.607,500,150,100
65,9,55.646,0.682,1.131,159.000,103.000,0.607,500,150,100
66,9,55.643,0.682,1.132,159.000,103.000,0.607,500,150,100
67,9,55.639,0.682,1.132,159.000,103.000,0.607,500,150,100
68,9,55.639,0.682,1.132,159.000,103.000,0.607,500,150,100
69,9,55.639,0.682,1.133,159.000,103.000,0.607,500,150,100
70,9,55.639,0.682,1.133,159.000,103.000,0.607,500,150,100
71,9,55.639,0.682,1.134,159.000,103.000,0.607,500,150,100
72,9,55.571,0.682,1.134,158.000,104.000,0.603,500,150,100
73,9,55.571,0.682,1.134,158.000,104.000,0.603,500,150,100
74,9,55.571,0.682,1.135,158.000,104.000,0.603,500,150,100
75,9,55.571,0.682,1.135,158.000,104.000,0.603,500,150,100
76,9,55.571,0.682,1.135,158.000,104.000,0.603,500,150,100
77,9,55.571,0.682,1.271,158.000,104.000,0.603,500,150,100
78,9,55.571,0.682,1.271,158.000,104.000,0.603,500,150,100
79,9,55.559,0.682,1.272,158.000,104.000,0.603,500,150,100
80,9,55.558,0.682,1.272,158.000,104.000,0.603,500,150,100
81,9,55.540,0.682,1.272,158.000,104.000,0.603,500,150,100
82,9,55.382,0.682,1.273,158.000,104.000,0.603,500,150,100
83,9,55.382,0.682,1.273,158.000,104.000,0.603,500,150,100
84,9,55.382,0.682,1.273,158.000,104.000,0.603,500,150,100
85,9,55.382,0.682,1.274,158.000,104.000,0.603,500,150,100
86,9,55.382,0.682,1.274,158.000,104.000,0.603,500,150,100
87,9,55.382,0.682,1.274,158.000,104.000,0.603,500,150,100
88,9,55.382,0.682,1.275,158.000,104.000,0.603,500,150,100
89,9,55.382,0.682,1.275,158.000,104.000,0.603,500,150,100
90,9,55.382,0.682,1.275,158.000,104.000,0.603,500,150,100
91,9,55.382,0.682,1.276,158.000,104.000,0.603,500,150,100
92,9,55.382,0.682,1.276,158.000,104.000,0.603,500,150,100
93,9,55.382,0.682,1.276,158.000,104.000,0.603,500,150,100
94,9,55.373,0.682,1.277,158.000,104.000,0.603,500,150,100
95,9,55.373,0.682,1.277,158.000,104.000,0.603,500,150,100
96,9,55.373,0.682,1.277,158.000,104.000,0.603,500,150,100
97,9,55.373,0.682,1.278,158.000,104.000,0.603,500,150,100
98,9,55.352,0.682,1.278,157.000,105.000,0.599,500,150,100
99,9,55.352,0.682,1.279,157.000,105.000,0.599,500,150,100
100,9,55.351,0.682,1.279,157.000,105.000,0.599,500,150,100
1,6,85.582,0.329,0.001,100.000,162.000,0.382,200,75,50
2,6,85.287,0.329,0.019,100.000,162.000,0.382,200,75,50
3,6,85.287,0.329,0.020,100.000,162.000,0.382,200,75,50
4,6,85.287,0.329,0.121,100.000,162.000,0.382,200,75,50
5,6,85.287,0.329,0.127,100.000,162.000,0.382,200,75,50
6,6,85.281,0.329,0.166,100.000,162.000,0.382,200,75,50
7,6,85.281,0.329,0.224,100.000,162.000,0.382,200,75,50
8,6,81.179,0.329,0.225,99.000,163.000,0.378,200,75,50
9,6,81.179,0.329,0.280,99.000,163.000,0.378,200,75,50
10,6,81.179,0.329,0.430,99.000,163.000,0.378,200,75,50
11,6,81.179,0.329,0.538,99.000,163.000,0.378,200,75,50
12,6,69.013,0.353,0.539,105.000,157.000,0.401,200,75,50
13,6,69.013,0.353,0.540,105.000,157.000,0.401,200,75,50
14,6,69.012,0.353,0.540,105.000,157.000,0.401,200,75,50
15,6,68.863,0.353,0.587,104.000,158.000,0.397,200,75,50
16,6,68.863,0.353,0.587,104.000,158.000,0.397,200,75,50
17,6,68.863,0.353,0.588,104.000,158.000,0.397,200,75,50
18,6,68.863,0.353,0.588,104.000,158.000,0.397,200,75,50
19,6,68.863,0.353,0.589,104.000,158.000,0.397,200,75,50
20,6,68.863,0.353,0.589,104.000,158.000,0.397,200,75,50
21,6,68.863,0.353,0.590,104.000,158.000,0.397,200,75,50
22,6,60.914,0.536,0.590,136.000,126.000,0.519,200,75,50
23,6,60.914,0.536,0.591,136.000,126.000,0.519,200,75,50
24,6,60.914,0.536,0.591,136.000,126.000,0.519,200,75,50
25,6,60.914,0.536,0.592,136.000,126.000,0.519,200,75,50
26,6,58.692,0.588,0.592,150.000,112.000,0.573,200,75,50
27,6,58.692,0.588,0.593,150.000,112.000,0.573,200,75,50
28,6,58.692,0.588,0.593,150.000,112.000,0.573,200,75,50
29,6,58.684,0.588,0.594,150.000,112.000,0.573,200,75,50
30,6,58.684,0.588,0.594,150.000,112.000,0.573,200,75,50
31,6,58.684,0.588,0.595,150.000,112.000,0.573,200,75,50
32,6,57.834,0.615,0.595,157.000,105.000,0.599,200,75,50
33,6,57.834,0.615,0.596,157.000,105.000,0.599,200,75,50
34,6,57.493,0.623,0.597,159.000,103.000,0.607,200,75,50
35,6,57.201,0.623,0.597,159.000,103.000,0.607,200,75,50
36,6,55.005,0.690,0.598,162.000,100.000,0.618,200,75,50
37,6,55.005,0.690,0.598,162.000,100.000,0.618,200,75,50
38,6,55.005,0.690,0.599,162.000,100.000,0.618,200,75,50
39,6,55.005,0.690,0.792,162.000,100.000,0.618,200,75,50
40,6,55.005,0.690,0.792,162.000,100.000,0.618,200,75,50
41,6,55.005,0.690,0.793,162.000,100.000,0.618,200,75,50
42,6,55.005,0.690,0.793,162.000,100.000,0.618,200,75,50
43,6,55.005,0.690,0.794,162.000,100.000,0.618,200,75,50
44,6,53.130,0.680,0.794,160.000,102.000,0.611,200,75,50
45,6,53.081,0.680,0.794,160.000,102.000,0.611,200,75,50
46,6,53.081,0.680,0.795,160.000,102.000,0.611,200,75,50
47,6,52.864,0.682,0.795,160.000,102.000,0.611,200,75,50
48,6,52.864,0.682,0.795,160.000,102.000,0.611,200,75,50
49,6,52.864,0.682,0.796,160.000,102.000,0.611,200,75,50
50,6,52.864,0.682,0.796,160.000,102.000,0.611,200,75,50
51,6,52.864,0.682,0.961,160.000,102.000,0.611,200,75,50
52,6,52.864,0.682,0.962,160.000,102.000,0.611,200,75,50
53,6,52.832,0.680,0.962,162.000,100.000,0.618,200,75,50
54,6,52.832,0.680,0.962,162.000,100.000,0.618,200,75,50
55,6,52.832,0.680,0.963,162.000,100.000,0.618,200,75,50
56,6,52.832,0.680,0.963,162.000,100.000,0.618,200,75,50
57,6,52.350,0.690,0.963,160.000,102.000,0.611,200,75,50
58,6,52.083,0.694,0.964,161.000,101.000,0.615,200,75,50
59,6,52.083,0.694,0.964,161.000,101.000,0.615,200,75,50
60,6,52.083,0.694,0.964,161.000,101.000,0.615,200,75,50
61,6,52.083,0.694,0.965,161.000,101.000,0.615,200,75,50
62,6,51.955,0.696,0.965,159.000,103.000,0.607,200,75,50
63,6,51.433,0.704,0.965,159.000,103.000,0.607,200,75,50
64,6,51.433,0.704,0.966,159.000,103.000,0.607,200,75,50
65,6,51.433,0.704,1.142,159.000,103.000,0.607,200,75,50
66,6,51.433,0.704,1.143,159.000,103.000,0.607,200,75,50
67,6,51.388,0.704,1.143,159.000,103.000,0.607,200,75,50
68,6,51.388,0.704,1.143,159.000,103.000,0.607,200,75,50
69,6,51.388,0.704,1.143,159.000,103.000,0.607,200,75,50
70,6,51.388,0.704,1.144,159.000,103.000,0.607,200,75,50
71,6,51.388,0.704,1.144,159.000,103.000,0.607,200,75,50
72,6,51.388,0.704,1.144,159.000,103.000,0.607,200,75,50
73,6,51.388,0.704,1.145,159.000,103.000,0.607,200,75,50
74,6,51.388,0.704,1.145,159.000,103.000,0.607,200,75,50
75,6,51.388,0.704,1.145,159.000,103.000,0.607,200,75,50
76,6,51.384,0.704,1.146,159.000,103.000,0.607,200,75,50
77,6,51.370,0.704,1.146,159.000,103.000,0.607,200,75,50
78,6,51.370,0.704,1.147,159.000,103.000,0.607,200,75,50
79,6,51.370,0.704,1.377,159.000,103.000,0.607,200,75,50
80,6,51.370,0.704,1.378,159.000,103.000,0.607,200,75,50
81,6,51.370,0.704,1.378,159.000,103.000,0.607,200,75,50
82,6,51.370,0.704,1.378,159.000,103.000,0.607,200,75,50
83,6,51.208,0.706,1.379,159.000,103.000,0.607,200,75,50
84,6,51.208,0.706,1.379,159.000,103.000,0.607,200,75,50
85,6,51.208,0.706,1.379,159.000,103.000,0.607,200,75,50
86,6,51.208,0.706,1.380,159.000,103.000,0.607,200,75,50
87,6,51.208,0.706,1.380,159.000,103.000,0.607,200,75,50
88,6,51.208,0.706,1.380,159.000,103.000,0.607,200,75,50
89,6,51.208,0.706,1.381,159.000,103.000,0.607,200,75,50
90,6,51.208,0.706,1.381,159.000,103.000,0.607,200,75,50
91,6,51.208,0.706,1.381,159.000,103.000,0.607,200,75,50
92,6,51.208,0.706,1.382,159.000,103.000,0.607,200,75,50
93,6,51.208,0.706,1.382,159.000,103.000,0.607,200,75,50
94,6,51.208,0.706,1.382,159.000,103.000,0.607,200,75,50
95,6,51.208,0.706,1.383,159.000,103.000,0.607,200,75,50
96,6,51.208,0.706,1.383,159.000,103.000,0.607,200,75,50
97,6,51.208,0.706,1.383,160.000,102.000,0.611,200,75,50
98,6,51.208,0.706,1.384,160.000,102.000,0.611,200,75,50
99,6,51.208,0.706,1.384,160.000,102.000,0.611,200,75,50
100,6,51.208,0.706,1.384,160.000,102.000,0.611,200,75,50
1,2,59.822,0.665,0.173,163.000,99.000,0.622,100,25,10
2,2,59.822,0.665,0.174,163.000,99.000,0.622,100,25,10
3,2,59.822,0.665,0.189,163.000,99.000,0.622,100,25,10
4,2,59.822,0.665,0.191,163.000,99.000,0.622,100,25,10
5,2,57.004,0.667,0.356,162.000,100.000,0.618,100,25,10
6,2,57.004,0.667,0.595,162.000,100.000,0.618,100,25,10
7,2,57.004,0.667,0.704,162.000,100.000,0.618,100,25,10
8,2,57.004,0.667,0.705,162.000,100.000,0.618,100,25,10
9,2,57.004,0.667,0.759,162.000,100.000,0.618,100,25,10
10,2,57.004,0.667,0.802,162.000,100.000,0.618,100,25,10
11,2,56.972,0.667,0.881,162.000,100.000,0.618,100,25,10
12,2,56.972,0.667,0.882,162.000,100.000,0.618,100,25,10
13,2,56.972,0.667,0.883,162.000,100.000,0.618,100,25,10
14,2,56.972,0.667,0.883,162.000,100.000,0.618,100,25,10
15,2,56.938,0.667,0.884,162.000,100.000,0.618,100,25,10
16,2,56.938,0.667,0.884,162.000,100.000,0.618,100,25,10
17,2,56.938,0.667,0.885,162.000,100.000,0.618,100,25,10
18,2,56.938,0.667,0.885,162.000,100.000,0.618,100,25,10
19,2,56.938,0.667,0.886,162.000,100.000,0.618,100,25,10
20,2,56.938,0.667,0.886,162.000,100.000,0.618,100,25,10
21,2,56.938,0.667,0.887,162.000,100.000,0.618,100,25,10
22,2,56.938,0.667,0.887,162.000,100.000,0.618,100,25,10
23,2,56.938,0.667,0.888,162.000,100.000,0.618,100,25,10
24,2,56.938,0.667,0.889,162.000,100.000,0.618,100,25,10
25,2,56.451,0.667,0.889,162.000,100.000,0.618,100,25,10
26,2,56.451,0.667,0.901,162.000,100.000,0.618,100,25,10
27,2,56.451,0.667,0.902,162.000,100.000,0.618,100,25,10
28,2,56.451,0.667,0.902,162.000,100.000,0.618,100,25,10
29,2,56.451,0.667,0.903,162.000,100.000,0.618,100,25,10
30,2,56.451,0.667,0.903,162.000,100.000,0.618,100,25,10
31,2,56.451,0.667,0.904,162.000,100.000,0.618,100,25,10
32,2,56.451,0.667,0.904,162.000,100.000,0.618,100,25,10
33,2,56.451,0.667,0.904,162.000,100.000,0.618,100,25,10
34,2,56.451,0.667,0.905,162.000,100.000,0.618,100,25,10
35,2,56.451,0.667,0.905,162.000,100.000,0.618,100,25,10
36,2,56.451,0.667,0.906,162.000,100.000,0.618,100,25,10
37,2,56.430,0.667,0.906,162.000,100.000,0.618,100,25,10
38,2,56.430,0.667,0.907,162.000,100.000,0.618,100,25,10
39,2,56.430,0.667,0.908,162.000,100.000,0.618,100,25,10
40,2,56.422,0.667,0.908,162.000,100.000,0.618,100,25,10
41,2,56.422,0.667,0.909,162.000,100.000,0.618,100,25,10
42,2,56.422,0.667,0.909,162.000,100.000,0.618,100,25,10
43,2,56.422,0.667,0.909,162.000,100.000,0.618,100,25,10
44,2,56.422,0.667,0.910,162.000,100.000,0.618,100,25,10
45,2,56.422,0.667,0.911,162.000,100.000,0.618,100,25,10
46,2,56.403,0.667,0.911,162.000,100.000,0.618,100,25,10
47,2,56.403,0.667,0.911,162.000,100.000,0.618,100,25,10
48,2,56.403,0.667,0.913,162.000,100.000,0.618,100,25,10
49,2,56.403,0.667,0.913,162.000,100.000,0.618,100,25,10
50,2,56.403,0.667,0.914,162.000,100.000,0.618,100,25,10
51,2,56.403,0.667,0.914,162.000,100.000,0.618,100,25,10
52,2,55.215,0.673,0.914,162.000,100.000,0.618,100,25,10
53,2,54.772,0.669,0.914,159.000,103.000,0.607,100,25,10
54,2,54.238,0.669,1.096,159.000,103.000,0.607,100,25,10
55,2,54.238,0.669,1.096,159.000,103.000,0.607,100,25,10
56,2,54.238,0.669,1.097,159.000,103.000,0.607,100,25,10
57,2,54.238,0.669,1.097,159.000,103.000,0.607,100,25,10
58,2,54.238,0.669,1.097,159.000,103.000,0.607,100,25,10
59,2,53.890,0.669,1.098,159.000,103.000,0.607,100,25,10
60,2,53.890,0.669,1.098,159.000,103.000,0.607,100,25,10
61,2,53.890,0.669,1.098,159.000,103.000,0.607,100,25,10
62,2,53.890,0.669,1.098,159.000,103.000,0.607,100,25,10
63,2,53.890,0.669,1.099,159.000,103.000,0.607,100,25,10
64,2,53.890,0.669,1.099,159.000,103.000,0.607,100,25,10
65,2,53.890,0.669,1.099,159.000,103.000,0.607,100,25,10
66,2,53.890,0.669,1.100,159.000,103.000,0.607,100,25,10
67,2,53.890,0.669,1.100,159.000,103.000,0.607,100,25,10
68,2,53.890,0.669,1.100,159.000,103.000,0.607,100,25,10
69,2,53.890,0.669,1.101,159.000,103.000,0.607,100,25,10
70,2,53.890,0.669,1.101,159.000,103.000,0.607,100,25,10
71,2,53.890,0.669,1.101,159.000,103.000,0.607,100,25,10
72,2,53.595,0.667,1.102,162.000,100.000,0.618,100,25,10
73,2,53.595,0.667,1.103,162.000,100.000,0.618,100,25,10
74,2,53.595,0.667,1.103,162.000,100.000,0.618,100,25,10
75,2,53.595,0.667,1.103,162.000,100.000,0.618,100,25,10
76,2,53.595,0.667,1.104,162.000,100.000,0.618,100,25,10
77,2,53.595,0.667,1.104,162.000,100.000,0.618,100,25,10
78,2,53.595,0.667,1.104,162.000,100.000,0.618,100,25,10
79,2,53.593,0.667,1.105,162.000,100.000,0.618,100,25,10
80,2,53.593,0.667,1.105,162.000,100.000,0.618,100,25,10
81,2,53.593,0.667,1.105,162.000,100.000,0.618,100,25,10
82,2,53.593,0.667,1.106,162.000,100.000,0.618,100,25,10
83,2,53.593,0.667,1.106,162.000,100.000,0.618,100,25,10
84,2,53.593,0.667,1.106,162.000,100.000,0.618,100,25,10
85,2,53.565,0.667,1.107,162.000,100.000,0.618,100,25,10
86,2,53.565,0.667,1.107,162.000,100.000,0.618,100,25,10
87,2,53.565,0.667,1.107,162.000,100.000,0.618,100,25,10
88,2,53.565,0.667,1.108,162.000,100.000,0.618,100,25,10
89,2,53.565,0.667,1.108,162.000,100.000,0.618,100,25,10
90,2,53.565,0.667,1.108,162.000,100.000,0.618,100,25,10
91,2,53.535,0.667,1.109,162.000,100.000,0.618,100,25,10
92,2,53.535,0.667,1.109,162.000,100.000,0.618,100,25,10
93,2,53.535,0.667,1.109,162.000,100.000,0.618,100,25,10
94,2,53.528,0.667,1.110,162.000,100.000,0.618,100,25,10
95,2,53.528,0.667,1.110,162.000,100.000,0.618,100,25,10
