a,b,c,d,e,f
2050,3062.775890358951,3.246129599,200,150,25
2060,3049.0125317939746,3.247524444,200,150,25
2070,3055.23521453788,3.248639879,200,150,25
2080,3075.666196035467,3.249503858,200,150,25
2090,3049.768093377997,3.250371788,200,150,25
2100,3037.247253542526,3.251271003,200,150,25
2110,3101.8002055246534,3.252161734,200,150,25
2120,3101.8002055246534,3.253059773,200,150,25
2130,3082.5729711086915,3.253956769,200,150,25
2140,3151.893408455024,3.323779776,200,150,25
2150,3106.184840008697,3.324836433,200,150,25
2160,3106.184840008697,3.325730423,200,150,25
2170,3042.4763351999773,3.326952113,200,150,25
2180,3021.4151038640366,3.328305375,200,150,25
2190,3066.1501537233953,3.329415058,200,150,25
2200,3066.1501537233953,3.330547949,200,150,25
2210,3067.9306470475412,3.331573354,200,150,25
2220,3044.6354806700524,3.332568655,200,150,25
2230,3069.9568109888914,3.452946755,200,150,25
2240,3055.9122606302562,3.460283989,200,150,25
2250,3053.5108470202968,3.461657875,200,150,25
2260,3092.0043774317705,3.462890448,200,150,25
2270,3074.5104679153796,3.464401494,200,150,25
2280,3091.5252967026136,3.465696144,200,150,25
2290,3115.591648020157,3.467067165,200,150,25
2300,3071.2955138920443,3.468399721,200,150,25
2310,3065.0023236546763,3.547183034,200,150,25
2320,3100.32415861937,3.548081334,200,150,25
2330,3088.602072132414,3.549265851,200,150,25
2340,3076.004268546031,3.55070398,200,150,25
2350,3071.8513260829977,3.552483828,200,150,25
2360,3091.939789548197,3.553957896,200,150,25
2370,3049.2636184461144,3.555416416,200,150,25
2380,3044.8426441301417,3.652249781,200,150,25
2390,3085.5459121367935,3.653697169,200,150,25
2400,3085.5459121367935,3.655124688,200,150,25
2410,3050.9943598170653,3.656657206,200,150,25
2420,3035.5574777097327,3.658443694,200,150,25
2430,3029.4795636799445,3.660062519,200,150,25
2440,2996.8150780877113,3.661503829,200,150,25
2450,3047.05277029161,3.7386209,200,150,25
2460,3047.05277029161,3.740046632,200,150,25
2470,3073.7134548789036,3.741604007,200,150,25
2480,3073.7134548789036,3.743015286,200,150,25
2490,3119.3626927677005,3.744380399,200,150,25
2500,3054.628167762802,3.745747317,200,150,25
2510,3039.828324201154,3.747069965,200,150,25
2520,3044.5054868744155,3.871142726,200,150,25
2530,3106.115523206953,3.872735307,200,150,25
2540,3198.383241203047,3.880302145,200,150,25
2550,3084.884771031447,3.883073454,200,150,25
2560,3067.507173289367,3.883980675,200,150,25
2570,3019.2202879920374,3.88484878,200,150,25
2580,3088.6190447961294,3.885718367,200,150,25
2590,3088.6190447961294,3.886824502,200,150,25
2600,3077.745252901618,3.888196546,200,150,25
2610,3077.745252901618,3.964327054,200,150,25
2620,3091.055141437267,3.969087109,200,150,25
2630,3148.4248512876206,3.970647441,200,150,25
2640,3052.27391728414,3.973451957,200,150,25
2650,3073.3289924898627,3.974306701,200,150,25
2660,3087.1204522280213,3.975168179,200,150,25
2670,3004.8886187722983,3.976010094,200,150,25
2680,3011.947289921634,3.976873776,200,150,25
2690,3015.956133348045,3.977756065,200,150,25
2700,3008.754897585143,4.048107669,200,150,25
2710,3032.588964814693,4.049560659,200,150,25
2720,3067.539269467171,4.050900047,200,150,25
2730,3067.539269467171,4.05216651,200,150,25
2740,3090.3628041734346,4.056585335,200,150,25
2750,3090.3628041734346,4.058030819,200,150,25
2760,3109.262230485638,4.059999634,200,150,25
2770,3084.332759566697,4.061330837,200,150,25
2780,3089.1994217311944,4.123233617,200,150,25
2790,3027.9991300095558,4.1241598,200,150,25
2800,2983.027722099774,4.125028642,200,150,25
2810,3001.006205413908,4.125896567,200,150,25
2820,3055.3740630729612,4.132201932,200,150,25
2830,3013.627601350308,4.133116594,200,150,25
2840,3030.8863630893716,4.134017996,200,150,25
2850,3081.92204106642,4.134966381,200,150,25
2860,3050.0472952897126,4.136365066,200,150,25
2870,3050.0472952897126,4.137597499,200,150,25
2880,3050.0472952897126,4.240483194,200,150,25
2890,3086.644092494942,4.241730842,200,150,25
2900,3076.018945954776,4.2427825,200,150,25
2910,3076.018945954776,4.243878685,200,150,25
2920,3040.4188806560373,4.245195921,200,150,25
2930,3040.191838735629,4.246612926,200,150,25
2940,3043.911007267123,4.247891221,200,150,25
2950,3053.273131984863,4.248805844,200,150,25
2960,3064.6768327888362,4.249944364,200,150,25
2970,3040.920858405062,4.333865842,200,150,25
2980,3029.3760225796127,4.335411817,200,150,25
2990,3067.222739980902,4.336843602,200,150,25
3000,3063.3417866669533,4.338161744,200,150,25
3010,3110.355609740315,4.339552161,200,150,25
3020,3060.8400711183003,4.341188705,200,150,25
3030,3059.173771691548,4.342965912,200,150,25
3040,3029.278887378208,4.418598041,200,150,25
3050,3073.026903036656,4.419497341,200,150,25
3060,3012.109999242272,4.420382025,200,150,25
3070,3027.281723699227,4.421266668,200,150,25
3080,3081.914574024096,4.422141863,200,150,25
3090,3064.1648360328636,4.423034261,200,150,25
3100,3053.435984597708,4.424181543,200,150,25
3110,3073.461472582805,4.426700907,200,150,25
3120,3116.2331153457244,4.427594102,200,150,25
3130,3116.2331153457244,4.42847482,200,150,25
3140,3048.7333073867544,4.517807693,200,150,25
3150,3092.9922865302824,4.51962658,200,150,25
3160,3060.5874869386207,4.522740603,200,150,25
3170,3118.277620171617,4.524766937,200,150,25
3180,3085.085933768261,4.526126102,200,150,25
3190,3139.2239442842874,4.527515536,200,150,25
3200,3065.5851648169846,4.529027945,200,150,25
3210,3069.395462705831,4.595875222,200,150,25
3220,3065.5851648169846,4.59715657,200,150,25
3230,3088.092430529115,4.598629265,200,150,25
3240,3039.2880649014132,4.599805775,200,150,25
3250,3062.6962396579747,4.601618767,200,150,25
3260,3085.5202818117077,4.602544095,200,150,25
3270,3107.5249499921924,4.603448846,200,150,25
3280,3111.3901777704555,4.604363271,200,150,25
3290,3130.065290795264,4.605283733,200,150,25
3300,3100.392545165256,4.706257101,200,150,25
3310,3070.7251873257,4.707604923,200,150,25
3320,3067.151383995819,4.7089653,200,150,25
3330,3063.263836919251,4.710067242,200,150,25
3340,3072.485184114425,4.710973691,200,150,25
3350,3165.1742791177376,4.711994293,200,150,25
3360,3134.4767765024,4.712981213,200,150,25
3370,3054.422109375481,4.713983247,200,150,25
3380,3053.9849638412356,4.715065091,200,150,25
3390,3080.329002439876,4.808545028,200,150,25
3400,3144.962779488269,4.809846847,200,150,25
3410,3144.962779488269,4.817412453,200,150,25
3420,3144.962779488269,4.818304451,200,150,25
3430,3122.392014866937,4.819288516,200,150,25
3440,3100.698134467836,4.820182338,200,150,25
3450,3096.649974150402,4.821621333,200,150,25
3460,3104.870101648614,4.822899323,200,150,25
3470,3104.870101648614,4.825140843,200,150,25
3480,3107.339341897711,4.883508457,200,150,25
3490,3194.7417829936526,4.887399395,200,150,25
3500,3194.7417829936526,4.88837241,200,150,25
3510,3121.627864235159,4.889274648,200,150,25
3520,3076.009928936946,4.890266843,200,150,25
3530,3045.4004962461095,4.891196468,200,150,25
3540,3076.312290368859,4.892068516,200,150,25
3550,3076.312290368859,4.892891003,200,150,25
3560,3103.6714026267955,4.89375538,200,150,25
3570,3134.2752716154273,4.894629532,200,150,25
3580,3120.4425442610964,5.002323161,200,150,25
3590,3136.7063519840476,5.003082898,200,150,25
3600,3136.7063519840476,5.003608186,200,150,25
3610,3123.702671392585,5.004300255,200,150,25
3620,3183.4147763952983,5.005033947,200,150,25
3630,3120.0040382038433,5.005799563,200,150,25
3640,3120.0040382038433,5.007126953,200,150,25
3650,3075.2597624404166,5.008094545,200,150,25
3660,3108.9320932065143,5.008717212,200,150,25
3670,3082.2057489703375,5.009136313,200,150,25
3680,3082.2057489703375,5.00967145,200,150,25
3690,3097.6356114659557,5.010050608,200,150,25
3700,3060.0659792713227,5.010573157,200,150,25
3710,3073.6225278738398,5.011207717,200,150,25
3720,3057.467545303007,5.011461623,200,150,25
3730,3023.1126686362563,5.011716136,200,150,25
3740,3033.9485141658397,5.011964888,200,150,25
3750,3036.3043800394503,5.012215087,200,150,25
3760,3075.318167787062,5.012478721,200,150,25
3770,3074.258762463439,5.012886713,200,150,25
3780,3062.3341807960905,5.013417822,200,150,25
3790,3086.145554357414,5.013869702,200,150,25
3800,3086.145554357414,5.102842113,200,150,25
3810,3142.6082646503232,5.103091313,200,150,25
3820,3032.0664787429887,5.103339082,200,150,25
3830,3106.885459233647,5.103584988,200,150,25
3840,3044.293238285354,5.103838262,200,150,25
3850,3083.586171771101,5.104083894,200,150,25
3860,3088.3670605270977,5.104334458,200,150,25
3870,3016.639744977277,5.104586436,200,150,25
3880,3029.6698630686137,5.104835783,200,150,25
3890,3078.7587974326357,5.105089612,200,150,25
3900,3091.3199642511745,5.105341361,200,150,25
3910,3133.602269578923,5.105591326,200,150,25
3920,3052.1270204974708,5.105837849,200,150,25
3930,3093.8956544209245,5.106088954,200,150,25
3940,3093.8956544209245,5.106339983,200,150,25
3950,3055.356030616842,5.106590034,200,150,25
3960,3080.5127255078305,5.106837889,200,150,25
3970,3080.5127255078305,5.107090922,200,150,25
3980,3089.066037901894,5.107337282,200,150,25
3990,3064.4202292258287,5.107587177,200,150,25
4000,3085.4527196274225,5.107839156,200,150,25
4010,3146.632173985535,5.108091398,200,150,25
4020,3146.632173985535,5.108344598,200,150,25
4030,3108.2123024378466,5.108602217,200,150,25
4040,3108.2123024378466,5.108857449,200,150,25
4050,3108.2123024378466,5.109108687,200,150,25
4060,3097.688903820696,5.109359386,200,150,25
4070,3067.7832253975926,5.109609279,200,150,25
4080,3099.169867159489,5.109858676,200,150,25
4090,3077.280044386438,5.110108204,200,150,25
4100,3079.039668385898,5.110360953,200,150,25
4110,3067.51442016479,5.110609094,200,150,25
4120,3060.220375296066,5.110866843,200,150,25
4130,3055.0278657158715,5.111121298,200,150,25
4140,3069.0613027934965,5.111377068,200,150,25
4150,3079.526342569201,5.111634414,200,150,25
4160,3079.5105747120847,5.111886814,200,150,25
4170,3060.8629119448938,5.112141308,200,150,25
4180,3126.592620710602,5.112404171,200,150,25
4190,3098.072467785303,5.186143158,200,150,25
4200,3098.072467785303,5.186409436,200,150,25
4210,3126.352989525109,5.186659212,200,150,25
4220,3083.980953093681,5.186912914,200,150,25
4230,3083.980953093681,5.187164417,200,150,25
4240,3106.6875237645213,5.187423399,200,150,25
4250,3074.976837678767,5.187675299,200,150,25
4260,3090.80673461212,5.187937173,200,150,25
4270,3071.3804296590315,5.188198767,200,150,25
4280,3109.5758191008654,5.188459721,200,150,25
4290,3093.887090410315,5.188721399,200,150,25
4300,3149.6445326693215,5.188978568,200,150,25
4310,3104.5712394608354,5.189233326,200,150,25
4320,3161.5542271862414,5.189494001,200,150,25
4330,3094.550522938414,5.189747594,200,150,25
4340,3091.2228206342243,5.190007342,200,150,25
4350,3091.2228206342243,5.190268917,200,150,25
4360,3131.9931172602114,5.191824283,200,150,25
4370,3105.1285498077896,5.192448367,200,150,25
4380,3082.2121115534237,5.192716226,200,150,25
4390,3079.635694468173,5.192979376,200,150,25
4400,3081.268740871539,5.193238903,200,150,25
4410,3152.045227641738,5.193497077,200,150,25
4420,3106.7706043276544,5.193753879,200,150,25
4430,3106.7706043276544,5.194006266,200,150,25
4440,3107.9242215441063,5.194493634,200,150,25
4450,3120.843506243381,5.194981971,200,150,25
4460,3140.875116130321,5.195501463,200,150,25
4470,3175.231111640598,5.196007603,200,150,25
4480,3168.806720005911,5.196459652,200,150,25
4490,3119.8711272457317,5.196820212,200,150,25
4500,3096.643643365469,5.197090844,200,150,25
4510,3115.12803495276,5.197342922,200,150,25
4520,3127.170548085402,5.197596809,200,150,25
4530,3128.685355489116,5.283501037,200,150,25
4540,3121.2659769179027,5.285012647,200,150,25
4550,3133.686514778028,5.285411138,200,150,25
4560,3114.7360344230565,5.285706506,200,150,25
4570,3183.735511543997,5.286010789,200,150,25
4580,3201.8266730238647,5.286297223,200,150,25
4590,3201.8266730238647,5.286570367,200,150,25
4600,3128.384299291155,5.286872629,200,150,25
4610,3137.1723247544123,5.287159557,200,150,25
4620,3145.0798511650564,5.287453564,200,150,25
4630,3130.035527912739,5.287743849,200,150,25
4640,3129.7083020621985,5.288166751,200,150,25
4650,3180.9186315151223,5.288476797,200,150,25
4660,3166.0930752151644,5.288779949,200,150,25
4670,3187.4449737256523,5.289071851,200,150,25
4680,3187.4449737256523,5.289346933,200,150,25
4690,3175.926537703128,5.289892376,200,150,25
4700,3189.9821831715453,5.290183486,200,150,25
4710,3223.2086990129983,5.290466196,200,150,25
4720,3202.0211108108047,5.290755403,200,150,25
4730,3160.401003584803,5.291074073,200,150,25
4740,3128.261141935524,5.291513471,200,150,25
4750,3128.261141935524,5.291807616,200,150,25
4760,3128.261141935524,5.292089069,200,150,25
4770,3151.9387908456706,5.292882098,200,150,25
4780,3154.2020960720556,5.293186708,200,150,25
4790,3160.6742742878273,5.293477019,200,150,25
4800,3162.1431474173087,5.293768368,200,150,25
4810,3119.3028045758265,5.296786168,200,150,25
4820,3153.715870567491,5.298439657,200,150,25
4830,3164.5105922172993,5.298728403,200,150,25
4840,3164.5105922172993,5.299016246,200,150,25
4850,3185.5181807867543,5.357421021,200,150,25
4860,3145.6984751508385,5.358628804,200,150,25
4870,3145.6984751508385,5.359666862,200,150,25
4880,3175.0668935965627,5.360939561,200,150,25
4890,3139.1251269863287,5.361280711,200,150,25
4900,3106.240781951271,5.361595807,200,150,25
4910,3150.5747159023067,5.361904308,200,150,25
4920,3157.49571232803,5.362215228,200,150,25
4930,3157.49571232803,5.362532227,200,150,25
4940,3127.8231099425,5.362833766,200,150,25
4950,3165.7998084633396,5.363349844,200,150,25
4960,3182.6276231844618,5.363623857,200,150,25
4970,3182.6276231844618,5.363885206,200,150,25
4980,3190.0827127462367,5.364145674,200,150,25
4990,3167.203998056059,5.364406539,200,150,25
5000,3154.8888394610262,5.364670039,200,150,25
10,2353.0310607701776,0.489609811,200,150,25
20,2353.0310607701776,0.493740582,200,150,25
30,2353.0310607701776,0.497420309,200,150,25
40,2479.77855142466,0.564446074,200,150,25
50,2563.8094318916064,0.567460603,200,150,25
60,2530.1485508358137,0.569700539,200,150,25
70,2636.3313113539216,0.571916138,200,150,25
80,2636.3313113539216,0.576021832,200,150,25
90,2744.2958011560963,0.579044789,200,150,25
100,2634.006709309312,0.582233771,200,150,25
110,2578.9518167259635,0.869278447,200,150,25
120,2564.758732550827,0.870651362,200,150,25
130,2590.108318815591,0.871976264,200,150,25
140,2635.5263517414633,0.874878167,200,150,25
150,2667.8137143326467,0.876267186,200,150,25
160,2667.8137143326467,0.877344829,200,150,25
170,2550.146658526853,0.878432403,200,150,25
180,2666.4999867748897,0.879506064,200,150,25
190,2706.2400890882514,0.880570116,200,150,25
200,2608.249795349009,0.977334504,200,150,25
210,2715.5179562823187,0.978787659,200,150,25
220,2633.2305593555084,0.979851602,200,150,25
230,2833.273205003711,0.980854243,200,150,25
240,2833.273205003711,0.981873291,200,150,25
250,2779.962937615943,0.982881333,200,150,25
260,2779.962937615943,0.986560976,200,150,25
270,2826.1388656845756,0.988263077,200,150,25
280,2758.6824394486507,1.063423612,200,150,25
290,2810.4722238512395,1.065091184,200,150,25
300,2859.3573847996636,1.066651393,200,150,25
310,2907.0371096409945,1.068124194,200,150,25
320,2830.7056280213633,1.069232934,200,150,25
330,2943.3712058941987,1.070198574,200,150,25
340,2843.686101457903,1.071214103,200,150,25
350,2843.686101457903,1.161166789,200,150,25
360,2798.0659037159226,1.16238464,200,150,25
370,2869.171999064075,1.163237704,200,150,25
380,2780.299322568499,1.164274463,200,150,25
390,2780.299322568499,1.165246737,200,150,25
400,2771.169680137191,1.166403479,200,150,25
410,2809.1480630442716,1.16756788,200,150,25
420,2898.084915183802,1.168761342,200,150,25
430,2831.003806321655,1.170586509,200,150,25
440,2847.737933833416,1.272870545,200,150,25
450,2893.4739928067675,1.274010332,200,150,25
460,2905.1257547235173,1.27517206,200,150,25
470,2807.1825738986104,1.276283017,200,150,25
480,2826.451185632983,1.277368549,200,150,25
490,2889.7684873615553,1.278455889,200,150,25
500,2836.435282604394,1.279377167,200,150,25
510,2835.9339368331184,1.280300717,200,150,25
520,2945.0791993926796,1.281214428,200,150,25
530,2903.5443811002247,1.355362373,200,150,25
540,2878.301182592565,1.357080185,200,150,25
550,2878.301182592565,1.358037782,200,150,25
560,2964.73560215868,1.358996488,200,150,25
570,2919.789147002086,1.359957747,200,150,25
580,2843.376550957867,1.360913658,200,150,25
590,2820.487245026706,1.361886882,200,150,25
600,2844.6170944988826,1.362889425,200,150,25
610,2872.242182823042,1.364063062,200,150,25
620,2796.827246536024,1.365113034,200,150,25
630,2869.590594008761,1.523782127,200,150,25
640,2869.590594008761,1.525354307,200,150,25
650,2881.248103276241,1.526934877,200,150,25
660,2903.499019622563,1.53042537,200,150,25
670,2886.716402525776,1.531842159,200,150,25
680,2854.840866797339,1.534167482,200,150,25
690,2927.511463614803,1.53523796,200,150,25
700,2913.041823927692,1.536185094,200,150,25
710,2861.368175973156,1.537127135,200,150,25
720,2938.2846608361165,1.538063222,200,150,25
730,2916.440437950818,1.539005029,200,150,25
740,2888.888341256735,1.539942662,200,150,25
750,2964.063326318039,1.540880085,200,150,25
760,2871.9066113234826,1.541829469,200,150,25
770,2859.5833818201377,1.542774347,200,150,25
780,2911.7162912181034,1.699836244,200,150,25
790,2933.849384783684,1.701013782,200,150,25
800,2911.3116918972228,1.706563857,200,150,25
810,2941.077047363163,1.707812948,200,150,25
820,2941.077047363163,1.709293628,200,150,25
830,2921.5715118571507,1.712082663,200,150,25
840,2888.3918326025987,1.715730715,200,150,25
850,2843.358302008378,1.721191302,200,150,25
860,2872.4041794522336,1.722272407,200,150,25
870,2936.7962331184117,1.72346102,200,150,25
880,2957.843315861995,1.724936823,200,150,25
890,3053.75645033844,1.726927197,200,150,25
900,2960.3925234015987,1.728623947,200,150,25
910,2926.194007756427,1.730320923,200,150,25
920,2900.645484160398,1.73141757,200,150,25
930,2921.5238397399244,1.732502829,200,150,25
940,2909.1249033846243,1.73361946,200,150,25
950,2936.69797160562,1.734744538,200,150,25
960,2979.3746970322827,1.876831313,200,150,25
970,2979.9925434360316,1.878390275,200,150,25
980,2927.9844710811176,1.87947108,200,150,25
990,2991.5811802150924,1.880704438,200,150,25
1000,2965.873471689859,1.881909694,200,150,25
1010,2972.9657167068976,1.883072751,200,150,25
