a,b,c,d,e
580,3014.27476350824,11.006764453,200,20
590,3014.27476350824,11.111588637,200,20
600,3014.27476350824,11.395321056,200,20
610,3014.27476350824,11.401981354,200,20
620,3020.538518658664,11.950545123,200,20
630,3020.538518658664,11.957941812,200,20
640,3020.538518658664,11.964237974,200,20
650,3020.538518658664,12.250480527,200,20
660,3020.538518658664,12.619554932,200,20
670,3015.2261228718835,12.62517239,200,20
680,3014.27476350824,12.93012381,200,20
690,3014.27476350824,12.943552825,200,20
700,3014.27476350824,13.055229745,200,20
710,3014.27476350824,13.066204016,200,20
720,3014.27476350824,13.319951484,200,20
730,3017.4066410834516,13.421521814,200,20
740,3014.27476350824,13.428006687,200,20
750,3014.27476350824,13.465343495,200,20
760,3017.1288415991703,13.612417765,200,20
770,3014.27476350824,13.784066041,200,20
780,3017.1288415991703,14.184841113,200,20
790,3014.27476350824,14.194375065,200,20
800,3020.538518658664,14.204919475,200,20
810,3014.27476350824,14.21133038,200,20
820,3031.3855085415203,14.63411688,200,20
830,3031.3855085415203,14.852491744,200,20
840,3014.27476350824,15.210564921,200,20
850,3014.27476350824,15.327148457,200,20
860,3022.5386323080675,15.332790337,200,20
870,3021.484267187961,15.536740884,200,20
880,3014.27476350824,15.543778622,200,20
890,3016.177482235527,15.754243337,200,20
900,3014.27476350824,16.095399624,200,20
910,3014.27476350824,16.100496395,200,20
920,3014.27476350824,16.219952244,200,20
930,3014.27476350824,16.514232579,200,20
940,3017.4066410834516,16.756635787,200,20
950,3014.27476350824,16.764366989,200,20
960,3014.27476350824,17.205584835,200,20
970,3014.27476350824,17.38464139,200,20
980,3014.27476350824,17.600902103,200,20
990,3023.1829233735793,17.776087413,200,20
1000,3014.27476350824,17.852999993,200,20
10,2566.4404749934547,0.291292725,200,40
20,2722.822207478624,1.266758611,200,40
30,2841.1221134367165,1.273640873,200,40
40,2900.778079112298,1.281533041,200,40
50,2926.215922167568,1.545433561,200,40
60,2971.9426593056237,1.559446496,200,40
70,2995.2827781691685,1.569347113,200,40
80,3035.8435829160476,1.578799027,200,40
90,3036.3385950281668,1.588587201,200,40
100,3048.7374712620217,1.5976418,200,40
110,3059.226549170155,1.608358981,200,40
120,3061.1625496795928,1.618915807,200,40
130,3065.1442038368164,1.62777489,200,40
140,3065.1442038368164,1.638944438,200,40
150,3070.596013900428,1.648887298,200,40
160,3078.501716300809,1.659994315,200,40
170,3072.4987326277146,2.656533794,200,40
180,3073.343041925435,2.721312873,200,40
190,3070.596013900428,2.727219305,200,40
200,3070.596013900428,3.11013893,200,40
210,3070.596013900428,3.298286855,200,40
220,3070.596013900428,3.309251708,200,40
230,3070.596013900428,3.319048288,200,40
240,3070.596013900428,3.832726334,200,40
250,3070.596013900428,3.839229713,200,40
260,3080.8309078144607,4.521504815,200,40
270,3070.596013900428,4.824267135,200,40
280,3076.859769050852,5.006695545,200,40
290,3070.596013900428,5.18851397,200,40
300,3070.596013900428,5.313710881,200,40
310,3070.596013900428,5.713949727,200,40
320,3070.596013900428,5.722921653,200,40
330,3070.596013900428,6.016498022,200,40
340,3070.596013900428,6.029136513,200,40
350,3071.729206084108,6.03496014,200,40
360,3071.729206084108,6.430916553,200,40
370,3071.729206084108,6.682657073,200,40
380,3080.8309078144607,6.907003603,200,40
390,3072.4987326277146,7.187312316,200,40
400,3071.074180745941,7.460304201,200,40
410,3070.596013900428,7.817909182,200,40
420,3071.074180745941,7.823623036,200,40
430,3072.4987326277146,8.1142761,200,40
440,3071.074180745941,8.176730431,200,40
450,3080.8309078144607,8.183344187,200,40
460,3070.596013900428,8.555235551,200,40
470,3072.4987326277146,8.700288994,200,40
480,3070.596013900428,8.947778301,200,40
490,3070.596013900428,8.957789112,200,40
500,3071.074180745941,9.224622673,200,40
510,3097.7211840841487,9.258947279,200,40
520,3080.8309078144607,9.271869771,200,40
530,3070.596013900428,9.286363883,200,40
540,3070.596013900428,9.299640515,200,40
550,3070.596013900428,9.444946379,200,40
560,3070.596013900428,9.709670079,200,40
570,3074.009584410674,10.186630798,200,40
580,3070.596013900428,10.37076284,200,40
590,3070.596013900428,10.597986124,200,40
600,3070.596013900428,10.604722268,200,40
610,3070.596013900428,11.026571275,200,40
620,3079.9916466260634,11.288496376,200,40
630,3070.596013900428,11.468156577,200,40
640,3070.596013900428,11.486705022,200,40
650,3070.596013900428,11.509378116,200,40
660,3070.596013900428,11.517696325,200,40
670,3070.596013900428,11.855826061,200,40
680,3070.596013900428,12.165197076,200,40
690,3072.4987326277146,12.177908516,200,40
700,3070.596013900428,12.183173912,200,40
710,3070.596013900428,12.663125132,200,40
720,3070.596013900428,12.898193915,200,40
730,3076.859769050852,12.92450443,200,40
740,3080.8309078144607,12.935129935,200,40
750,3071.547373264071,13.072986794,200,40
760,3070.596013900428,13.342887231,200,40
770,3080.8309078144607,13.623670119,200,40
780,3076.859769050852,13.985489896,200,40
790,3080.8309078144607,14.264385041,200,40
800,3085.6722566021404,14.276190197,200,40
810,3071.074180745941,14.543157172,200,40
820,3076.859769050852,14.5492999,200,40
830,3070.596013900428,14.773639348,200,40
840,3079.9916466260634,14.790046992,200,40
850,3079.9916466260634,15.031260942,200,40
860,3079.9916466260634,15.094802497,200,40
870,3079.9916466260634,15.10057054,200,40
880,3079.9916466260634,15.428872988,200,40
890,3080.8309078144607,15.797825943,200,40
900,3071.074180745941,15.983241431,200,40
910,3070.596013900428,15.990897033,200,40
920,3079.9916466260634,16.371424859,200,40
930,3079.9916466260634,16.638405654,200,40
940,3079.9916466260634,16.6451792,200,40
950,3079.9916466260634,17.101271759,200,40
960,3079.9916466260634,17.301204863,200,40
970,3079.9916466260634,17.447160841,200,40
980,3079.9916466260634,17.675196056,200,40
990,3079.9916466260634,17.681172239,200,40
1000,3081.866420055654,18.028894012,200,40
10,2486.543339122468,0.754881297,200,20
20,2622.829695917956,1.113392784,200,20
30,2792.086394018252,1.194912566,200,20
40,2855.8655954183537,1.690694758,200,20
50,2866.587038235129,1.709363004,200,20
60,2896.8425958118287,1.876455459,200,20
70,2910.0422391021393,2.166505981,200,20
80,2935.1939400442106,2.172467266,200,20
90,2932.962244706585,2.705822401,200,20
100,2959.697602890254,2.789717544,200,20
110,3005.751396640807,2.933714471,200,20
120,3006.7027560044503,3.048024661,200,20
130,3030.626378880917,3.399845742,200,20
140,3033.7582564561294,3.405279451,200,20
150,3030.626378880917,3.7947873,200,20
160,3036.9458370956536,3.954112851,200,20
170,3038.532890409303,3.960888851,200,20
180,3008.8832742160184,4.215490034,200,20
190,3015.98629055484,4.525444468,200,20
200,3011.7882143137067,4.782113839,200,20
210,3005.751396640807,4.946694715,200,20
220,3007.246912194654,4.953793102,200,20
230,3005.751396640807,5.111824124,200,20
240,3024.902426915647,5.179872092,200,20
250,3016.6785612303056,5.354582353,200,20
260,3036.9458370956536,5.544828123,200,20
270,3009.2681237662227,5.641479554,200,20
280,3032.6236018256172,5.92903678,200,20
290,3005.751396640807,6.053522881,200,20
300,3036.9458370956536,6.450757139,200,20
310,3007.6541153680937,6.458085617,200,20
320,3008.7424277485015,6.719666935,200,20
330,3005.751396640807,6.873832908,200,20
340,3025.109108660211,7.130596196,200,20
350,3019.810438805517,7.377881893,200,20
360,3024.902426915647,7.383084126,200,20
370,3036.9458370956536,7.726880743,200,20
380,3038.532890409303,7.731954403,200,20
390,3006.2295634863203,7.925399623,200,20
400,3008.605474731737,8.243309414,200,20
410,3009.5568340953805,8.249311288,200,20
420,3030.6901550737816,8.501980518,200,20
430,3033.3438658034797,8.762803899,200,20
440,3034.300199494506,8.769234096,200,20
450,3007.1858971773463,9.062600715,200,20
460,3037.424003941167,9.424107842,200,20
470,3006.2295634863203,9.430512056,200,20
480,3037.424003941167,9.593000225,200,20
490,3025.3805937611605,9.605489281,200,20
500,3030.6901550737816,9.864061829,200,20
510,3039.326722668454,9.870743619,200,20
520,3041.2294413957407,10.328351985,200,20
530,3040.2780820320972,10.659730018,200,20
540,3041.9225271533774,10.940129827,200,20
550,3056.575034216007,10.946411719,200,20
560,3040.2780820320972,11.314612077,200,20
570,3048.3511685306657,11.567636694,200,20
580,3047.8666883406977,11.573699258,200,20
590,3044.7461685211574,11.97989826,200,20
600,3040.940731066584,11.985480679,200,20
610,3044.0726086417953,12.203003628,200,20
620,3044.7461685211574,12.209583139,200,20
630,3044.0726086417953,12.70237919,200,20
640,3041.892090430227,12.911382787,200,20
650,3060.091761341423,13.313707695,200,20
660,3060.091761341423,13.535880731,200,20
670,3040.940731066584,13.541545896,200,20
680,3040.940731066584,13.715577168,200,20
690,3040.940731066584,13.948878625,200,20
700,3040.940731066584,13.954919213,200,20
710,3040.940731066584,14.081475136,200,20
720,3044.0726086417953,14.219959879,200,20
730,3040.940731066584,14.445903166,200,20
740,3060.091761341423,14.805711033,200,20
750,3040.940731066584,14.811580793,200,20
760,3040.940731066584,15.064762709,200,20
770,3043.794809157514,15.411200363,200,20
780,3044.7461685211574,15.416582851,200,20
790,3057.2627548751457,15.663942286,200,20
800,3040.940731066584,15.886885161,200,20
810,3060.091761341423,15.892778886,200,20
820,3040.940731066584,16.148983742,200,20
830,3040.940731066584,16.492432095,200,20
840,3040.940731066584,16.681233779,200,20
850,3042.8434497938706,16.687619395,200,20
860,3040.940731066584,17.063207312,200,20
870,3040.940731066584,17.336987438,200,20
880,3044.7461685211574,17.343966461,200,20
890,3040.940731066584,17.651402626,200,20
900,3040.940731066584,17.810904592,200,20
910,3040.940731066584,18.016574489,200,20
920,3040.940731066584,18.11003757,200,20
930,3043.794809157514,18.378968935,200,20
940,3043.794809157514,18.667826555,200,20
950,3040.940731066584,18.674600128,200,20
960,3040.940731066584,18.749004418,200,20
970,3041.418897912097,18.755600748,200,20
980,3041.418897912097,19.02116242,200,20
990,3060.091761341423,19.092116966,200,20
1000,3041.418897912097,19.335373191,200,20
10,2584.285333236705,0.802721513,200,20
20,2816.1303909398416,0.872772273,200,20
30,2889.2304625796355,1.045873676,200,20
40,3005.259231408861,1.052537433,200,20
50,3023.4874864586345,1.602840952,200,20
60,3029.2111313211412,1.618040124,200,20
70,3032.4081930637085,1.627232899,200,20
80,3030.344323504821,2.059285201,200,20
90,3029.689298166654,2.412729662,200,20
100,3029.2111313211412,2.41850524,200,20
110,3029.2111313211412,2.5422052,200,20
120,3031.1237987031936,2.547964909,200,20
130,3030.1624906847846,3.357412867,200,20
140,3040.7724992730277,3.363995103,200,20
150,3030.6456318576807,3.632848698,200,20
160,3030.1674650121677,3.883085497,200,20
170,3030.7066468749886,4.055382341,200,20
180,3036.280524305402,4.062119636,200,20
190,3030.1674650121677,4.276424461,200,20
200,3029.2111313211412,4.448880354,200,20
210,3029.2111313211412,4.59586156,200,20
220,3029.2111313211412,4.893264843,200,20
230,3029.2111313211412,5.417084966,200,20
240,3035.4748864715652,5.422637755,200,20
250,3035.4748864715652,5.570611498,200,20
260,3035.4748864715652,5.576761126,200,20
270,3035.4748864715652,6.128511452,200,20
280,3036.4262458352086,6.39467084,200,20
290,3036.9704020254126,6.452954993,200,20
300,3035.4748864715652,6.45966022,200,20
310,3036.9093870081047,6.828130336,200,20
320,3036.608078655245,7.146800911,200,20
330,3035.4748864715652,7.152139551,200,20
340,3036.9093870081047,7.157416699,200,20
350,3036.9093870081047,7.161930321,200,20
360,3037.3875538536176,7.591066969,200,20
370,3035.4748864715652,7.597754517,200,20
380,3037.3875538536176,7.873860658,200,20
390,3037.3875538536176,7.879115508,200,20
400,3037.3875538536176,8.158370233,200,20
410,3037.3875538536176,8.52271721,200,20
420,3036.6442609322153,8.528735106,200,20
430,3037.3875538536176,8.720805541,200,20
440,3035.4748864715652,8.726193355,200,20
450,3036.608078655245,8.954564464,200,20
460,3036.4262458352086,9.208793564,200,20
470,3035.4748864715652,10.007723022,200,20
480,3035.4748864715652,10.014698162,200,20
490,3036.9704020254126,10.318025518,200,20
500,3037.3875538536176,10.324522905,200,20
510,3035.4748864715652,10.523342908,200,20
520,3035.9659190983084,10.734865421,200,20
530,3035.4748864715652,10.891048493,200,20
540,3036.9093870081047,11.165307362,200,20
550,3035.9530533170782,11.171908472,200,20
560,3037.3875538536176,11.490981404,200,20
570,3035.9530533170782,11.714119632,200,20
580,3035.9530533170782,11.719505164,200,20
590,3037.4485688709256,11.938812174,200,20
600,3035.9530533170782,11.945951371,200,20
610,3035.9530533170782,11.9531401,200,20
620,3037.3875538536176,12.476706241,200,20
630,3037.4485688709256,12.704195791,200,20
640,3035.9530533170782,12.717418542,200,20
650,3037.3875538536176,12.733026229,200,20
660,3035.9530533170782,12.741838772,200,20
670,3035.9530533170782,12.892276546,200,20
680,3037.3875538536176,13.028604305,200,20
690,3036.9044126807216,13.035131122,200,20
700,3035.9530533170782,13.240867866,200,20
710,3037.4485688709256,13.246415043,200,20
720,3035.9530533170782,13.694839156,200,20
730,3037.3875538536176,13.700623735,200,20
740,3035.9530533170782,13.769055747,200,20
750,3035.9530533170782,13.774608557,200,20
760,3035.9530533170782,14.140120253,200,20
770,3035.9530533170782,14.430971892,200,20
780,3035.9530533170782,14.663905232,200,20
790,3035.9530533170782,14.669751328,200,20
800,3035.9530533170782,15.030587264,200,20
810,3037.3875538536176,15.269393088,200,20
820,3035.9530533170782,15.276028533,200,20
830,3036.9044126807216,15.509605176,200,20
840,3035.9530533170782,15.559167051,200,20
850,3035.9530533170782,15.772351023,200,20
860,3035.9530533170782,15.79647464,200,20
870,3037.3875538536176,16.143160092,200,20
880,3035.9530533170782,16.151025574,200,20
890,3037.3875538536176,16.497654435,200,20
900,3050.60397227825,16.504301735,200,20
910,3037.4485688709256,16.781255,200,20
920,3037.4485688709256,16.96707259,200,20
930,3037.4485688709256,16.991976558,200,20
940,3037.4485688709256,17.308069598,200,20
950,3037.4485688709256,17.552222014,200,20
960,3037.4485688709256,17.790989938,200,20
970,3037.4485688709256,17.823696296,200,20
980,3038.399928234569,18.153134148,200,20
990,3037.4485688709256,18.41120151,200,20
1000,3037.4485688709256,18.672844166,200,20
10,2406.841542038595,0.86918847,200,20
20,2517.515188612206,0.876760403,200,20
30,2736.783563055574,1.380113098,200,20
40,2790.651248278592,1.560160577,200,20
50,2865.5427754319385,2.446062107,200,20
60,2872.0734210005535,2.468998773,200,20
70,2895.077326976201,2.474199652,200,20
80,2882.7842390544693,2.555813109,200,20
90,2885.775270162164,2.895056021,200,20
100,2921.269791691856,2.90467528,200,20
110,2893.1001670484548,2.927400744,200,20
120,2899.0987961229894,2.947122576,200,20
130,2893.1001670484548,2.958528369,200,20
140,2893.1001670484548,2.971098919,200,20
150,2906.82901916429,3.45452969,200,20
160,2929.290060597178,3.668166366,200,20
170,2906.82901916429,3.674785084,200,20
180,2912.251197323295,3.690620695,200,20
190,2894.051526412098,4.048012296,200,20
200,2893.1001670484548,4.055984822,200,20
210,2893.1001670484548,4.371696307,200,20
220,2912.251197323295,4.377751283,200,20
230,2893.1001670484548,4.508427316,200,20
240,2899.3639221988788,4.691599376,200,20
250,2896.2320446236663,5.159513381,200,20
260,2893.1001670484548,5.293194698,200,20
270,2893.1001670484548,5.414373777,200,20
280,2893.1001670484548,5.602252888,200,20
290,2911.3612757100946,5.607937538,200,20
300,2903.609621719401,5.823454129,200,20
310,2929.732439170287,6.151579435,200,20
320,2901.7572837627504,6.421776769,200,20
330,2895.0028857757416,6.75275172,200,20
340,2897.6091481842054,6.986997382,200,20
350,2913.0186505850634,7.005273925,200,20
360,2914.1539160505818,7.180214152,200,20
370,2895.0028857757416,7.186000011,200,20
380,2898.134763350953,7.485251177,200,20
390,2895.576994609336,7.750926695,200,20
400,2895.0028857757416,8.073698592,200,20
410,2895.0028857757416,8.079206444,200,20
420,2895.0028857757416,8.378952783,200,20
430,2906.9926464410746,8.385978773,200,20
440,2895.0028857757416,8.732623152,200,20
450,2895.0028857757416,8.851268967,200,20
460,2916.0423455752198,9.020951413,200,20
470,2895.0028857757416,9.368660876,200,20
480,2897.4636647316584,9.540026735,200,20
490,2901.2666409261656,9.791789899,200,20
500,2895.0028857757416,10.1061889,200,20
510,2909.311814660872,10.19507535,200,20
520,2895.0028857757416,10.206964687,200,20
530,2895.0028857757416,10.644665746,200,20
540,2915.2820479234642,10.837297536,200,20
550,2895.954245139385,10.84959708,200,20
560,2901.2666409261656,10.869357012,200,20
570,2898.134763350953,11.23406105,200,20
580,2895.0028857757416,11.452113697,200,20
590,2895.0028857757416,11.457576518,200,20
600,2895.0028857757416,11.959917753,200,20
610,2907.0514450149376,11.966006133,200,20
620,2895.0028857757416,12.165538498,200,20
630,2901.2666409261656,12.172539725,200,20
640,2903.3228870857683,12.178886324,200,20
650,2901.2666409261656,12.726554388,200,20
660,2901.2666409261656,12.732277114,200,20
670,2901.2666409261656,12.97146674,200,20
680,2901.2666409261656,13.088245135,200,20
690,2903.267899217636,13.346963584,200,20
700,2901.2666409261656,13.352323285,200,20
710,2907.977436254855,13.549097222,200,20
720,2914.9424214520295,13.555165384,200,20
730,2901.2666409261656,14.053657874,200,20
740,2901.2666409261656,14.29239049,200,20
750,2901.2666409261656,14.303461155,200,20
760,2901.2666409261656,14.648565433,200,20
770,2901.2666409261656,14.65576275,200,20
780,2901.2666409261656,14.881204217,200,20
790,2901.2666409261656,15.080923141,200,20
800,2901.2666409261656,15.165725177,200,20
810,2901.702093577258,15.512624229,200,20
820,2901.2666409261656,15.614932404,200,20
830,2901.2666409261656,15.869028625,200,20
840,2925.196980361849,16.044889913,200,20
850,2901.2666409261656,16.052946648,200,20
860,2901.2666409261656,16.422758005,200,20
870,2901.2666409261656,16.434439658,200,20
880,2933.928397459702,16.719202884,200,20
890,2901.2666409261656,16.991551921,200,20
900,2911.8945773942246,17.020468135,200,20
910,2901.2666409261656,17.207297775,200,20
920,2943.9946227476785,17.398106382,200,20
930,2920.3203201819524,17.546100596,200,20
940,2901.2666409261656,17.55212614,200,20
950,2901.2666409261656,17.829287862,200,20
960,2901.2666409261656,17.834188348,200,20
970,2901.2666409261656,17.851391436,200,20
980,2902.218000289809,18.255532222,200,20
990,2901.2666409261656,18.666939026,200,20
1000,2901.2666409261656,18.941983483,200,20
10,2532.8212921396002,0.55783047,200,40
20,2693.6461382017606,1.004678996,200,40
30,2731.6662954198205,1.110788206,200,40
40,2821.502967010546,1.22067768,200,40
50,2867.3471575645763,1.543923814,200,40
60,2927.3797346182646,1.568664878,200,40
70,2930.3280022402987,1.621092096,200,40
80,2943.8084631478882,2.073892864,200,40
90,2956.90662870554,2.082684449,200,40
100,2976.44380086718,2.283352744,200,40
110,2990.9995497194564,2.629464679,200,40
120,2991.6189639068607,2.773680749,200,40
130,2992.4950652733037,2.779616489,200,40
140,2998.834078420927,3.133420061,200,40
150,2999.872908728086,3.139890014,200,40
160,2997.882719057284,3.275981126,200,40
170,2991.6189639068607,3.491314029,200,40
180,2991.6189639068607,3.497568615,200,40
190,2991.6189639068607,3.734400581,200,40
200,2992.0971307523737,3.955517018,200,40
210,2995.4244013614343,3.963751218,200,40
220,2991.6189639068607,4.316857007,200,40
230,2991.6189639068607,4.418601785,200,40
240,2991.6189639068607,4.576338476,200,40
250,2991.6189639068607,4.754839337,200,40
260,2993.5216826341475,5.075843093,200,40
270,2991.6189639068607,5.081673602,200,40
280,2991.6189639068607,5.399102402,200,40
290,3001.0145966324963,5.438718143,200,40
300,2991.6189639068607,5.742566654,200,40
310,3001.0145966324963,6.035517291,200,40
320,3001.0145966324963,6.207392919,200,40
330,3001.0145966324963,6.525447186,200,40
340,3001.0145966324963,6.970685332,200,40
350,3001.0145966324963,7.284049152,200,40
360,2991.6189639068607,7.507717136,200,40
370,2992.570323270504,7.515089991,200,40
380,2993.5216826341475,7.79647401,200,40
390,2994.288778638355,8.028316882,200,40
400,2993.5216826341475,8.042910774,200,40
410,2991.6189639068607,8.313875826,200,40
420,3001.0145966324963,8.666724974,200,40
430,2992.570323270504,8.722861322,200,40
440,2992.570323270504,8.745178714,200,40
450,2992.570323270504,8.757140592,200,40
460,2997.882719057284,8.84744355,200,40
470,2992.570323270504,8.860389853,200,40
480,2992.570323270504,9.354479393,200,40
490,2992.570323270504,9.702627299,200,40
500,2992.570323270504,10.019274755,200,40
510,2992.570323270504,10.1428724,200,40
520,2992.570323270504,10.344612837,200,40
530,2992.570323270504,10.478301735,200,40
540,2997.882719057284,10.693394111,200,40
550,2995.4244013614343,11.061176213,200,40
560,2992.570323270504,11.341432829,200,40
570,3001.0145966324963,11.636241231,200,40
580,2991.6189639068607,11.663252487,200,40
590,2991.6189639068607,11.683945526,200,40
600,2991.6189639068607,11.99149912,200,40
610,2991.6189639068607,12.22331311,200,40
620,3020.2069488079987,12.435341459,200,40
630,2991.6189639068607,12.648075499,200,40
640,2991.6189639068607,12.654737334,200,40
650,2991.6189639068607,12.662737508,200,40
660,2991.6189639068607,13.158594591,200,40
670,2991.6189639068607,13.306868389,200,40
680,2991.6189639068607,13.313228108,200,40
690,2997.882719057284,13.478258999,200,40
700,2991.6189639068607,13.710362461,200,40
710,2991.6189639068607,14.006352332,200,40
720,2991.6189639068607,14.305692077,200,40
730,2991.6189639068607,14.312409418,200,40
740,2992.0971307523737,14.318919917,200,40
750,2991.6189639068607,14.699987564,200,40
760,2993.339849814111,14.745732297,200,40
770,2991.6189639068607,14.961638502,200,40
780,2991.6189639068607,15.267660219,200,40
790,2991.6189639068607,15.490577587,200,40
800,2991.6189639068607,15.669178398,200,40
