iterations,fitness,time,samples,tokeep
170,3367.355190093795,3.3276158,40,20
180,3384.078088793401,3.331670174,40,20
190,3408.6930908967643,3.701184504,40,20
200,3408.6930908967643,3.704880795,40,20
210,3343.4300951274054,3.708273362,40,20
220,3304.2495294888918,4.192071882,40,20
230,3351.9914644301116,4.195706162,40,20
240,3331.3751815442374,4.19924992,40,20
250,3342.007047290999,4.402776307,40,20
260,3263.7850168300115,4.407012923,40,20
270,3336.8571343264334,4.410269431,40,20
280,3379.1707369692936,4.774543643,40,20
290,3379.1707369692936,4.778014443,40,20
300,3418.389129393383,4.781428664,40,20
310,3379.1707369692936,5.013789783,40,20
320,3379.1707369692936,5.017734693,40,20
330,3398.437371996592,5.021454341,40,20
340,3430.1841236702808,5.391347806,40,20
350,3430.1841236702808,5.394861292,40,20
360,3397.5333925896593,5.398638142,40,20
370,3379.1707369692936,5.734141053,40,20
380,3492.8224642080722,5.738211428,40,20
390,3379.1707369692936,6.025778899,40,20
400,3387.2092567313684,6.029778352,40,20
410,3387.2092567313684,6.033571904,40,20
420,3379.1707369692936,6.327835006,40,20
430,3428.0716136017477,6.331279569,40,20
440,3428.0716136017477,6.335125496,40,20
450,3476.8791475954995,6.773125515,40,20
460,3475.617195526108,6.77703654,40,20
470,3445.997043404484,6.780661173,40,20
480,3466.0280539564455,7.012923447,40,20
490,3444.095230053421,7.017471921,40,20
500,3449.057394688545,7.343180322,40,20
510,3457.369642061294,7.346451892,40,20
520,3503.5538793988794,7.34953906,40,20
530,3443.391785582276,7.352768365,40,20
540,3483.256280453671,7.907636408,40,20
550,3469.081680445443,7.911818115,40,20
560,3446.9300925162033,7.915257517,40,20
570,3521.2583850743245,8.139167601,40,20
580,3469.081680445443,8.142510378,40,20
590,3469.081680445443,8.145904297,40,20
600,3488.0722646920894,8.519694707,40,20
610,3476.0105672233835,8.523015688,40,20
620,3469.081680445443,8.526518772,40,20
630,3469.081680445443,8.789578299,40,20
640,3493.53211876167,8.793094332,40,20
650,3493.53211876167,9.091831957,40,20
660,3469.081680445443,9.095201382,40,20
670,3508.1926956759366,9.098570244,40,20
680,3508.1926956759366,9.399015024,40,20
690,3508.1926956759366,9.405339765,40,20
700,3508.1926956759366,9.409599049,40,20
710,3508.1926956759366,9.741069285,40,20
720,3508.1926956759366,9.744319969,40,20
730,3517.889214439195,9.748249406,40,20
740,3508.1926956759366,9.756647773,40,20
750,3537.8867372705527,9.760161291,40,20
760,3537.8867372705527,9.763731613,40,20
770,3517.202081896656,10.13449505,40,20
780,3508.1926956759366,10.137853709,40,20
790,3517.202081896656,10.141670302,40,20
800,3508.1926956759366,10.66239833,40,20
810,3508.1926956759366,10.665758952,40,20
820,3533.2437482494724,10.669856084,40,20
830,3508.1926956759366,10.859808375,40,20
840,3508.1926956759366,10.863106422,40,20
850,3508.1926956759366,10.866556033,40,20
860,3508.1926956759366,11.108731922,40,20
870,3508.965308869417,11.112071596,40,20
880,3508.1926956759366,11.114946426,40,20
890,3508.1926956759366,11.365324766,40,20
900,3508.1926956759366,11.369028136,40,20
910,3508.1926956759366,11.372411852,40,20
920,3508.1926956759366,11.622825421,40,20
930,3508.1926956759366,11.626313382,40,20
940,3508.1926956759366,11.629238186,40,20
950,3527.3457779066375,11.898873621,40,20
960,3508.1926956759366,11.902245898,40,20
970,3508.1926956759366,11.905772687,40,20
980,3508.1926956759366,12.133202862,40,20
990,3508.1926956759366,12.136269403,40,20
1000,3508.1926956759366,12.139961551,40,20
10,2924.4595874097167,0.303585599,40,20
20,3091.8314755312663,0.80796113,40,20
30,3061.38246150759,1.19476705,40,20
40,3323.8457655735174,1.441427241,40,20
50,3326.9336890487007,1.85977651,40,20
60,3327.710229994116,2.107882469,40,20
70,3416.6396337463366,2.530320227,40,20
80,3440.5026774598173,2.534769117,40,20
90,3440.726194258024,2.617239431,40,20
100,3453.7524700664653,2.623626762,40,20
110,3439.2395708218646,3.293992257,40,20
120,3493.953951834574,3.302222073,40,20
130,3439.2395708218646,3.309411895,40,20
140,3439.2395708218646,3.321634311,40,20
150,3486.084113453069,3.32796596,40,20
160,3486.084113453069,3.349759197,40,20
170,3516.8264506381656,3.599809397,40,20
180,3486.084113453069,3.603083429,40,20
190,3486.084113453069,3.606954684,40,20
200,3539.0457440572477,3.614020596,40,20
210,3486.084113453069,3.617180138,40,20
220,3486.084113453069,3.620902296,40,20
230,3440.105509756186,5.324354899,40,20
240,3443.6558808635295,5.725069279,40,20
250,3443.6558808635295,5.727988629,40,20
260,3448.2489570425837,5.73092938,40,20
270,3457.2583432633032,5.919868616,40,20
280,3439.2395708218646,5.922980749,40,20
290,3439.2395708218646,5.926025087,40,20
300,3439.2395708218646,5.928884139,40,20
310,3464.117704101691,6.25829561,40,20
320,3464.117704101691,6.261229458,40,20
330,3448.2489570425837,6.264519227,40,20
340,3440.105509756186,6.554597861,40,20
350,3523.354941760966,6.557743655,40,20
360,3439.2395708218646,6.599913398,40,20
370,3468.265369311066,6.604019478,40,20
380,3523.354941760966,6.609262963,40,20
390,3439.2395708218646,6.982040027,40,20
400,3439.2395708218646,6.985277088,40,20
410,3439.2395708218646,6.988415493,40,20
420,3439.2395708218646,7.436589364,40,20
430,3439.2395708218646,7.440212437,40,20
440,3439.2395708218646,7.443265119,40,20
450,3439.2395708218646,7.750151918,40,20
460,3439.2395708218646,7.753245414,40,20
470,3439.2395708218646,7.756508228,40,20
480,3439.2395708218646,8.055304554,40,20
490,3456.236315304039,8.058660522,40,20
500,3537.092797781643,8.062323818,40,20
510,3465.919299218594,8.460461819,40,20
520,3466.2604473055217,8.463641066,40,20
530,3487.4683643253447,8.467162454,40,20
540,3456.236315304039,8.787611476,40,20
550,3457.2583432633032,8.790995395,40,20
560,3457.2583432633032,8.794209781,40,20
570,3488.3182170836512,9.100888965,40,20
580,3457.2583432633032,9.104653271,40,20
590,3513.388518014411,9.107698134,40,20
600,3467.672935431117,9.38501806,40,20
610,3473.2330597862137,9.388314694,40,20
620,3473.2330597862137,9.39159469,40,20
630,3459.1237761600496,9.753014687,40,20
640,3489.4478725950266,9.756415521,40,20
650,3486.9786524891356,9.759981732,40,20
660,3486.9786524891356,10.071462762,40,20
670,3505.66268540384,10.074526345,40,20
680,3456.236315304039,10.077495235,40,20
690,3456.236315304039,10.407601426,40,20
700,3523.354941760966,10.411146277,40,20
710,3536.8437221726244,10.414450198,40,20
720,3456.236315304039,10.584208608,40,20
730,3476.3140444181377,10.692213326,40,20
740,3456.236315304039,10.695345069,40,20
750,3495.7174309667184,10.859161278,40,20
760,3456.236315304039,10.862930463,40,20
770,3505.66268540384,10.886932199,40,20
780,3456.236315304039,10.890030587,40,20
790,3456.236315304039,10.893433097,40,20
800,3464.117704101691,11.278413063,40,20
810,3495.347330534533,11.281423343,40,20
820,3486.796295832977,11.284161304,40,20
830,3540.3516862431406,11.578234015,40,20
840,3540.3516862431406,11.581476889,40,20
850,3540.3516862431406,11.58467906,40,20
860,3540.3516862431406,11.735763716,40,20
870,3540.3516862431406,11.739109596,40,20
880,3540.3516862431406,11.742361951,40,20
890,3540.3516862431406,12.103500018,40,20
900,3540.3516862431406,12.106897796,40,20
910,3540.3516862431406,12.110613043,40,20
920,3540.3516862431406,12.368982311,40,20
930,3540.3516862431406,12.372448259,40,20
940,3540.3516862431406,12.375380735,40,20
950,3550.470917633614,12.378115775,40,20
960,3540.3516862431406,12.668252356,40,20
970,3553.2974788053207,12.671289275,40,20
980,3546.9796749349,12.674553611,40,20
990,3540.3516862431406,12.883641915,40,20
1000,3540.3516862431406,12.886462005,40,20
10,2803.501399127333,0.492834184,40,20
20,2977.070687147111,1.206206763,40,20
30,3063.146593980477,1.521586058,40,20
40,3185.084399378044,1.901155712,40,20
50,3249.9603190093057,1.905679506,40,20
60,3295.341348647658,2.511191852,40,20
70,3289.2064264029345,2.515463182,40,20
80,3312.238963295157,2.51945016,40,20
90,3368.0803239987426,2.657185425,40,20
100,3428.309008042294,2.66193001,40,20
110,3418.6958286540294,3.420083791,40,20
120,3408.943266613044,3.424428931,40,20
130,3424.4902646652067,3.556641313,40,20
140,3397.8116838269048,3.746629435,40,20
150,3425.3672063567296,3.751310114,40,20
160,3419.2809481132967,4.003898717,40,20
170,3426.496598353653,4.007234556,40,20
180,3402.154531300035,4.011220377,40,20
190,3414.0962459291713,4.510896176,40,20
200,3409.3093887675177,4.514318431,40,20
210,3397.8116838269048,4.517921963,40,20
220,3397.8116838269048,4.719786701,40,20
230,3397.8116838269048,4.723722883,40,20
240,3397.8116838269048,4.727220815,40,20
250,3367.2517032979667,4.817829255,40,20
260,3376.0843233812966,4.823103396,40,20
270,3426.496598353653,5.367856914,40,20
280,3426.496598353653,5.374247502,40,20
290,3426.496598353653,5.377333293,40,20
300,3426.496598353653,5.656736488,40,20
310,3426.496598353653,5.670728066,40,20
320,3426.496598353653,5.673550442,40,20
330,3441.4006504905137,5.676455388,40,20
340,3426.496598353653,5.95701854,40,20
350,3426.496598353653,5.960458169,40,20
360,3380.7131872757636,5.96397675,40,20
370,3416.152579930421,6.325651495,40,20
380,3367.2517032979667,6.32852495,40,20
390,3384.2694528820666,6.33185685,40,20
400,3367.2517032979667,6.609988496,40,20
410,3387.372134281814,6.612830894,40,20
420,3415.6441364866437,6.615758229,40,20
430,3415.6441364866437,6.998022874,40,20
440,3415.6441364866437,7.00111329,40,20
450,3429.272251263514,7.004229216,40,20
460,3396.87415082581,7.30283198,40,20
470,3421.5030074086585,7.305891637,40,20
480,3421.5030074086585,7.309031777,40,20
490,3421.5030074086585,7.671703891,40,20
500,3403.945383453292,7.675321031,40,20
510,3403.289248180845,7.678739299,40,20
520,3403.289248180845,8.194100903,40,20
530,3403.289248180845,8.197581267,40,20
540,3453.5969908069605,8.200663653,40,20
550,3397.7899243100555,8.404840827,40,20
560,3441.4006504905137,8.408197038,40,20
570,3441.4006504905137,8.411642063,40,20
580,3396.87415082581,8.810366699,40,20
590,3367.2517032979667,8.813716738,40,20
600,3367.2517032979667,8.816906421,40,20
610,3403.289248180845,9.077769953,40,20
620,3388.709024264277,9.081334623,40,20
630,3392.4218420257844,9.085191792,40,20
640,3367.2517032979667,9.39682535,40,20
650,3403.9770145386983,9.400758258,40,20
660,3420.6893491037044,9.404112629,40,20
670,3377.3119187898906,9.69746768,40,20
680,3385.6143589183325,9.700538713,40,20
690,3397.8116838269048,9.70393286,40,20
700,3452.0629879375965,10.056240749,40,20
710,3467.0686538226732,10.059407695,40,20
720,3458.236033739344,10.062755256,40,20
730,3397.8116838269048,10.285109684,40,20
740,3416.1743394472705,10.288791301,40,20
750,3428.554021012001,10.598792755,40,20
760,3430.6872386918712,10.606121586,40,20
770,3443.7820570707263,10.609106514,40,20
780,3427.6308726709563,10.777186354,40,20
790,3427.6308726709563,10.780517467,40,20
800,3433.3185542841575,10.784275494,40,20
810,3447.5067670341828,11.155392606,40,20
820,3481.0037679321867,11.159036143,40,20
830,3433.3185542841575,11.16294598,40,20
840,3453.4389852680047,11.35666819,40,20
850,3421.5030074086585,11.360581,40,20
860,3455.19431665158,11.364411108,40,20
870,3421.5030074086585,11.618627825,40,20
880,3436.015906653259,11.621724011,40,20
890,3421.5030074086585,11.625582793,40,20
900,3456.209085059131,11.898057691,40,20
910,3458.6941828298777,11.901113703,40,20
920,3436.015906653259,11.904578537,40,20
930,3412.9799156922704,12.198069172,40,20
940,3428.554021012001,12.201201381,40,20
950,3428.554021012001,12.204190844,40,20
960,3417.932114810752,12.207564314,40,20
970,3397.8116838269048,12.433673216,40,20
980,3443.493225885746,12.437542313,40,20
990,3397.8116838269048,12.440752451,40,20
1000,3442.9161181364043,12.640321723,40,20
10,2886.5317004162803,0.707453892,40,20
20,2883.682843496759,1.114599957,40,20
30,3038.483007248049,1.278830527,40,20
40,3397.576570952964,1.630759037,40,20
50,3235.8095665974047,1.642989358,40,20
60,3187.061341277941,1.659468703,40,20
70,3369.6812553922246,1.709200399,40,20
80,3305.68861852586,2.216028694,40,20
90,3369.6812553922246,2.219832591,40,20
100,3351.5673865103054,2.223207663,40,20
110,3364.250016164162,2.98793801,40,20
120,3370.772159246237,2.99253179,40,20
130,3321.8915643072514,3.283075751,40,20
140,3386.7991841118333,3.287428552,40,20
150,3370.772159246237,3.533226591,40,20
160,3413.347493524713,3.537227867,40,20
170,3404.7243212380286,3.541369133,40,20
180,3404.7243212380286,3.990370262,40,20
190,3416.0778399921087,4.051912335,40,20
200,3395.957409008262,4.055612046,40,20
210,3395.957409008262,4.059703268,40,20
220,3419.2929623289538,4.411314707,40,20
230,3331.122181444428,4.414905777,40,20
240,3318.421001569401,4.417900184,40,20
250,3318.421001569401,4.445948361,40,20
260,3313.0102297220733,4.449559218,40,20
270,3318.421001569401,4.452792893,40,20
280,3318.421001569401,4.774550239,40,20
290,3318.421001569401,4.777855733,40,20
300,3318.421001569401,4.781305389,40,20
310,3330.9956721122076,4.999578509,40,20
320,3363.5931451669853,5.003519559,40,20
330,3348.6016480451713,5.404153259,40,20
340,3318.421001569401,5.407575132,40,20
350,3318.421001569401,5.410734454,40,20
360,3332.5876054305604,5.697411078,40,20
370,3318.421001569401,5.701206731,40,20
380,3332.5876054305604,5.704755699,40,20
390,3332.5876054305604,6.054071856,40,20
400,3332.5876054305604,6.057458799,40,20
410,3332.5876054305604,6.060852933,40,20
420,3336.543792726205,6.351545749,40,20
430,3316.423361742358,6.354790191,40,20
440,3316.423361742358,6.358256381,40,20
450,3316.423361742358,6.678369752,40,20
460,3316.423361742358,6.681868224,40,20
470,3316.423361742358,6.685058917,40,20
480,3316.423361742358,7.011922648,40,20
490,3316.423361742358,7.015605477,40,20
500,3316.423361742358,7.018770555,40,20
510,3316.423361742358,7.355804761,40,20
520,3323.314155132414,7.359146087,40,20
530,3342.2371512047657,7.362670093,40,20
540,3316.423361742358,7.787850979,40,20
550,3316.423361742358,7.842905728,40,20
560,3336.543792726205,7.846604521,40,20
570,3316.423361742358,7.849804032,40,20
580,3316.423361742358,8.146848453,40,20
590,3331.5329100256004,8.150035624,40,20
600,3316.423361742358,8.153458658,40,20
610,3355.4625610783332,8.543851912,40,20
620,3316.423361742358,8.54710033,40,20
630,3316.423361742358,8.550613023,40,20
640,3326.4835772342813,8.818821225,40,20
650,3316.423361742358,8.822216565,40,20
660,3316.423361742358,8.825485304,40,20
670,3316.423361742358,9.147646496,40,20
680,3316.423361742358,9.156381133,40,20
690,3316.423361742358,9.498776455,40,20
700,3316.423361742358,9.507072261,40,20
710,3369.808726918728,9.51028403,40,20
720,3316.423361742358,9.841753546,40,20
730,3355.4625610783332,9.84513992,40,20
740,3328.2389086178564,9.849069201,40,20
750,3316.423361742358,10.062042405,40,20
760,3316.423361742358,10.064949326,40,20
770,3316.423361742358,10.067855545,40,20
780,3316.423361742358,10.502399583,40,20
790,3316.423361742358,10.505774137,40,20
800,3316.423361742358,10.50913757,40,20
810,3325.530241356265,10.710331496,40,20
820,3316.423361742358,10.71633895,40,20
830,3316.423361742358,10.719573018,40,20
840,3316.423361742358,10.988768197,40,20
850,3316.423361742358,10.992666969,40,20
860,3316.423361742358,10.996175437,40,20
870,3325.7850949744275,11.228790737,40,20
880,3316.423361742358,11.231859471,40,20
890,3328.380781932338,11.235029368,40,20
900,3316.423361742358,11.512224557,40,20
910,3316.423361742358,11.515683425,40,20
920,3316.423361742358,11.518989682,40,20
930,3316.423361742358,11.79469091,40,20
940,3316.423361742358,11.797779467,40,20
950,3316.423361742358,11.800921637,40,20
960,3316.423361742358,12.076496597,40,20
970,3326.4835772342813,12.079899229,40,20
980,3355.4625610783332,12.083151958,40,20
990,3316.423361742358,12.321107593,40,20
1000,3316.423361742358,12.324848111,40,20
10,3001.0864657920474,0.260517702,40,20
20,3026.0544219871217,0.69369636,40,20
30,3036.7752213581916,0.969978011,40,20
40,3054.756048988888,1.000240768,40,20
50,3145.9319333838203,1.506772634,40,20
60,3231.803466374126,1.510788947,40,20
70,3208.573556189811,1.514554212,40,20
80,3314.6993784242272,2.104284394,40,20
90,3338.556912638468,2.108658362,40,20
100,3331.1507832325574,2.26416881,40,20
110,3308.0396705759317,2.26812434,40,20
120,3338.418777731513,2.271953268,40,20
130,3314.02767778145,3.026752778,40,20
140,3329.0655438788112,3.031367973,40,20
150,3340.88109075431,4.019587355,40,20
160,3358.5432415956557,4.02312785,40,20
170,3319.432226365162,4.026453732,40,20
180,3358.5432415956557,4.167648945,40,20
190,3401.7356439460164,4.171433517,40,20
200,3333.49218902212,4.175410276,40,20
210,3329.13735977333,4.541544667,40,20
220,3358.8775551133,4.54477109,40,20
230,3310.8265790588403,4.548253728,40,20
240,3364.382404079004,4.826804788,40,20
250,3332.0840300123873,4.830525421,40,20
260,3301.0695707447967,4.834544154,40,20
270,3320.336205772095,5.112416576,40,20
280,3321.8698052608006,5.115818752,40,20
290,3350.825837304449,5.44777865,40,20
300,3301.0695707447967,5.451645614,40,20
310,3291.3104072828937,5.455513775,40,20
320,3326.3458363776363,5.761582363,40,20
330,3313.657438293834,5.765214934,40,20
340,3294.222131211342,5.768777767,40,20
350,3300.0865600347597,6.063044409,40,20
360,3320.1325494476678,6.066476766,40,20
370,3310.7741529337977,6.069946056,40,20
380,3308.3890001632017,6.359889715,40,20
390,3332.0840300123873,6.366250043,40,20
400,3332.0840300123873,6.36940391,40,20
410,3332.0840300123873,6.704495621,40,20
420,3332.0840300123873,6.707838055,40,20
430,3300.0865600347597,6.711013556,40,20
440,3300.0865600347597,7.091857706,40,20
450,3350.5177074622084,7.095597011,40,20
460,3300.0865600347597,7.098632672,40,20
470,3333.218746893197,7.431677518,40,20
480,3308.3890001632017,7.435098066,40,20
490,3300.0865600347597,7.438343291,40,20
500,3300.0865600347597,7.602445547,40,20
510,3329.18109595981,7.605738288,40,20
520,3339.1049908046234,8.153186056,40,20
530,3300.0865600347597,8.156500002,40,20
540,3300.0865600347597,8.160207094,40,20
550,3349.9348597966027,8.419335671,40,20
560,3349.9348597966027,8.422668967,40,20
570,3300.0865600347597,8.426141194,40,20
580,3349.165206296547,8.687385182,40,20
590,3314.02767778145,8.690870137,40,20
600,3339.1387612698218,9.107313474,40,20
610,3348.478993223436,9.110544522,40,20
620,3300.0865600347597,9.114165024,40,20
630,3326.766288431489,9.385662294,40,20
640,3300.0865600347597,9.389037663,40,20
650,3300.0865600347597,9.392571804,40,20
660,3324.0878932733735,9.732463609,40,20
670,3324.0878932733735,9.735695189,40,20
680,3324.0878932733735,9.739085834,40,20
690,3330.1927649395916,9.99464823,40,20
700,3330.1927649395916,9.997785171,40,20
710,3330.1927649395916,10.000960773,40,20
720,3354.1940981782054,10.414378086,40,20
730,3330.1927649395916,10.417593816,40,20
740,3373.3851672899523,10.420750174,40,20
750,3373.3851672899523,10.423952429,40,20
760,3373.3851672899523,10.624811365,40,20
770,3373.3851672899523,10.630692866,40,20
780,3373.3851672899523,10.63359186,40,20
790,3373.3851672899523,10.645378577,40,20
800,3373.3851672899523,10.64914467,40,20
810,3373.3851672899523,10.652213941,40,20
820,3373.3851672899523,10.975134472,40,20
830,3373.3851672899523,10.978320612,40,20
840,3373.3851672899523,10.982274351,40,20
850,3373.3851672899523,11.259327227,40,20
860,3373.3851672899523,11.262543937,40,20
870,3373.3851672899523,11.265854966,40,20
880,3373.3851672899523,11.524972011,40,20
890,3373.3851672899523,11.528124722,40,20
900,3373.3851672899523,11.531556411,40,20
910,3373.3851672899523,11.800258598,40,20
920,3373.3851672899523,11.803361572,40,20
930,3373.3851672899523,11.806669338,40,20
940,3373.3851672899523,12.030087344,40,20
950,3373.3851672899523,12.033075036,40,20
960,3373.3851672899523,12.036092226,40,20
970,3383.4453827818757,12.29946722,40,20
980,3373.3851672899523,12.302678989,40,20
990,3373.3851672899523,12.306302575,40,20
1000,3373.3851672899523,12.521418544,40,20
10,3003.245942778462,0.24545997,60,30
20,3125.5192646479913,0.762634755,60,30
30,3311.6321209432954,1.359865901,60,30
40,3337.9593503293936,1.689663816,60,30
50,3409.3600633001065,1.698549271,60,30
60,3410.315966986977,1.706023503,60,30
70,3470.1651264845736,1.713075578,60,30
80,3398.6082535446403,1.720564791,60,30
90,3428.26334590675,1.727777023,60,30
100,3432.540116734699,1.734181104,60,30
110,3408.8890502592685,1.744700522,60,30
120,3497.3135801918743,1.751750891,60,30
130,3497.2811023572226,1.759275278,60,30
140,3488.271716136503,1.767116221,60,30
150,3518.88620438975,2.468906259,60,30
160,3511.6267736523473,2.473711298,60,30
170,3499.815948067169,2.47854759,60,30
180,3585.0021255673687,2.762722545,60,30
190,3596.4185764817416,2.767515629,60,30
200,3585.0021255673687,3.006776145,60,30
210,3595.062341059292,3.011666884,60,30
220,3585.0021255673687,3.071378469,60,30
230,3585.0021255673687,3.077216825,60,30
240,3583.246794183793,3.082677001,60,30
250,3574.9419100754453,3.088831141,60,30
260,3574.9419100754453,3.554786106,60,30
270,3574.9419100754453,3.559419814,60,30
280,3574.9419100754453,3.939990672,60,30
290,3574.9419100754453,3.944517255,60,30
300,3574.9419100754453,4.214572581,60,30
310,3574.9419100754453,4.218968265,60,30
320,3574.9419100754453,4.522075572,60,30
330,3548.701247248621,4.526802681,60,30
340,3558.471316283552,4.531526946,60,30
350,3538.306502049077,4.832200743,60,30
360,3538.7524257076934,4.836682236,60,30
370,3538.306502049077,5.147143023,60,30
380,3538.306502049077,5.151347983,60,30
390,3538.7524257076934,5.486829284,60,30
400,3538.306502049077,5.491116477,60,30
410,3538.306502049077,5.495542008,60,30
420,3553.8358074578878,5.810080314,60,30
430,3553.8358074578878,5.814107503,60,30
440,3584.578144642984,6.161969793,60,30
450,3584.578144642984,6.166497275,60,30
460,3584.578144642984,6.443839206,60,30
470,3553.8358074578878,6.484737893,60,30
480,3538.306502049077,6.488570118,60,30
490,3553.227242684355,6.492422641,60,30
500,3553.227242684355,7.269279941,60,30
510,3553.227242684355,7.273656706,60,30
520,3553.227242684355,7.277819219,60,30
530,3553.227242684355,7.533416203,60,30
540,3555.4672840413173,7.538085515,60,30
550,3553.227242684355,7.841691336,60,30
560,3553.227242684355,7.846020117,60,30
570,3585.681929099526,8.117672766,60,30
580,3533.339478444294,8.122422742,60,30
590,3533.339478444294,8.528613391,60,30
600,3521.6869891442707,8.532799621,60,30
610,3523.442320527846,8.537067736,60,30
620,3525.088257630144,8.868545933,60,30
630,3550.6789748874094,8.87234305,60,30
640,3516.0430836940127,9.182207815,60,30
650,3529.9894292727126,9.186639057,60,30
660,3511.6267736523473,9.44886918,60,30
670,3511.6267736523473,9.458315205,60,30
680,3516.0430836940127,9.624503934,60,30
690,3511.6267736523473,9.628485241,60,30
700,3511.6267736523473,9.633551898,60,30
710,3532.427008168351,9.883663509,60,30
720,3532.427008168351,9.88767683,60,30
730,3581.2345421621035,10.226135416,60,30
740,3532.427008168351,10.229805037,60,30
750,3574.6360419738917,10.233200487,60,30
760,3552.547439152198,10.48261395,60,30
770,3532.427008168351,10.486173376,60,30
780,3532.427008168351,10.787070127,60,30
790,3536.077211968575,10.791321281,60,30
800,3532.427008168351,10.795395482,60,30
810,3570.400731392654,11.047134153,60,30
820,3532.427008168351,11.050369463,60,30
830,3562.9869886972897,11.05385233,60,30
840,3532.427008168351,11.358981473,60,30
850,3532.427008168351,11.363176822,60,30
860,3581.2345421621035,11.586719877,60,30
870,3532.427008168351,11.589818014,60,30
880,3532.427008168351,11.593486832,60,30
890,3532.427008168351,11.847313471,60,30
900,3512.4927125866693,11.851925316,60,30
910,3537.6108114572803,12.060803677,60,30
920,3532.427008168351,12.064769728,60,30
930,3532.427008168351,12.318102568,60,30
940,3512.4927125866693,12.322500709,60,30
950,3512.4927125866693,12.327295955,60,30
960,3512.4927125866693,12.552165258,60,30
970,3512.4927125866693,12.556678464,60,30
980,3512.4927125866693,12.845879488,60,30
990,3512.4927125866693,12.849621814,60,30
1000,3512.4927125866693,12.853813561,60,30
10,2954.5765642668684,0.489286911,60,30
20,3214.2886556954068,0.95080523,60,30
30,3199.990265031734,1.661390796,60,30
40,3223.407507869086,2.137969261,60,30
50,3342.2090955697736,2.158403585,60,30
60,3305.279489904463,2.713863716,60,30
70,3389.302920229214,3.01168382,60,30
80,3472.962835717728,3.028232848,60,30
90,3436.898436011008,3.038843678,60,30
100,3446.0708320451754,3.055146431,60,30
110,3478.72433440086,3.066120657,60,30
120,3540.603061922584,3.086836041,60,30
130,3489.8165981994653,3.765733754,60,30
140,3488.939798158253,3.771773202,60,30
150,3501.8087807512147,4.05976177,60,30
160,3489.254877827026,4.06501719,60,30
170,3531.520218613474,4.338452412,60,30
180,3513.231697532285,4.343585322,60,30
190,3538.6855473484043,4.823463474,60,30
200,3532.7889413989597,4.828579588,60,30
210,3506.8557345212025,5.057505986,60,30
220,3506.8557345212025,5.062143093,60,30
230,3556.957839668274,5.080358399,60,30
240,3535.81417811289,5.088825394,60,30
250,3519.468487331948,5.413333194,60,30
260,3543.496355690477,5.418228889,60,30
270,3516.915950013126,5.642424509,60,30
280,3520.751638169936,5.646933345,60,30
290,3529.1203162153333,6.007678201,60,30
300,3515.0603535583755,6.011733715,60,30
310,3535.81417811289,6.34958927,60,30
320,3503.4707849626366,6.353467192,60,30
330,3503.4707849626366,6.357629181,60,30
340,3503.4707849626366,6.663778896,60,30
350,3513.640394735837,6.668028668,60,30
360,3518.152722323671,6.962030121,60,30
370,3513.7006245665934,6.966148827,60,30
380,3510.8095355008436,6.970642118,60,30
390,3510.8095355008436,7.359561757,60,30
400,3565.162458705447,7.364015392,60,30
410,3547.067272762254,7.659910502,60,30
420,3547.067272762254,7.664059913,60,30
430,3523.38420604365,8.032904737,60,30
440,3490.0093009848397,8.037142414,60,30
450,3529.1203162153333,8.041219842,60,30
460,3517.134953040186,8.337463694,60,30
470,3509.636624494605,8.34165473,60,30
480,3490.0093009848397,8.653087274,60,30
490,3520.5692815137777,8.657906491,60,30
500,3501.8248478603387,8.98359587,60,30
510,3501.8248478603387,8.988155925,60,30
520,3499.642618498489,8.992320569,60,30
530,3490.0093009848397,9.308953762,60,30
540,3504.5222002294404,9.313547581,60,30
550,3535.81417811289,9.594782893,60,30
560,3503.4707849626366,9.598747621,60,30
570,3529.1203162153333,10.062774462,60,30
580,3535.9796742286608,10.066683291,60,30
590,3520.5692815137777,10.07073894,60,30
600,3520.5692815137777,10.369602864,60,30
610,3520.5692815137777,10.373649067,60,30
620,3565.162458705447,10.593930759,60,30
630,3520.5692815137777,10.598399589,60,30
640,3535.9796742286608,10.904809715,60,30
650,3568.08769965679,10.908188717,60,30
660,3514.4597393010667,10.911653824,60,30
670,3565.162458705447,11.175564888,60,30
680,3531.6097700168475,11.179995422,60,30
690,3531.6097700168475,11.183631578,60,30
700,3494.425611026504,11.477736556,60,30
710,3513.640394735837,11.481549773,60,30
720,3494.425611026504,11.485679171,60,30
730,3513.640394735837,11.701741718,60,30
740,3513.640394735837,11.706201675,60,30
750,3548.1268344069863,11.983377075,60,30
760,3513.640394735837,11.986937919,60,30
770,3513.640394735837,12.244909944,60,30
780,3490.0093009848397,12.24888937,60,30
790,3540.1114061319113,12.254344714,60,30
800,3515.0603535583755,12.573358755,60,30
810,3515.0603535583755,12.577434739,60,30
820,3515.0603535583755,12.581431821,60,30
830,3514.0106342234535,12.773884773,60,30
840,3520.5692815137777,12.777778217,60,30
850,3494.425611026504,13.050316481,60,30
860,3569.0252326578848,13.054296042,60,30
870,3490.0093009848397,13.058179815,60,30
880,3569.0252326578848,13.065283671,60,30
890,3589.8254671738887,13.07169125,60,30
900,3598.9703975781395,13.075346298,60,30
910,3593.0265658964986,13.469821326,60,30
920,3589.8254671738887,13.473125578,60,30
930,3589.8254671738887,13.476120921,60,30
940,3589.8254671738887,13.767925961,60,30
950,3589.8254671738887,13.771123252,60,30
