a,b,c,d,e
430,3216.9189878750717,8.597197446,200,100
440,3216.9189878750717,8.706806552,200,100
450,3216.9189878750717,8.855754418,200,100
460,3216.9189878750717,9.109696499,200,100
470,3229.3469780657883,9.180893712,200,100
480,3229.3469780657883,9.329011412,200,100
490,3229.3469780657883,9.436934664,200,100
500,3229.3469780657883,9.547306895,200,100
510,3229.3469780657883,9.684156135,200,100
520,3229.3469780657883,9.779281188,200,100
530,3229.3469780657883,9.936917478,200,100
540,3229.3469780657883,10.043132249,200,100
550,3216.9189878750717,10.093770063,200,100
560,3216.9189878750717,10.107386263,200,100
570,3216.9189878750717,10.112755334,200,100
580,3216.9189878750717,10.137899369,200,100
590,3216.9189878750717,10.14280368,200,100
600,3216.9189878750717,10.170264025,200,100
610,3216.9189878750717,10.196936236,200,100
620,3216.9189878750717,10.202329639,200,100
630,3216.9189878750717,10.229807803,200,100
640,3229.3469780657883,10.240603216,200,100
650,3216.9189878750717,10.296894523,200,100
660,3223.13298297043,10.301980021,200,100
670,3223.13298297043,10.342505095,200,100
680,3216.9189878750717,10.377251813,200,100
690,3216.9189878750717,10.383348344,200,100
700,3216.9189878750717,10.436383894,200,100
710,3216.9189878750717,10.441822812,200,100
720,3216.9189878750717,10.479630357,200,100
730,3216.9189878750717,10.485085455,200,100
740,3216.9189878750717,10.522540882,200,100
750,3216.9189878750717,10.528548845,200,100
760,3216.9189878750717,10.555100721,200,100
770,3216.9189878750717,10.587465799,200,100
780,3230.28405825331,10.592604294,200,100
790,3230.28405825331,10.62666845,200,100
800,3230.28405825331,10.721441405,200,100
810,3230.28405825331,10.72665509,200,100
820,3230.28405825331,10.764356822,200,100
830,3230.28405825331,10.773097391,200,100
840,3230.28405825331,10.819427326,200,100
850,3230.28405825331,10.845741231,200,100
860,3230.28405825331,10.85140271,200,100
870,3230.28405825331,10.904333546,200,100
880,3216.9189878750717,10.914662162,200,100
890,3216.9189878750717,10.953331161,200,100
900,3216.9189878750717,10.95955839,200,100
910,3216.9189878750717,10.99273766,200,100
920,3223.13298297043,11.058554259,200,100
930,3216.9189878750717,11.073911616,200,100
940,3216.9189878750717,11.117692791,200,100
950,3223.13298297043,11.123449995,200,100
960,3216.9189878750717,11.153595646,200,100
970,3216.9189878750717,11.177442445,200,100
980,3216.9189878750717,11.18382644,200,100
990,3216.9189878750717,11.23101921,200,100
1000,3216.9189878750717,11.23869056,200,100
10,2403.6984975673176,0.384938823,200,100
20,2574.8133343156296,0.603550822,200,100
30,2571.096123522911,1.060140036,200,100
40,2670.4486384425745,1.347254658,200,100
50,2770.163048478669,1.753079547,200,100
60,2828.465504911722,1.988784822,200,100
70,2860.361887681732,2.194958533,200,100
80,3002.8123482777564,2.620489769,200,100
90,3011.863614802488,2.906484534,200,100
100,3055.8940384339417,3.111890625,200,100
110,3022.9664960619184,3.400673634,200,100
120,3034.8251250767735,3.664274175,200,100
130,3066.1353953172975,3.8654424,200,100
140,3095.125756039535,4.134711823,200,100
150,3121.278598432361,4.350145251,200,100
160,3133.6184665933592,4.616726602,200,100
170,3151.5901814658896,4.788314163,200,100
180,3180.6863019281805,4.943620981,200,100
190,3185.7327798543056,5.130639307,200,100
200,3201.266233637812,5.217531323,200,100
210,3179.9557105276103,5.402087122,200,100
220,3177.5425949343553,5.505682887,200,100
230,3216.8320973499763,5.646770834,200,100
240,3189.207739788991,5.820844779,200,100
250,3210.884561730637,5.950548148,200,100
260,3213.13131048966,6.036567515,200,100
270,3213.13131048966,6.230099494,200,100
280,3245.5723924098847,6.365823734,200,100
290,3235.828197329463,6.48271842,200,100
300,3235.828197329463,6.659539026,200,100
310,3233.144402219168,6.806627337,200,100
320,3219.7793318409304,6.96956877,200,100
330,3229.3886670620923,7.091842961,200,100
340,3213.4417230369077,7.302829452,200,100
350,3213.4417230369077,7.398854725,200,100
360,3213.4417230369077,7.577725458,200,100
370,3213.13131048966,7.749766615,200,100
380,3214.151375387817,7.868346006,200,100
390,3235.828197329463,8.007201454,200,100
400,3235.828197329463,8.145059342,200,100
410,3235.828197329463,8.255497911,200,100
420,3235.828197329463,8.406095301,200,100
430,3235.828197329463,8.46995824,200,100
440,3216.4042865767683,8.546361008,200,100
450,3229.3886670620923,8.712251462,200,100
460,3216.5199179102387,8.862837252,200,100
470,3214.574274002051,8.95898634,200,100
480,3213.13131048966,9.04319181,200,100
490,3232.030736801863,9.183927764,200,100
500,3229.3886670620923,9.318728293,200,100
510,3229.3886670620923,9.418728821,200,100
520,3214.151375387817,9.544096154,200,100
530,3217.651931971201,9.672116648,200,100
540,3213.13131048966,9.76688532,200,100
550,3213.13131048966,9.886535932,200,100
560,3214.151375387817,10.022989679,200,100
570,3217.651931971201,10.028387455,200,100
580,3214.999005550253,10.069780186,200,100
590,3214.999005550253,10.128604052,200,100
600,3213.13131048966,10.134238021,200,100
610,3213.13131048966,10.254142871,200,100
620,3213.13131048966,10.261480221,200,100
630,3213.13131048966,10.295436466,200,100
640,3214.151375387817,10.30253822,200,100
650,3214.151375387817,10.367107216,200,100
660,3214.151375387817,10.4049231,200,100
670,3214.151375387817,10.410733737,200,100
680,3214.151375387817,10.446770156,200,100
690,3214.151375387817,10.452084968,200,100
700,3214.151375387817,10.503405458,200,100
710,3214.151375387817,10.508355283,200,100
720,3214.151375387817,10.55253914,200,100
730,3190.192391148371,10.585080391,200,100
740,3191.460650977942,10.590900418,200,100
750,3192.7082963723747,10.62119088,200,100
760,3192.7082963723747,10.626585583,200,100
770,3188.1876748908335,10.658874845,200,100
780,3190.0553699514267,10.703681753,200,100
790,3214.151375387817,10.709811007,200,100
800,3188.1876748908335,10.788473145,200,100
810,3188.1876748908335,10.796300716,200,100
820,3188.1876748908335,10.835013177,200,100
830,3188.1876748908335,10.840517053,200,100
840,3188.1876748908335,10.853088716,200,100
850,3188.1876748908335,10.879447451,200,100
860,3188.1876748908335,10.885657888,200,100
870,3189.207739788991,10.918428298,200,100
880,3188.1876748908335,10.925570407,200,100
890,3188.1876748908335,10.974528247,200,100
900,3188.1876748908335,11.007571791,200,100
910,3188.1876748908335,11.013880701,200,100
920,3188.1876748908335,11.047607606,200,100
930,3188.1876748908335,11.053194858,200,100
940,3188.1876748908335,11.131645398,200,100
950,3190.0553699514267,11.179503747,200,100
960,3188.1876748908335,11.194391219,200,100
970,3188.1876748908335,11.218166248,200,100
980,3190.0553699514267,11.244652753,200,100
990,3188.1876748908335,11.278965552,200,100
1000,3188.1876748908335,11.305725491,200,100
10,2397.4146064234005,0.277172906,200,100
20,2490.6850082002657,0.675772149,200,100
30,2614.762768820215,1.017064292,200,100
40,2673.157522999507,1.437565038,200,100
50,2924.531176994098,1.756410613,200,100
60,2881.9412905946688,1.969500568,200,100
70,2958.889155289422,2.240904203,200,100
80,3006.1453768970487,2.582987405,200,100
90,3063.4854917176144,2.782727369,200,100
100,3120.169682504018,3.074943469,200,100
110,3141.5534909156986,3.361850811,200,100
120,3127.297917313792,3.558921309,200,100
130,3153.530379378475,3.832238544,200,100
140,3157.5984169594576,4.12440778,200,100
150,3176.4390154176017,4.330818166,200,100
160,3183.657659072268,4.620377823,200,100
170,3198.2134211692,4.813753602,200,100
180,3201.8478859804027,4.96094705,200,100
190,3198.2311997280012,5.127561521,200,100
200,3227.7250951958704,5.264429132,200,100
210,3212.4971149235334,5.427551652,200,100
220,3236.092630405996,5.563927426,200,100
230,3237.9613736088995,5.695334914,200,100
240,3244.52847385137,5.883109682,200,100
250,3241.139866430791,5.98028055,200,100
260,3244.52847385137,6.0990161,200,100
270,3244.52847385137,6.252075438,200,100
280,3244.52847385137,6.350014169,200,100
290,3275.8827090797986,6.526990174,200,100
300,3244.52847385137,6.620758411,200,100
310,3244.52847385137,6.874470585,200,100
320,3250.181109393873,6.965061188,200,100
330,3244.52847385137,7.10755251,200,100
340,3249.803065893536,7.284043846,200,100
350,3244.52847385137,7.411113709,200,100
360,3263.8367532705943,7.60933027,200,100
370,3244.52847385137,7.733425662,200,100
380,3258.5663102150784,7.8479105,200,100
390,3244.52847385137,7.975823378,200,100
400,3244.52847385137,8.125993271,200,100
410,3244.52847385137,8.23514018,200,100
420,3244.52847385137,8.398786563,200,100
430,3244.52847385137,8.587939867,200,100
440,3244.52847385137,8.712271533,200,100
450,3244.52847385137,8.807325127,200,100
460,3244.52847385137,8.940696591,200,100
470,3244.52847385137,9.011404648,200,100
480,3244.52847385137,9.207881313,200,100
490,3244.52847385137,9.311948313,200,100
500,3244.52847385137,9.467735023,200,100
510,3244.52847385137,9.57137626,200,100
520,3244.52847385137,9.718214513,200,100
530,3244.52847385137,9.836004255,200,100
540,3244.52847385137,9.974913293,200,100
550,3244.52847385137,9.98198469,200,100
560,3244.52847385137,10.029426328,200,100
570,3244.52847385137,10.092710085,200,100
580,3244.52847385137,10.10018023,200,100
590,3244.52847385137,10.207818413,200,100
600,3244.52847385137,10.213924425,200,100
610,3244.52847385137,10.244913203,200,100
620,3244.52847385137,10.28464469,200,100
630,3244.52847385137,10.318199338,200,100
640,3244.52847385137,10.364011098,200,100
650,3244.52847385137,10.400266153,200,100
660,3244.52847385137,10.406477093,200,100
670,3244.52847385137,10.477116292,200,100
680,3244.52847385137,10.482758371,200,100
690,3244.52847385137,10.519986997,200,100
700,3244.52847385137,10.550042007,200,100
710,3244.52847385137,10.555737362,200,100
720,3244.52847385137,10.587140144,200,100
730,3244.52847385137,10.592833244,200,100
740,3249.4926533462885,10.627131159,200,100
750,3249.4926533462885,10.632794392,200,100
760,3244.52847385137,10.661383026,200,100
770,3244.52847385137,10.728463892,200,100
780,3244.52847385137,10.734170539,200,100
790,3244.52847385137,10.793727285,200,100
800,3244.52847385137,10.799475009,200,100
810,3244.52847385137,10.82448881,200,100
820,3244.52847385137,10.830530864,200,100
830,3244.52847385137,10.849958719,200,100
840,3244.52847385137,10.874992445,200,100
850,3244.52847385137,10.880503385,200,100
860,3244.52847385137,10.931348604,200,100
