a,b,c,d,e,f
2950,0.18350772988548916,14.289373584,200,50,40
2960,0.1835077298854892,14.33787508,200,50,40
2970,0.1835077298854892,14.339133886,200,50,40
2980,0.1835077298854892,14.340687612,200,50,40
2990,0.18360967009593837,14.341906911,200,50,40
3000,0.1835077298854892,14.38900963,200,50,40
3010,0.18458714852606056,14.487910196,200,50,40
3020,0.18458714852606056,14.488352175,200,50,40
3030,0.18458714852606056,14.488761282,200,50,40
3040,0.18458714852606056,14.489277732,200,50,40
3050,0.18458714852606056,14.489846461,200,50,40
3060,0.1835077298854892,14.490290075,200,50,40
3070,0.1835077298854892,14.490834651,200,50,40
3080,0.1835077298854892,14.491456255,200,50,40
3090,0.18360967009593834,14.491858425,200,50,40
3100,0.1835077298854892,14.492311962,200,50,40
3110,0.1835077298854892,14.492957016,200,50,40
3120,0.1835077298854892,14.493803762,200,50,40
3130,0.18478266082651768,14.494278292,200,50,40
3140,0.18478266082651768,14.494724536,200,50,40
3150,0.18478266082651768,14.495197534,200,50,40
3160,0.18478266082651768,14.495739276,200,50,40
3170,0.18478266082651768,14.496212291,200,50,40
3180,0.18478266082651768,14.496750134,200,50,40
3190,0.18478266082651768,14.497302484,200,50,40
3200,0.18478266082651768,14.497823356,200,50,40
3210,0.18478266082651768,14.870568573,200,50,40
3220,0.18350772988548913,14.871327871,200,50,40
3230,0.18350772988548913,14.87391425,200,50,40
3240,0.18350772988548916,14.874464771,200,50,40
3250,0.18350772988548916,14.875303542,200,50,40
3260,0.18350772988548916,14.876168312,200,50,40
3270,0.18350772988548913,14.87671529,200,50,40
3280,0.18350772988548913,14.877377053,200,50,40
3290,0.18350772988548913,14.87798583,200,50,40
3300,0.18350772988548913,14.878747723,200,50,40
3310,0.18350772988548913,14.87919442,200,50,40
3320,0.18350772988548913,14.879732605,200,50,40
3330,0.18350772988548913,14.880297392,200,50,40
3340,0.18350772988548913,14.880938765,200,50,40
3350,0.18350772988548913,14.88142669,200,50,40
3360,0.18350772988548913,14.882361468,200,50,40
3370,0.18350772988548913,14.88287085,200,50,40
3380,0.18350772988548913,14.883500032,200,50,40
3390,0.17833161643307505,14.884028207,200,50,40
3400,0.17833161643307505,14.88472112,200,50,40
3410,0.17833161643307505,14.885221685,200,50,40
3420,0.17833161643307505,14.885755776,200,50,40
3430,0.17833161643307505,14.886399962,200,50,40
3440,0.17833161643307505,14.886891926,200,50,40
3450,0.17833161643307505,14.887529975,200,50,40
3460,0.1753486848804737,14.88806624,200,50,40
3470,0.1753486848804737,14.888476927,200,50,40
3480,0.17534868488047367,14.88902491,200,50,40
3490,0.177221991857832,14.889644207,200,50,40
3500,0.177221991857832,14.890400676,200,50,40
3510,0.17722199185783197,14.891573943,200,50,40
3520,0.17722199185783197,14.89209784,200,50,40
3530,0.1753486848804737,14.892740002,200,50,40
3540,0.17534868488047364,14.893221432,200,50,40
3550,0.17534868488047364,15.352870623,200,50,40
3560,0.1753486848804737,15.353880389,200,50,40
3570,0.1753486848804737,15.354808358,200,50,40
3580,0.1753486848804737,15.355863153,200,50,40
3590,0.1753486848804737,15.356588111,200,50,40
3600,0.1753486848804737,15.357542604,200,50,40
3610,0.1753486848804737,15.358532629,200,50,40
3620,0.1753486848804737,15.359556001,200,50,40
3630,0.1753486848804737,15.360466761,200,50,40
3640,0.17534868488047367,15.361185529,200,50,40
3650,0.1753486848804737,15.361959147,200,50,40
3660,0.1753486848804737,15.550890552,200,50,40
3670,0.1753486848804737,15.551672803,200,50,40
3680,0.1753486848804737,15.552243439,200,50,40
3690,0.1753486848804737,15.553047462,200,50,40
3700,0.1753486848804737,15.553862992,200,50,40
3710,0.17534868488047364,15.554574244,200,50,40
3720,0.17369685433862778,15.555596147,200,50,40
3730,0.17369685433862778,15.556648798,200,50,40
3740,0.17234660874168947,15.557304554,200,50,40
3750,0.1736968543386278,15.558615268,200,50,40
3760,0.17234660874168947,15.559578777,200,50,40
3770,0.17285401858652802,15.883809309,200,50,40
3780,0.17234660874168942,15.884827978,200,50,40
3790,0.17234660874168942,15.885850897,200,50,40
3800,0.17234660874168942,15.886886913,200,50,40
3810,0.17234660874168942,15.887697029,200,50,40
3820,0.1723466087416894,15.888560869,200,50,40
3830,0.1723466087416894,15.889443327,200,50,40
3840,0.1723466087416894,15.889942978,200,50,40
3850,0.1723466087416894,15.890865058,200,50,40
3860,0.166366115202775,15.892131733,200,50,40
3870,0.1675865646588355,15.893224844,200,50,40
3880,0.16758656465883556,16.139549758,200,50,40
3890,0.1675865646588355,16.140614233,200,50,40
3900,0.1699473067793698,16.141570088,200,50,40
3910,0.16710346255846426,16.142634782,200,50,40
3920,0.1656178284650083,16.14333753,200,50,40
3930,0.1671034625584643,16.14395059,200,50,40
3940,0.1671034625584643,16.144830175,200,50,40
3950,0.16758656465883554,16.145647774,200,50,40
3960,0.16758656465883554,16.14629165,200,50,40
3970,0.16758656465883554,16.147125273,200,50,40
3980,0.16710346255846426,16.147930274,200,50,40
3990,0.16710346255846426,16.457882093,200,50,40
4000,0.16710346255846428,16.459150694,200,50,40
4010,0.1671034625584643,16.4599738,200,50,40
4020,0.1671034625584643,16.460566798,200,50,40
4030,0.1671034625584643,16.461345782,200,50,40
4040,0.1671034625584643,16.462087637,200,50,40
4050,0.16710346255846426,16.462916553,200,50,40
4060,0.16710346255846426,16.46338444,200,50,40
4070,0.16762033909327795,16.464336857,200,50,40
4080,0.16710346255846426,16.465412369,200,50,40
4090,0.16710346255846426,16.466455934,200,50,40
4100,0.16710346255846428,16.467570482,200,50,40
4110,0.16710346255846428,16.735663639,200,50,40
4120,0.16710346255846428,16.737540384,200,50,40
4130,0.16710346255846428,16.738151463,200,50,40
4140,0.16758656465883556,16.738868079,200,50,40
4150,0.1675865646588355,16.739460944,200,50,40
4160,0.1675865646588355,16.740065771,200,50,40
4170,0.17143439997407034,16.74063697,200,50,40
4180,0.17143439997407034,16.74114197,200,50,40
4190,0.1741559895592748,16.741657834,200,50,40
4200,0.1741559895592748,16.742251943,200,50,40
4210,0.1741559895592748,16.742838235,200,50,40
4220,0.1741559895592748,16.743439128,200,50,40
4230,0.1741559895592748,16.744225474,200,50,40
4240,0.17415598955927486,16.7448289,200,50,40
4250,0.17415598955927483,16.745426159,200,50,40
4260,0.17415598955927483,16.746008174,200,50,40
4270,0.17415598955927486,16.746476444,200,50,40
4280,0.17705140909897643,16.988579349,200,50,40
4290,0.17705140909897643,16.989121283,200,50,40
4300,0.17705140909897638,16.989735375,200,50,40
4310,0.17705140909897638,16.990640539,200,50,40
4320,0.17705140909897638,16.991271335,200,50,40
4330,0.1741559895592749,16.992011799,200,50,40
4340,0.17983441852730284,16.992680898,200,50,40
4350,0.17983441852730284,16.99356616,200,50,40
4360,0.17983441852730284,16.994397921,200,50,40
4370,0.17983441852730284,16.995042993,200,50,40
4380,0.1798344185273029,16.995726719,200,50,40
4390,0.17983441852730284,16.996505008,200,50,40
4400,0.17983441852730278,16.997415433,200,50,40
4410,0.17983441852730278,17.318354106,200,50,40
4420,0.17983441852730278,17.319227446,200,50,40
4430,0.17526994836077772,17.320245229,200,50,40
4440,0.17526994836077772,17.321007362,200,50,40
4450,0.17415598955927492,17.321820979,200,50,40
4460,0.17415598955927492,17.322470917,200,50,40
4470,0.1741559895592749,17.323348819,200,50,40
4480,0.1741559895592749,17.323834167,200,50,40
4490,0.1741559895592749,17.324423214,200,50,40
4500,0.17415598955927492,17.325054602,200,50,40
4510,0.1742158453439515,17.325798126,200,50,40
4520,0.1742158453439515,17.326485639,200,50,40
4530,0.17421584534395146,17.327091339,200,50,40
4540,0.1742158453439515,17.327673437,200,50,40
4550,0.1742158453439515,17.595974751,200,50,40
4560,0.1742158453439515,17.596434862,200,50,40
4570,0.17540290866641434,17.597661364,200,50,40
4580,0.1742158453439515,17.598326144,200,50,40
4590,0.17415598955927492,17.598997896,200,50,40
4600,0.17415598955927492,17.600166454,200,50,40
4610,0.17415598955927492,17.601138031,200,50,40
4620,0.17415598955927492,17.60202302,200,50,40
4630,0.17415598955927492,17.603992121,200,50,40
4640,0.17415598955927492,17.604392864,200,50,40
4650,0.17415598955927492,17.60490312,200,50,40
4660,0.1742614187025207,17.605415575,200,50,40
4670,0.17415598955927492,17.605806315,200,50,40
4680,0.17415598955927492,17.60619162,200,50,40
4690,0.17415598955927492,17.60661354,200,50,40
4700,0.17415598955927492,17.607273585,200,50,40
4710,0.17526994836077772,17.607780272,200,50,40
4720,0.1741559895592749,17.608302921,200,50,40
4730,0.17415598955927486,17.823686972,200,50,40
4740,0.17415598955927486,17.824757956,200,50,40
4750,0.17415598955927486,17.825845619,200,50,40
4760,0.17415598955927486,17.826506342,200,50,40
4770,0.17415598955927486,17.827427846,200,50,40
4780,0.17415598955927486,17.828024354,200,50,40
4790,0.17415598955927486,17.82892874,200,50,40
4800,0.17415598955927486,17.829656275,200,50,40
4810,0.17415598955927486,17.830410536,200,50,40
4820,0.17415598955927486,17.83120166,200,50,40
4830,0.17415598955927486,17.832006216,200,50,40
4840,0.17471748915476207,17.832855679,200,50,40
4850,0.17471748915476207,18.03664811,200,50,40
4860,0.17471748915476207,18.037876093,200,50,40
4870,0.17471748915476207,18.038771477,200,50,40
4880,0.17197871837651732,18.039767558,200,50,40
4890,0.17080900434652024,18.040545735,200,50,40
4900,0.16845574431235316,18.041504632,200,50,40
4910,0.17222768423770965,18.04258751,200,50,40
4920,0.1684557443123532,18.043570281,200,50,40
4930,0.1684557443123532,18.044622776,200,50,40
4940,0.1684557443123532,18.045816592,200,50,40
4950,0.1684557443123532,18.320253211,200,50,40
4960,0.16774484593893232,18.321388317,200,50,40
4970,0.16697881904516906,18.322440871,200,50,40
4980,0.1694515947500671,18.323560268,200,50,40
4990,0.1694515947500671,18.324130138,200,50,40
5000,0.1694515947500671,18.325077942,200,50,40
10,0.05471898694120063,0.003579213,200,50,20
20,0.06485479064023092,0.006042773,200,50,20
30,0.06935456333515792,0.032493153,200,50,20
40,0.06935456333515792,0.035355293,200,50,20
50,0.06917673848631559,0.03848117,200,50,20
60,0.06777387481506848,0.040810323,200,50,20
70,0.07157940982063103,0.06749487,200,50,20
80,0.07531116920027828,0.071803282,200,50,20
90,0.0821960208387181,0.076818201,200,50,20
100,0.07995252541111204,0.078833662,200,50,20
110,0.07995252541111204,0.080232963,200,50,20
120,0.08293855420290826,0.08133606,200,50,20
130,0.08507866487235309,0.083275918,200,50,20
140,0.08596600385512014,0.08497844,200,50,20
150,0.08596600385512014,0.086400696,200,50,20
160,0.09556508201915657,0.200090933,200,50,20
170,0.09268038918106213,0.201512816,200,50,20
180,0.0908897465417275,0.203138629,200,50,20
190,0.09388497189790464,0.204924212,200,50,20
200,0.09580233142825857,0.683099254,200,50,20
210,0.09656378875394542,0.685026278,200,50,20
220,0.11591518282977659,0.686969881,200,50,20
230,0.11416442869136262,0.693974979,200,50,20
240,0.11416442869136262,0.703130961,200,50,20
250,0.11447088610398184,0.709214572,200,50,20
260,0.10754768679396834,0.711466777,200,50,20
270,0.12733097296151838,0.719004362,200,50,20
280,0.12733097296151838,0.731675861,200,50,20
290,0.11270833824400928,0.733897829,200,50,20
300,0.11438936277982477,0.752469887,200,50,20
310,0.11438936277982477,0.771791459,200,50,20
320,0.11438936277982477,0.776278248,200,50,20
330,0.11438936277982477,0.778132982,200,50,20
340,0.11182201219369121,0.779920395,200,50,20
350,0.11214003221048259,0.781707579,200,50,20
360,0.12350977337234836,1.026712769,200,50,20
370,0.12350977337234836,1.117127774,200,50,20
380,0.12350977337234836,1.186649292,200,50,20
390,0.12350977337234836,1.189365099,200,50,20
400,0.12175585398927889,1.1918322,200,50,20
410,0.12175585398927889,1.1944954,200,50,20
420,0.12175585398927889,1.267755547,200,50,20
430,0.12175585398927889,1.395967358,200,50,20
440,0.12147656281102177,1.647944103,200,50,20
450,0.12147656281102177,1.751554573,200,50,20
460,0.11849264093476182,1.822196741,200,50,20
470,0.12059167355097798,1.941880291,200,50,20
480,0.12059167355097798,1.944341989,200,50,20
490,0.12059167355097798,1.946145855,200,50,20
500,0.12005809759107251,2.005002099,200,50,20
510,0.11886897561369494,2.063952966,200,50,20
520,0.12218235657411396,2.066472073,200,50,20
530,0.12625239828420007,2.124480134,200,50,20
540,0.13219617795440633,2.301741301,200,50,20
550,0.1357308440450928,2.373766115,200,50,20
560,0.13065016101958604,2.376134331,200,50,20
570,0.13065016101958604,2.378289842,200,50,20
580,0.13065016101958604,2.444558552,200,50,20
590,0.12786885461615272,2.548978801,200,50,20
600,0.13411896999317224,2.550892541,200,50,20
610,0.12707917088331136,2.553173801,200,50,20
620,0.1364548729624441,2.612379542,200,50,20
630,0.12599126732317562,2.614580776,200,50,20
640,0.12612481689990412,2.733348615,200,50,20
650,0.13596667859239045,2.7358467,200,50,20
660,0.13596667859239045,2.796674471,200,50,20
670,0.13596667859239045,3.018763222,200,50,20
680,0.1313938297362697,3.156396831,200,50,20
690,0.1261123100071624,3.209628947,200,50,20
700,0.13769937562623627,3.266733626,200,50,20
710,0.13170684735460586,3.333925735,200,50,20
720,0.13065924768110815,3.33540306,200,50,20
730,0.13485417094273888,3.403795707,200,50,20
740,0.13065924768110815,3.406067377,200,50,20
750,0.13065924768110815,3.464068076,200,50,20
760,0.13852872849579048,3.524870118,200,50,20
770,0.13852872849579048,3.589798882,200,50,20
780,0.13852872849579048,3.824915554,200,50,20
790,0.13852872849579048,3.895271952,200,50,20
800,0.14526054343217434,4.415756199,200,50,20
810,0.15111391416760056,4.41649646,200,50,20
820,0.14778921761311462,4.473596888,200,50,20
830,0.14778921761311462,4.475327209,200,50,20
840,0.14778921761311462,4.477050402,200,50,20
850,0.14778921761311462,4.47924667,200,50,20
860,0.14778921761311462,4.554364558,200,50,20
870,0.16343575320602322,4.616592373,200,50,20
880,0.16343575320602322,4.686899368,200,50,20
890,0.15287064959051233,4.825149004,200,50,20
900,0.15287064959051233,4.888295438,200,50,20
