a,b,c,d,e,f
2960,0.15733468434366704,10.461027485,500,100,40
2970,0.15733468434366704,10.464225633,500,100,40
2980,0.15733468434366704,10.605126304,500,100,40
2990,0.15733468434366704,10.608120338,500,100,40
3000,0.15733468434366704,10.611012465,500,100,40
3010,0.15733468434366704,10.702938373,500,100,40
3020,0.15733468434366704,10.711281299,500,100,40
3030,0.15733468434366704,10.714343408,500,100,40
3040,0.15733468434366704,10.774490045,500,100,40
3050,0.15733468434366704,10.777430834,500,100,40
3060,0.15733468434366704,10.780638184,500,100,40
3070,0.15733468434366704,10.850779947,500,100,40
3080,0.15733468434366704,10.854115129,500,100,40
3090,0.15733468434366704,10.858377602,500,100,40
3100,0.15733468434366704,10.963844617,500,100,40
3110,0.15733468434366704,10.966815256,500,100,40
3120,0.15733468434366704,10.969790409,500,100,40
3130,0.15870928728363923,10.972713644,500,100,40
3140,0.15870928728363923,11.078493826,500,100,40
3150,0.15870928728363923,11.081495395,500,100,40
3160,0.15870928728363923,11.084774554,500,100,40
3170,0.15870928728363923,11.132958586,500,100,40
3180,0.15870928728363923,11.135929526,500,100,40
3190,0.15733468434366704,11.138836024,500,100,40
3200,0.15733468434366704,11.236361309,500,100,40
3210,0.15733468434366704,11.239176256,500,100,40
3220,0.15733468434366704,11.242167392,500,100,40
3230,0.15733468434366704,11.319996762,500,100,40
3240,0.15733468434366704,11.326769719,500,100,40
3250,0.15733468434366704,11.329671435,500,100,40
3260,0.15733468434366704,11.332666974,500,100,40
3270,0.15733468434366704,11.403963475,500,100,40
3280,0.15733468434366704,11.407706256,500,100,40
3290,0.15733468434366704,11.410989989,500,100,40
3300,0.15733468434366704,11.51466908,500,100,40
3310,0.15733468434366704,11.517674432,500,100,40
3320,0.15733468434366704,11.520857222,500,100,40
3330,0.15733468434366704,11.610045267,500,100,40
3340,0.15733468434366704,11.613126376,500,100,40
3350,0.15929182815323592,11.616724441,500,100,40
3360,0.15929182815323592,11.703483908,500,100,40
3370,0.15733468434366704,11.706723595,500,100,40
3380,0.15766312784267666,11.710073705,500,100,40
3390,0.15766312784267666,11.763489558,500,100,40
3400,0.15766312784267666,11.766394623,500,100,40
3410,0.15766312784267666,11.769613037,500,100,40
3420,0.15766312784267666,11.884284573,500,100,40
3430,0.15766312784267666,11.888266681,500,100,40
3440,0.15766312784267666,11.89137229,500,100,40
3450,0.15733518742292352,11.923104553,500,100,40
3460,0.15733518742292352,11.926202603,500,100,40
3470,0.15733518742292352,11.929265592,500,100,40
3480,0.15733518742292352,12.039421367,500,100,40
3490,0.15733518742292352,12.042942788,500,100,40
3500,0.15733518742292352,12.045951381,500,100,40
3510,0.15733518742292352,12.131950853,500,100,40
3520,0.15733518742292352,12.135005962,500,100,40
3530,0.15733518742292352,12.137803255,500,100,40
3540,0.15733518742292352,12.14066623,500,100,40
3550,0.15733468434366704,12.261016366,500,100,40
3560,0.15733468434366704,12.267839768,500,100,40
3570,0.15733468434366704,12.270847859,500,100,40
3580,0.15929182815323595,12.300232022,500,100,40
3590,0.15766312784267666,12.303396529,500,100,40
3600,0.1588292067767361,12.306475304,500,100,40
3610,0.1588292067767361,12.309519617,500,100,40
3620,0.15766312784267666,12.407344403,500,100,40
3630,0.15766312784267666,12.410446738,500,100,40
3640,0.15766312784267666,12.413413517,500,100,40
3650,0.15766312784267666,12.520197853,500,100,40
3660,0.1578613358762125,12.523039746,500,100,40
3670,0.15766312784267666,12.526240502,500,100,40
3680,0.15766312784267666,12.589359104,500,100,40
3690,0.15733468434366704,12.592260309,500,100,40
3700,0.15733468434366704,12.595091311,500,100,40
3710,0.15733468434366704,12.686273279,500,100,40
3720,0.1583183280908659,12.689865603,500,100,40
3730,0.1583183280908659,12.692911443,500,100,40
3740,0.15733468434366704,12.695724554,500,100,40
3750,0.15733468434366704,12.793892077,500,100,40
3760,0.15733468434366704,12.796962194,500,100,40
3770,0.15733468434366704,12.800166526,500,100,40
3780,0.15733468434366701,12.863586047,500,100,40
3790,0.15733468434366701,12.866392962,500,100,40
3800,0.15733468434366701,12.86937065,500,100,40
3810,0.15733468434366701,12.943819793,500,100,40
3820,0.15733468434366701,12.947925708,500,100,40
3830,0.15733468434366701,12.950862328,500,100,40
3840,0.15733468434366701,12.953718417,500,100,40
3850,0.1563848878796162,13.057686222,500,100,40
3860,0.1563848878796162,13.060933444,500,100,40
3870,0.1563848878796162,13.066858473,500,100,40
3880,0.1563848878796162,13.169589085,500,100,40
3890,0.1563848878796162,13.172511417,500,100,40
3900,0.1563848878796162,13.175892785,500,100,40
3910,0.1563848878796162,13.24735871,500,100,40
3920,0.1569706749583901,13.250450882,500,100,40
3930,0.1563848878796162,13.253423845,500,100,40
3940,0.1563848878796162,13.338760872,500,100,40
3950,0.1563848878796162,13.375390127,500,100,40
3960,0.1563848878796162,13.38001023,500,100,40
3970,0.1563848878796162,13.383062847,500,100,40
3980,0.1563848878796162,13.387033355,500,100,40
3990,0.1563848878796162,13.405810967,500,100,40
4000,0.1563848878796162,13.408997599,500,100,40
4010,0.1563848878796162,13.412245993,500,100,40
4020,0.1563848878796162,13.572533519,500,100,40
4030,0.1563848878796162,13.575502865,500,100,40
4040,0.1563848878796162,13.578538834,500,100,40
4050,0.15638488787961619,13.639690974,500,100,40
4060,0.15638488787961619,13.642635655,500,100,40
4070,0.15638488787961619,13.645673384,500,100,40
4080,0.15638488787961619,13.731520773,500,100,40
4090,0.15638488787961619,13.734581538,500,100,40
4100,0.15638488787961619,13.738427088,500,100,40
4110,0.15638488787961619,13.741636933,500,100,40
4120,0.15638488787961616,13.801899854,500,100,40
4130,0.15638488787961616,13.808667675,500,100,40
4140,0.15638488787961616,13.812238051,500,100,40
4150,0.15638488787961616,13.901478176,500,100,40
4160,0.15638488787961616,13.904516114,500,100,40
4170,0.15513918520953585,13.907694495,500,100,40
4180,0.15513918520953585,13.962236185,500,100,40
4190,0.15513918520953585,13.970380155,500,100,40
4200,0.15638488787961619,13.973442776,500,100,40
4210,0.1545669630668383,14.051190013,500,100,40
4220,0.1564554418773477,14.054295385,500,100,40
4230,0.1545669630668383,14.057493814,500,100,40
4240,0.1564554418773477,14.163874393,500,100,40
4250,0.1545669630668383,14.168215285,500,100,40
4260,0.15488394106888598,14.171826211,500,100,40
4270,0.15488394106888598,14.225187275,500,100,40
4280,0.1545669630668383,14.228440694,500,100,40
4290,0.15638488787961619,14.231254386,500,100,40
4300,0.15638488787961619,14.308554479,500,100,40
4310,0.1551391852095358,14.317054401,500,100,40
4320,0.1545669630668383,14.32012254,500,100,40
4330,0.1545669630668383,14.322945947,500,100,40
4340,0.15549474021066964,14.410989494,500,100,40
4350,0.1564554418773477,14.413775704,500,100,40
4360,0.15638488787961616,14.416575751,500,100,40
4370,0.15638488787961616,14.536165869,500,100,40
4380,0.15638488787961616,14.539605234,500,100,40
4390,0.15638488787961616,14.542653632,500,100,40
4400,0.15549474021066964,14.545552622,500,100,40
4410,0.15549474021066964,14.600323147,500,100,40
4420,0.15549474021066964,14.603273204,500,100,40
4430,0.1545669630668383,14.608328262,500,100,40
4440,0.1545669630668383,14.701774684,500,100,40
4450,0.1545669630668383,14.70828544,500,100,40
4460,0.1545669630668383,14.711152674,500,100,40
4470,0.1545669630668383,14.792307235,500,100,40
4480,0.1545669630668383,14.795474197,500,100,40
4490,0.1545669630668383,14.865070151,500,100,40
4500,0.1545669630668383,14.869091728,500,100,40
4510,0.1545669630668383,14.872366302,500,100,40
4520,0.1545669630668383,14.949003515,500,100,40
4530,0.1545669630668383,14.95219449,500,100,40
4540,0.1545669630668383,14.955272377,500,100,40
4550,0.1545669630668383,14.958415577,500,100,40
4560,0.1545669630668383,15.052657415,500,100,40
4570,0.1545669630668383,15.055710256,500,100,40
4580,0.1545669630668383,15.058732682,500,100,40
4590,0.1545669630668383,15.136575732,500,100,40
4600,0.1545669630668383,15.174414396,500,100,40
4610,0.1545669630668383,15.187558627,500,100,40
4620,0.15513918520953585,15.191170415,500,100,40
4630,0.15513918520953585,15.194206425,500,100,40
4640,0.15513918520953585,15.264572766,500,100,40
4650,0.15513918520953585,15.267662607,500,100,40
4660,0.15513918520953585,15.270716286,500,100,40
4670,0.15513918520953585,15.330748378,500,100,40
4680,0.1545669630668383,15.338206692,500,100,40
4690,0.1545669630668383,15.341478813,500,100,40
4700,0.1545669630668383,15.440497096,500,100,40
4710,0.1545669630668383,15.44348697,500,100,40
4720,0.1545669630668383,15.446537487,500,100,40
4730,0.1545669630668383,15.549855202,500,100,40
4740,0.1545669630668383,15.553072837,500,100,40
4750,0.1545669630668383,15.556204521,500,100,40
4760,0.1545669630668383,15.629045948,500,100,40
4770,0.1545669630668383,15.632071898,500,100,40
4780,0.1545669630668383,15.636930678,500,100,40
4790,0.15456696306683826,15.640117433,500,100,40
4800,0.15549474021066967,15.687072747,500,100,40
4810,0.15456696306683826,15.690235432,500,100,40
4820,0.15456696306683826,15.693717794,500,100,40
4830,0.15617716958904695,15.767621967,500,100,40
4840,0.15456696306683826,15.770720994,500,100,40
4850,0.15456696306683826,15.773934982,500,100,40
4860,0.15019399140200104,15.883083924,500,100,40
4870,0.15019399140200104,15.886127821,500,100,40
4880,0.15019399140200104,15.889630812,500,100,40
4890,0.15019399140200104,15.973398797,500,100,40
4900,0.15019399140200104,15.977015061,500,100,40
4910,0.1510698655209287,15.979963898,500,100,40
4920,0.15019399140200104,16.046154274,500,100,40
4930,0.15019399140200104,16.051043777,500,100,40
4940,0.15019399140200104,16.054026889,500,100,40
4950,0.1514461555532262,16.057131379,500,100,40
4960,0.1514461555532262,16.145943454,500,100,40
4970,0.1514461555532262,16.149280556,500,100,40
4980,0.1514461555532262,16.152381059,500,100,40
4990,0.15155534648972446,16.227621824,500,100,40
5000,0.1514461555532262,16.230696309,500,100,40
10,0.050417324560906626,0.004369426,500,100,40
20,0.05317233540513662,0.008567034,500,100,40
30,0.061988677424814,0.012879445,500,100,40
40,0.06701692112576603,0.017426245,500,100,40
50,0.06787058108397237,0.154200034,500,100,40
60,0.06787058108397237,0.158396859,500,100,40
70,0.06787058108397237,0.162779741,500,100,40
80,0.06804828929093328,0.370492808,500,100,40
90,0.07059313160107555,0.375962109,500,100,40
100,0.0712700787661395,0.446723231,500,100,40
110,0.0712700787661395,0.451795295,500,100,40
120,0.0712700787661395,0.658666332,500,100,40
130,0.07319602505216362,0.662882936,500,100,40
140,0.0712700787661395,0.685501317,500,100,40
150,0.0737896095618176,0.689833871,500,100,40
160,0.0737896095618176,0.784898036,500,100,40
170,0.07651116808236963,0.788631544,500,100,40
180,0.0767707181387952,0.792912214,500,100,40
190,0.08041027933703292,0.886791695,500,100,40
200,0.08041027933703292,0.890748537,500,100,40
210,0.08059157127307237,0.963911765,500,100,40
220,0.08059157127307237,0.968861447,500,100,40
230,0.08196948653479194,0.973082489,500,100,40
240,0.08301637418182302,1.03588137,500,100,40
250,0.08775434605494024,1.041252127,500,100,40
260,0.08775434605494024,1.15666651,500,100,40
270,0.08775434605494024,1.163109222,500,100,40
280,0.09165547888286422,1.240531357,500,100,40
290,0.09165547888286422,1.244500466,500,100,40
300,0.09165547888286422,1.320013632,500,100,40
310,0.09165547888286422,1.326237095,500,100,40
320,0.09165547888286422,1.330843791,500,100,40
330,0.09165547888286422,1.439824086,500,100,40
340,0.08702433794925872,1.443681318,500,100,40
350,0.08874837133012965,1.497950011,500,100,40
360,0.09113245604410418,1.502291641,500,100,40
370,0.0985463407487421,1.611084028,500,100,40
380,0.09290975215385412,1.638336735,500,100,40
390,0.09290975215385412,1.64239674,500,100,40
400,0.094137734974456,1.712094216,500,100,40
410,0.0960860227116449,1.719009596,500,100,40
420,0.09596854146136882,1.722557036,500,100,40
430,0.09589028169476907,1.802544327,500,100,40
440,0.094390272156009,1.810943913,500,100,40
450,0.10055778544350769,1.891098579,500,100,40
460,0.10055778544350769,1.895225399,500,100,40
470,0.10371835807848225,1.985780831,500,100,40
480,0.10371835807848225,1.989877091,500,100,40
490,0.1046867024624095,2.064915101,500,100,40
500,0.1046867024624095,2.075033769,500,100,40
510,0.1046867024624095,2.078634048,500,100,40
520,0.11201880755491048,2.119948997,500,100,40
530,0.11201880755491048,2.124034372,500,100,40
540,0.10948566111999328,2.263476078,500,100,40
550,0.10960584922326796,2.268398266,500,100,40
560,0.11794934884696646,2.272678769,500,100,40
570,0.11250132886892696,2.351188846,500,100,40
580,0.12115993385590457,2.355177968,500,100,40
590,0.12115993385590457,2.426753362,500,100,40
600,0.12507169064092635,2.430540052,500,100,40
610,0.11299167191723121,2.436647139,500,100,40
620,0.11014441039997411,2.441556813,500,100,40
630,0.11142380616884646,2.446127837,500,100,40
640,0.12440443442114744,2.449606569,500,100,40
650,0.12440443442114744,2.609345763,500,100,40
660,0.12044818267901557,2.614839297,500,100,40
670,0.12044818267901557,2.710400417,500,100,40
680,0.12388050987591827,2.718126392,500,100,40
690,0.12388050987591827,2.7222391,500,100,40
700,0.1250156694047439,2.807755483,500,100,40
710,0.12771689757153296,2.811401734,500,100,40
720,0.13276367366987357,2.81540364,500,100,40
730,0.1333675165772616,2.904829023,500,100,40
740,0.1333675165772616,2.912016233,500,100,40
750,0.1333675165772616,3.003198737,500,100,40
760,0.13276367366987357,3.007190229,500,100,40
770,0.13276367366987357,3.01173124,500,100,40
780,0.13276367366987357,3.11375456,500,100,40
790,0.1332315717646026,3.176415466,500,100,40
800,0.1332315717646026,3.231011446,500,100,40
810,0.1332315717646026,3.234817693,500,100,40
820,0.13276367366987357,3.239207849,500,100,40
830,0.1327636736698736,3.299900913,500,100,40
840,0.1327636736698736,3.304458506,500,100,40
850,0.1404583760431389,3.408518095,500,100,40
860,0.1404583760431389,3.414038411,500,100,40
870,0.1404583760431389,3.512841791,500,100,40
880,0.1404583760431389,3.518651254,500,100,40
890,0.1404583760431389,3.584855079,500,100,40
900,0.14213965546209334,3.58889572,500,100,40
